CombID	SenID	templatenum	prem	hyp	label	top1	top1_score	top2	top2_score	top3	top3_score
2	2	0	The adults worldwide is photographed with a camera	There is a child present	alternation	contradiction	0.9566724300384521	neutral	0.03943976014852524	entailment	0.0038878535851836205
2	2	0	The child is photographed with a camera	There is a adults worldwide present	alternation	contradiction	0.9972414970397949	entailment	0.001504344865679741	neutral	0.00125410920009017
2	2	1	The adults worldwide is in the water	The child is wet	alternation	entailment	0.7470808029174805	contradiction	0.14421865344047546	neutral	0.10870060324668884
2	2	1	The child is in the water	The adults worldwide is wet	alternation	contradiction	0.9994785189628601	neutral	0.0004271317448001355	entailment	9.434216190129519e-05
2	2	2	A adults worldwide is outside near a campfire at night	There is a child outside	alternation	contradiction	0.9646883606910706	entailment	0.021419839933514595	neutral	0.01389179565012455
2	2	2	A child is outside near a campfire at night	There is a adults worldwide outside	alternation	contradiction	0.9994413256645203	neutral	0.0004429166729096323	entailment	0.00011568704940145835
2	2	3	A young woman is looking at a adults worldwide with a binocular	A child is looked at by a woman	alternation	contradiction	0.9923658967018127	entailment	0.003918586298823357	neutral	0.003715458558872342
2	2	3	A young woman is looking at a child with a binocular	A adults worldwide is looked at by a woman	alternation	contradiction	0.9994357228279114	neutral	0.0004906170070171356	entailment	7.3640861955937e-05
2	2	4	Several people are moving towards the adults worldwide	There is a group of people near the child	alternation	contradiction	0.9669609665870667	entailment	0.01785021461546421	neutral	0.015188772231340408
2	2	4	Several people are moving towards the child	There is a group of people near the adults worldwide	alternation	contradiction	0.9942107200622559	neutral	0.004948658403009176	entailment	0.0008406414999626577
2	2	5	A bald man standing to the side of a adults worldwide	The man stands near a child.	alternation	contradiction	0.9950966238975525	neutral	0.0036180238239467144	entailment	0.0012853348162025213
2	2	5	A bald man standing to the side of a child	The man stands near a adults worldwide.	alternation	contradiction	0.9968218803405762	neutral	0.0028994812164455652	entailment	0.00027859731926582754
2	2	6	A kid fetches a adults worldwide by a tree in the yard.	a kid gets a child	alternation	contradiction	0.943964958190918	entailment	0.028681468218564987	neutral	0.027353541925549507
2	2	6	A kid fetches a child by a tree in the yard.	a kid gets a adults worldwide	alternation	contradiction	0.9992328882217407	neutral	0.0006995051517151296	entailment	6.763384590158239e-05
2	2	7	A green frog buys a adults worldwide from a stand.	There is a green frog buying a child	alternation	contradiction	0.9988875985145569	neutral	0.0009870014619082212	entailment	0.00012545258505269885
2	2	7	A green frog buys a child from a stand.	There is a green frog buying a adults worldwide	alternation	contradiction	0.981512188911438	neutral	0.017964178696274757	entailment	0.0005235752323642373
2	2	8	A adults worldwide	A child	alternation	contradiction	0.9999200105667114	neutral	4.7662644647061825e-05	entailment	3.230322909075767e-05
2	2	8	A child	A adults worldwide	alternation	contradiction	0.9999581575393677	neutral	3.10474970319774e-05	entailment	1.0826460311363917e-05
3	3	0	The adult is photographed with a camera	There is a mother present	reverseentailment	neutral	0.9835596084594727	contradiction	0.009395964443683624	entailment	0.007044288795441389
3	3	0	The mother is photographed with a camera	There is a adult present	reverseentailment	entailment	0.9989836812019348	neutral	0.0009200939675793052	contradiction	9.626481914892793e-05
3	3	1	The adult is in the water	The mother is wet	reverseentailment	neutral	0.9733223915100098	entailment	0.025973360985517502	contradiction	0.0007043323712423444
3	3	1	The mother is in the water	The adult is wet	reverseentailment	entailment	0.995807409286499	neutral	0.004113409202545881	contradiction	7.915151945780963e-05
3	3	2	A adult is outside near a campfire at night	There is a mother outside	reverseentailment	neutral	0.9955046772956848	entailment	0.0032083974219858646	contradiction	0.0012868904741480947
3	3	2	A mother is outside near a campfire at night	There is a adult outside	reverseentailment	entailment	0.9956998825073242	neutral	0.004193162079900503	contradiction	0.00010689105693018064
3	3	3	A young woman is looking at a adult with a binocular	A mother is looked at by a woman	reverseentailment	neutral	0.9963521957397461	entailment	0.0035208105109632015	contradiction	0.00012692451127804816
3	3	3	A young woman is looking at a mother with a binocular	A adult is looked at by a woman	reverseentailment	entailment	0.9922379851341248	neutral	0.007619514595717192	contradiction	0.00014258918236009777
3	3	4	Several people are moving towards the adult	There is a group of people near the mother	reverseentailment	neutral	0.9811047911643982	entailment	0.018248559907078743	contradiction	0.000646617088932544
3	3	4	Several people are moving towards the mother	There is a group of people near the adult	reverseentailment	entailment	0.9921057224273682	neutral	0.007721845060586929	contradiction	0.00017241730529349297
3	3	5	A bald man standing to the side of a adult	The man stands near a mother.	reverseentailment	neutral	0.9979625940322876	entailment	0.0017937390366569161	contradiction	0.0002436771319480613
3	3	5	A bald man standing to the side of a mother	The man stands near a adult.	reverseentailment	entailment	0.9971153736114502	neutral	0.0027983570471405983	contradiction	8.63440873217769e-05
3	3	6	A kid fetches a adult by a tree in the yard.	a kid gets a mother	reverseentailment	neutral	0.9982932209968567	entailment	0.001568164094351232	contradiction	0.0001386033691233024
3	3	6	A kid fetches a mother by a tree in the yard.	a kid gets a adult	reverseentailment	entailment	0.9925284385681152	neutral	0.007335588801652193	contradiction	0.0001359080633847043
3	3	7	A green frog buys a adult from a stand.	There is a green frog buying a mother	reverseentailment	neutral	0.9989663362503052	entailment	0.0009136138833127916	contradiction	0.00011998299305560067
3	3	7	A green frog buys a mother from a stand.	There is a green frog buying a adult	reverseentailment	entailment	0.9822048544883728	neutral	0.017584912478923798	contradiction	0.00021018343977630138
3	3	8	A adult	A mother	reverseentailment	neutral	0.989159882068634	entailment	0.006339921150356531	contradiction	0.004500137642025948
3	3	8	A mother	A adult	reverseentailment	entailment	0.9815821647644043	neutral	0.018186936154961586	contradiction	0.00023085149587132037
4	4	0	The aircraft is photographed with a camera	There is a base present	disjoint	neutral	0.841536819934845	entailment	0.12969493865966797	contradiction	0.028768254444003105
4	4	0	The base is photographed with a camera	There is a aircraft present	disjoint	neutral	0.9953755140304565	contradiction	0.0028780819848179817	entailment	0.0017464668489992619
4	4	1	The aircraft is in the water	The base is wet	disjoint	entailment	0.4939606785774231	neutral	0.4836074411869049	contradiction	0.022431930527091026
4	4	1	The base is in the water	The aircraft is wet	disjoint	neutral	0.5717197060585022	entailment	0.3088487982749939	contradiction	0.11943145096302032
4	4	2	A aircraft is outside near a campfire at night	There is a base outside	disjoint	neutral	0.9453883767127991	entailment	0.0429287888109684	contradiction	0.011682853102684021
4	4	2	A base is outside near a campfire at night	There is a aircraft outside	disjoint	neutral	0.982553243637085	contradiction	0.01212828978896141	entailment	0.005318482872098684
4	4	3	A young woman is looking at a aircraft with a binocular	A base is looked at by a woman	disjoint	contradiction	0.9374963045120239	neutral	0.04470556974411011	entailment	0.017798196524381638
4	4	3	A young woman is looking at a base with a binocular	A aircraft is looked at by a woman	disjoint	neutral	0.9932740926742554	entailment	0.006423139479011297	contradiction	0.00030278429039753973
4	4	4	Several people are moving towards the aircraft	There is a group of people near the base	disjoint	entailment	0.8741291761398315	neutral	0.12349154055118561	contradiction	0.002379267243668437
4	4	4	Several people are moving towards the base	There is a group of people near the aircraft	disjoint	neutral	0.9319772720336914	entailment	0.058688148856163025	contradiction	0.009334680624306202
4	4	5	A bald man standing to the side of a aircraft	The man stands near a base.	disjoint	neutral	0.9246972799301147	entailment	0.07193645089864731	contradiction	0.0033662717323750257
4	4	5	A bald man standing to the side of a base	The man stands near a aircraft.	disjoint	neutral	0.9976440072059631	entailment	0.0021195292938500643	contradiction	0.00023639050778001547
4	4	6	A kid fetches a aircraft by a tree in the yard.	a kid gets a base	disjoint	neutral	0.3968020975589752	entailment	0.31238728761672974	contradiction	0.29081061482429504
4	4	6	A kid fetches a base by a tree in the yard.	a kid gets a aircraft	disjoint	contradiction	0.9322329759597778	neutral	0.06065739691257477	entailment	0.007109606638550758
4	4	7	A green frog buys a aircraft from a stand.	There is a green frog buying a base	disjoint	contradiction	0.9782381057739258	neutral	0.013464005663990974	entailment	0.008297915570437908
4	4	7	A green frog buys a base from a stand.	There is a green frog buying a aircraft	disjoint	contradiction	0.9800034165382385	neutral	0.016899442300200462	entailment	0.0030970831867307425
4	4	8	A aircraft	A base	disjoint	contradiction	0.986845850944519	neutral	0.009209267795085907	entailment	0.003944848198443651
4	4	8	A base	A aircraft	disjoint	contradiction	0.9878677129745483	entailment	0.006556527689099312	neutral	0.00557574350386858
5	4	0	The aircraft is photographed with a camera	There is a power bases present	disjoint	contradiction	0.9940862655639648	entailment	0.003261493518948555	neutral	0.0026521733961999416
5	4	0	The power bases is photographed with a camera	There is a aircraft present	disjoint	neutral	0.9791229963302612	contradiction	0.016045857220888138	entailment	0.004831164609640837
5	4	1	The aircraft is in the water	The power bases is wet	disjoint	contradiction	0.9722262024879456	entailment	0.014081750996410847	neutral	0.013691972009837627
5	4	1	The power bases is in the water	The aircraft is wet	disjoint	contradiction	0.8514731526374817	entailment	0.08410438895225525	neutral	0.06442245095968246
5	4	2	A aircraft is outside near a campfire at night	There is a power bases outside	disjoint	contradiction	0.9919609427452087	neutral	0.007251588627696037	entailment	0.000787452794611454
5	4	2	A power bases is outside near a campfire at night	There is a aircraft outside	disjoint	contradiction	0.9735510945320129	neutral	0.0214633010327816	entailment	0.004985636565834284
5	4	3	A young woman is looking at a aircraft with a binocular	A power bases is looked at by a woman	disjoint	contradiction	0.9988442659378052	neutral	0.0009285308187827468	entailment	0.00022718882246408612
5	4	3	A young woman is looking at a power bases with a binocular	A aircraft is looked at by a woman	disjoint	contradiction	0.9921785593032837	neutral	0.0051280427724123	entailment	0.002693337621167302
5	4	4	Several people are moving towards the aircraft	There is a group of people near the power bases	disjoint	contradiction	0.992368757724762	neutral	0.006108575034886599	entailment	0.001522660255432129
5	4	4	Several people are moving towards the power bases	There is a group of people near the aircraft	disjoint	contradiction	0.9774954915046692	neutral	0.014862662181258202	entailment	0.007641881704330444
5	4	5	A bald man standing to the side of a aircraft	The man stands near a power bases.	disjoint	contradiction	0.9985916018486023	neutral	0.001233149436302483	entailment	0.00017524839495308697
5	4	5	A bald man standing to the side of a power bases	The man stands near a aircraft.	disjoint	contradiction	0.9932982325553894	neutral	0.00607934407889843	entailment	0.0006224680691957474
5	4	6	A kid fetches a aircraft by a tree in the yard.	a kid gets a power bases	disjoint	contradiction	0.9764128923416138	neutral	0.01669858582317829	entailment	0.006888567004352808
5	4	6	A kid fetches a power bases by a tree in the yard.	a kid gets a aircraft	disjoint	contradiction	0.9932998418807983	neutral	0.005102498456835747	entailment	0.0015976665308699012
5	4	7	A green frog buys a aircraft from a stand.	There is a green frog buying a power bases	disjoint	contradiction	0.998629093170166	neutral	0.0012109725503250957	entailment	0.00015994659042917192
5	4	7	A green frog buys a power bases from a stand.	There is a green frog buying a aircraft	disjoint	contradiction	0.9988511800765991	neutral	0.0010087316622957587	entailment	0.00014002574607729912
5	4	8	A aircraft	A power bases	disjoint	contradiction	0.9995488524436951	neutral	0.0003504789783619344	entailment	0.00010063571244245395
5	4	8	A power bases	A aircraft	disjoint	contradiction	0.9992788434028625	entailment	0.0003918820293620229	neutral	0.0003292376932222396
6	5	0	The aircraft is photographed with a camera	There is a plane present	reverseentailment	entailment	0.9952539205551147	neutral	0.004385068081319332	contradiction	0.00036098112468607724
6	5	0	The plane is photographed with a camera	There is a aircraft present	reverseentailment	entailment	0.9937392473220825	neutral	0.0059520043432712555	contradiction	0.0003087290679104626
6	5	1	The aircraft is in the water	The plane is wet	reverseentailment	entailment	0.991942286491394	neutral	0.007910055108368397	contradiction	0.00014763962826691568
6	5	1	The plane is in the water	The aircraft is wet	reverseentailment	entailment	0.9917789101600647	neutral	0.008061682805418968	contradiction	0.00015937125135678798
6	5	2	A aircraft is outside near a campfire at night	There is a plane outside	reverseentailment	entailment	0.9870790243148804	neutral	0.012477561831474304	contradiction	0.0004434137372300029
6	5	2	A plane is outside near a campfire at night	There is a aircraft outside	reverseentailment	entailment	0.9929021000862122	neutral	0.0069308532401919365	contradiction	0.00016697708633728325
6	5	3	A young woman is looking at a aircraft with a binocular	A plane is looked at by a woman	reverseentailment	entailment	0.9841597676277161	neutral	0.01557363010942936	contradiction	0.00026650045765563846
6	5	3	A young woman is looking at a plane with a binocular	A aircraft is looked at by a woman	reverseentailment	entailment	0.9887037873268127	neutral	0.011163619346916676	contradiction	0.00013256637612357736
6	5	4	Several people are moving towards the aircraft	There is a group of people near the plane	reverseentailment	entailment	0.9941125512123108	neutral	0.005733067635446787	contradiction	0.00015437959518749267
6	5	4	Several people are moving towards the plane	There is a group of people near the aircraft	reverseentailment	entailment	0.9946616291999817	neutral	0.005204193294048309	contradiction	0.00013420241884887218
6	5	5	A bald man standing to the side of a aircraft	The man stands near a plane.	reverseentailment	entailment	0.9972183704376221	neutral	0.0026831228751689196	contradiction	9.8515854915604e-05
6	5	5	A bald man standing to the side of a plane	The man stands near a aircraft.	reverseentailment	entailment	0.9970846772193909	neutral	0.002834285842254758	contradiction	8.103982690954581e-05
6	5	6	A kid fetches a aircraft by a tree in the yard.	a kid gets a plane	reverseentailment	entailment	0.9963538646697998	neutral	0.0035328727681189775	contradiction	0.00011336549505358562
6	5	6	A kid fetches a plane by a tree in the yard.	a kid gets a aircraft	reverseentailment	entailment	0.9943715333938599	neutral	0.005480046384036541	contradiction	0.00014842962264083326
6	5	7	A green frog buys a aircraft from a stand.	There is a green frog buying a plane	reverseentailment	entailment	0.9892061948776245	neutral	0.010283099487423897	contradiction	0.0005106768221594393
6	5	7	A green frog buys a plane from a stand.	There is a green frog buying a aircraft	reverseentailment	entailment	0.9813521504402161	neutral	0.01817895472049713	contradiction	0.0004689165798481554
6	5	8	A aircraft	A plane	reverseentailment	entailment	0.971561849117279	neutral	0.027973268181085587	contradiction	0.00046486282371915877
6	5	8	A plane	A aircraft	reverseentailment	entailment	0.9793790578842163	neutral	0.02017752081155777	contradiction	0.00044341638567857444
7	5	0	The aircraft is photographed with a camera	There is a spy plane present	reverseentailment	neutral	0.997500479221344	entailment	0.0016152989119291306	contradiction	0.000884215987753123
7	5	0	The spy plane is photographed with a camera	There is a aircraft present	reverseentailment	entailment	0.9973013997077942	neutral	0.0024612771812826395	contradiction	0.0002373212919337675
7	5	1	The aircraft is in the water	The spy plane is wet	reverseentailment	neutral	0.9907357096672058	entailment	0.00895557552576065	contradiction	0.0003087084332946688
7	5	1	The spy plane is in the water	The aircraft is wet	reverseentailment	entailment	0.9896950721740723	neutral	0.010133607313036919	contradiction	0.00017126669990830123
7	5	2	A aircraft is outside near a campfire at night	There is a spy plane outside	reverseentailment	neutral	0.9983225464820862	contradiction	0.0009869042551144958	entailment	0.0006904518231749535
7	5	2	A spy plane is outside near a campfire at night	There is a aircraft outside	reverseentailment	entailment	0.9931091070175171	neutral	0.0067261685617268085	contradiction	0.0001646495220484212
7	5	3	A young woman is looking at a aircraft with a binocular	A spy plane is looked at by a woman	reverseentailment	neutral	0.9987408518791199	entailment	0.00117877044249326	contradiction	8.032473124330863e-05
7	5	3	A young woman is looking at a spy plane with a binocular	A aircraft is looked at by a woman	reverseentailment	entailment	0.9919285774230957	neutral	0.007956077344715595	contradiction	0.00011542499123606831
7	5	4	Several people are moving towards the aircraft	There is a group of people near the spy plane	reverseentailment	neutral	0.9963094592094421	entailment	0.0035255008842796087	contradiction	0.00016496112220920622
7	5	4	Several people are moving towards the spy plane	There is a group of people near the aircraft	reverseentailment	entailment	0.9948260188102722	neutral	0.005031592212617397	contradiction	0.0001422681234544143
7	5	5	A bald man standing to the side of a aircraft	The man stands near a spy plane.	reverseentailment	neutral	0.999524712562561	entailment	0.0003351871273480356	contradiction	0.0001400726177962497
7	5	5	A bald man standing to the side of a spy plane	The man stands near a aircraft.	reverseentailment	entailment	0.9960683584213257	neutral	0.0038146094884723425	contradiction	0.00011697575973812491
7	5	6	A kid fetches a aircraft by a tree in the yard.	a kid gets a spy plane	reverseentailment	neutral	0.9984849095344543	contradiction	0.0012789858737960458	entailment	0.00023617518309038132
7	5	6	A kid fetches a spy plane by a tree in the yard.	a kid gets a aircraft	reverseentailment	entailment	0.9932015538215637	neutral	0.006633680779486895	contradiction	0.00016478358884342015
7	5	7	A green frog buys a aircraft from a stand.	There is a green frog buying a spy plane	reverseentailment	neutral	0.9978941082954407	contradiction	0.0016827317886054516	entailment	0.00042308628326281905
7	5	7	A green frog buys a spy plane from a stand.	There is a green frog buying a aircraft	reverseentailment	entailment	0.9845072031021118	neutral	0.015026917681097984	contradiction	0.0004657608224079013
7	5	8	A aircraft	A spy plane	reverseentailment	neutral	0.9970871806144714	entailment	0.002259276108816266	contradiction	0.0006534814019687474
7	5	8	A spy plane	A aircraft	reverseentailment	entailment	0.9602423310279846	neutral	0.03869800642132759	contradiction	0.0010595974745228887
8	6	0	The air is photographed with a camera	There is a airplane present	disjoint	neutral	0.9705584049224854	contradiction	0.0216665156185627	entailment	0.00777510367333889
8	6	0	The airplane is photographed with a camera	There is a air present	disjoint	entailment	0.9891007542610168	neutral	0.008989530615508556	contradiction	0.0019096849719062448
8	6	1	The air is in the water	The airplane is wet	disjoint	entailment	0.9446150660514832	neutral	0.05414737015962601	contradiction	0.001237526535987854
8	6	1	The airplane is in the water	The air is wet	disjoint	entailment	0.9322550296783447	neutral	0.06217643618583679	contradiction	0.005568569991737604
8	6	2	A air is outside near a campfire at night	There is a airplane outside	disjoint	entailment	0.9594178795814514	neutral	0.03701481595635414	contradiction	0.0035672695375978947
8	6	2	A airplane is outside near a campfire at night	There is a air outside	disjoint	entailment	0.9875779747962952	neutral	0.01130625233054161	contradiction	0.001115709892474115
8	6	3	A young woman is looking at a air with a binocular	A airplane is looked at by a woman	disjoint	entailment	0.8825416564941406	neutral	0.11711138486862183	contradiction	0.00034693529596552253
8	6	3	A young woman is looking at a airplane with a binocular	A air is looked at by a woman	disjoint	entailment	0.9903712868690491	neutral	0.00931372120976448	contradiction	0.00031493205460719764
8	6	4	Several people are moving towards the air	There is a group of people near the airplane	disjoint	neutral	0.9515410661697388	entailment	0.04369371384382248	contradiction	0.004765181336551905
8	6	4	Several people are moving towards the airplane	There is a group of people near the air	disjoint	entailment	0.9904516935348511	neutral	0.009293081238865852	contradiction	0.00025517726317048073
8	6	5	A bald man standing to the side of a air	The man stands near a airplane.	disjoint	entailment	0.9772787690162659	neutral	0.02245214954018593	contradiction	0.00026911619352176785
8	6	5	A bald man standing to the side of a airplane	The man stands near a air.	disjoint	entailment	0.9916518330574036	neutral	0.007721585687249899	contradiction	0.0006265603005886078
8	6	6	A kid fetches a air by a tree in the yard.	a kid gets a airplane	disjoint	neutral	0.6256253719329834	entailment	0.20323453843593597	contradiction	0.1711401343345642
8	6	6	A kid fetches a airplane by a tree in the yard.	a kid gets a air	disjoint	entailment	0.9760990738868713	neutral	0.020937757566571236	contradiction	0.002963170874863863
8	6	7	A green frog buys a air from a stand.	There is a green frog buying a airplane	disjoint	entailment	0.9284298419952393	neutral	0.06153689697384834	contradiction	0.010033226571977139
8	6	7	A green frog buys a airplane from a stand.	There is a green frog buying a air	disjoint	entailment	0.987639844417572	neutral	0.011392245069146156	contradiction	0.0009678856004029512
8	6	8	A air	A airplane	disjoint	entailment	0.7415460348129272	neutral	0.21127989888191223	contradiction	0.04717416316270828
8	6	8	A airplane	A air	disjoint	entailment	0.881130576133728	neutral	0.09301269054412842	contradiction	0.025856664404273033
9	6	0	The airplane home is photographed with a camera	There is a air present	disjoint	entailment	0.9847437739372253	neutral	0.012432855553925037	contradiction	0.0028233376797288656
9	6	0	The air is photographed with a camera	There is a airplane home present	disjoint	neutral	0.49366432428359985	contradiction	0.2927413582801819	entailment	0.21359430253505707
9	6	1	The airplane home is in the water	The air is wet	disjoint	entailment	0.9063253998756409	neutral	0.08786192536354065	contradiction	0.005812658928334713
9	6	1	The air is in the water	The airplane home is wet	disjoint	neutral	0.8305141925811768	entailment	0.15592031180858612	contradiction	0.01356542855501175
9	6	2	A airplane home is outside near a campfire at night	There is a air outside	disjoint	entailment	0.968010663986206	neutral	0.0284307599067688	contradiction	0.003558568889275193
9	6	2	A air is outside near a campfire at night	There is a airplane home outside	disjoint	entailment	0.4170590937137604	neutral	0.3978213369846344	contradiction	0.18511952459812164
9	6	3	A young woman is looking at a airplane home with a binocular	A air is looked at by a woman	disjoint	entailment	0.9912369251251221	neutral	0.008452365174889565	contradiction	0.0003107149386778474
9	6	3	A young woman is looking at a air with a binocular	A airplane home is looked at by a woman	disjoint	neutral	0.9760137796401978	entailment	0.017940225079655647	contradiction	0.006045959889888763
9	6	4	Several people are moving towards the airplane home	There is a group of people near the air	disjoint	entailment	0.9899067282676697	neutral	0.009578404948115349	contradiction	0.0005148157943040133
9	6	4	Several people are moving towards the air	There is a group of people near the airplane home	disjoint	neutral	0.9474195241928101	entailment	0.026828264817595482	contradiction	0.02575216069817543
9	6	5	A bald man standing to the side of a airplane home	The man stands near a air.	disjoint	entailment	0.9876012802124023	neutral	0.010862929746508598	contradiction	0.001535849878564477
9	6	5	A bald man standing to the side of a air	The man stands near a airplane home.	disjoint	neutral	0.8243603706359863	entailment	0.15664289891719818	contradiction	0.018996711820364
9	6	6	A kid fetches a airplane home by a tree in the yard.	a kid gets a air	disjoint	entailment	0.9811694025993347	neutral	0.016422800719738007	contradiction	0.0024077987764030695
9	6	6	A kid fetches a air by a tree in the yard.	a kid gets a airplane home	disjoint	neutral	0.9208855628967285	contradiction	0.07364270836114883	entailment	0.00547174783423543
9	6	7	A green frog buys a airplane home from a stand.	There is a green frog buying a air	disjoint	entailment	0.9867744445800781	neutral	0.011915105395019054	contradiction	0.001310377148911357
9	6	7	A green frog buys a air from a stand.	There is a green frog buying a airplane home	disjoint	neutral	0.9221895933151245	contradiction	0.07192200422286987	entailment	0.005888401065021753
9	6	8	A airplane home	A air	disjoint	neutral	0.40527644753456116	entailment	0.3608345687389374	contradiction	0.23388905823230743
9	6	8	A air	A airplane home	disjoint	neutral	0.8479844331741333	contradiction	0.12248443812131882	entailment	0.029531121253967285
10	8	0	The animal is photographed with a camera	There is a cat present	reverseentailment	neutral	0.9967737793922424	contradiction	0.001847175881266594	entailment	0.0013791235396638513
10	8	0	The cat is photographed with a camera	There is a animal present	reverseentailment	entailment	0.9994497895240784	neutral	0.0004873798170592636	contradiction	6.275720079429448e-05
10	8	1	The animal is in the water	The cat is wet	reverseentailment	neutral	0.9618664979934692	entailment	0.036831412464380264	contradiction	0.0013021487975493073
10	8	1	The cat is in the water	The animal is wet	reverseentailment	entailment	0.990676999092102	neutral	0.00919139850884676	contradiction	0.00013152151950635016
10	8	2	A animal is outside near a campfire at night	There is a cat outside	reverseentailment	neutral	0.9939582347869873	contradiction	0.004446936771273613	entailment	0.0015948530053719878
10	8	2	A cat is outside near a campfire at night	There is a animal outside	reverseentailment	entailment	0.9951046705245972	neutral	0.0047600157558918	contradiction	0.00013531047443393618
10	8	3	A young woman is looking at a animal with a binocular	A cat is looked at by a woman	reverseentailment	neutral	0.9989822506904602	entailment	0.0007527704583480954	contradiction	0.00026501016691327095
10	8	3	A young woman is looking at a cat with a binocular	A animal is looked at by a woman	reverseentailment	entailment	0.99212247133255	neutral	0.007763889152556658	contradiction	0.00011366931721568108
10	8	4	Several people are moving towards the animal	There is a group of people near the cat	reverseentailment	neutral	0.985602080821991	entailment	0.013889484107494354	contradiction	0.0005084325093775988
10	8	4	Several people are moving towards the cat	There is a group of people near the animal	reverseentailment	entailment	0.9939354062080383	neutral	0.005936873145401478	contradiction	0.00012769369641318917
10	8	5	A bald man standing to the side of a animal	The man stands near a cat.	reverseentailment	neutral	0.9990413784980774	entailment	0.0007529248832724988	contradiction	0.00020567767205648124
10	8	5	A bald man standing to the side of a cat	The man stands near a animal.	reverseentailment	entailment	0.9960992336273193	neutral	0.0038024489767849445	contradiction	9.831618081079796e-05
10	8	6	A kid fetches a animal by a tree in the yard.	a kid gets a cat	reverseentailment	neutral	0.9986199140548706	contradiction	0.0011896424693986773	entailment	0.00019052533025387675
10	8	6	A kid fetches a cat by a tree in the yard.	a kid gets a animal	reverseentailment	entailment	0.9885469675064087	neutral	0.011283823288977146	contradiction	0.0001691766519797966
10	8	7	A green frog buys a animal from a stand.	There is a green frog buying a cat	reverseentailment	neutral	0.9975167512893677	contradiction	0.0022443002089858055	entailment	0.00023900761152617633
10	8	7	A green frog buys a cat from a stand.	There is a green frog buying a animal	reverseentailment	entailment	0.980518102645874	neutral	0.019140852615237236	contradiction	0.00034101863275282085
10	8	8	A animal	A cat	reverseentailment	neutral	0.9871457815170288	entailment	0.008839231915771961	contradiction	0.004015009850263596
10	8	8	A cat	A animal	reverseentailment	entailment	0.9870274662971497	neutral	0.01277734711766243	contradiction	0.0001951687881955877
11	9	0	The animal is photographed with a camera	There is a snake present	reverseentailment	neutral	0.9851452112197876	contradiction	0.014114594087004662	entailment	0.0007402359042316675
11	9	0	The snake is photographed with a camera	There is a animal present	reverseentailment	entailment	0.9983185529708862	neutral	0.0015361745608970523	contradiction	0.00014536132221110165
11	9	1	The animal is in the water	The snake is wet	reverseentailment	neutral	0.9865564703941345	entailment	0.012352276593446732	contradiction	0.0010912464931607246
11	9	1	The snake is in the water	The animal is wet	reverseentailment	entailment	0.987617552280426	neutral	0.012235580012202263	contradiction	0.00014692907279822975
