CombID	SenID	merge_tag	W1_tag	W2_tag	W1	W2	pred
177	225	NP	n	n	blond dancing girl	girl in white	synonym
178	225	phrasal	JJ	JJ	blond	white	independent
179	225	phrasal	JJ	JJ	sound	white	disjoint
180	228	NP	NN	NN	girl	equipment	disjoint
181	228	NP	NN	NN	girl	front	disjoint
182	228	NP	NN	NN	girl	sound	disjoint
183	228	NP	NN	n	girl	blond girl	reverseentailment
184	228	NP	NN	n	girl	sound equipment	disjoint
185	228	NP	n	NN	girl in white	equipment	disjoint
186	228	NP	n	NN	girl in white	front	independent
187	228	NP	n	NN	girl in white	girl	synonym
188	228	NP	n	NN	girl in white	sound	disjoint
189	228	NP	n	n	girl in white	blond girl	synonym
190	228	NP	n	n	girl in white	sound equipment	disjoint
191	228	phrasal	JJ	JJ	white	blond	independent
192	236	NP	NN	NN	family	man	independent
193	236	NP	NN	NNS	family	kids	independent
194	236	NP	NN	n	family	Asian man	independent
195	236	NP	NN	n	family	three kids	independent
196	236	NP	NNS	NN	children	man	disjoint
197	236	NP	NNS	NNS	children	kids	synonym
198	236	NP	NNS	n	children	Asian man	disjoint
199	236	NP	NNS	n	children	three kids	reverseentailment
200	236	NP	n	NN	children of a family	man	independent
201	236	NP	n	NNS	children of a family	kids	independent
202	236	NP	n	n	children of a family	Asian man	independent
203	236	NP	n	n	children of a family	three kids	independent
204	236	VP	VBG	VBG	playing	dancing	reverseentailment
205	236	VP	VBG	VBG	playing	looking	disjoint
206	236	VP	VBG	VBG	waiting	dancing	disjoint
207	236	VP	VBG	VBG	waiting	looking	forwardentailment
208	253	NP	NN	NN	dance	hiker	disjoint
209	253	NP	NN	NN	dance	mountain	disjoint
210	253	NP	NN	NN	dance	top	disjoint
211	253	NP	NN	n	dance	top of the mountain	disjoint
212	253	NP	NN	NN	hiker	mountain	disjoint
213	253	NP	NN	NN	hiker	top	disjoint
214	253	NP	NN	n	hiker	top of the mountain	disjoint
215	253	NP	NN	NN	mountain	hiker	disjoint
216	253	NP	NN	NN	mountain	top	independent
217	253	NP	NN	n	mountain	top of the mountain	independent
218	253	NP	NN	NN	top	hiker	disjoint
219	253	NP	NN	NN	top	mountain	independent
220	253	NP	NN	n	top	top of the mountain	synonym
221	253	NP	n	NN	joyful dance	hiker	disjoint
222	253	NP	n	NN	joyful dance	mountain	disjoint
223	253	NP	n	NN	joyful dance	top	disjoint
224	253	NP	n	n	joyful dance	top of the mountain	disjoint
225	253	NP	n	NN	top of the mountain	hiker	disjoint
226	253	NP	n	NN	top of the mountain	mountain	synonym
227	253	NP	n	NN	top of the mountain	top	synonym
228	253	VP	VBG	VBG	doing	dancing	reverseentailment
229	280	NP	NN	NN	boy	ocean	disjoint
230	280	NP	NN	n	boy	blue ocean	disjoint
231	280	NP	NN	NN	water	boy	disjoint
232	280	NP	NN	NN	water	ocean	reverseentailment
233	280	NP	NN	n	water	blue ocean	independent
234	280	VP	VBG	VBG	standing	wading	disjoint
235	280	phrasal	pp	JJ	outside the water	blue	independent
236	280	phrasal	pp	pp	outside the water	through the blue ocean	independent
237	285	NP	NN	NN	guitar	hair	independent
238	285	NP	NN	NN	guitar	person	independent
239	285	NP	NN	n	guitar	blonde and flyaway hair	independent
240	285	NP	NN	NN	person	guitar	independent
241	285	NP	NN	NN	person	hair	independent
242	285	NP	NN	n	person	blonde and flyaway hair	independent
243	285	NP	n	NN	bald person	guitar	independent
244	285	NP	n	NN	bald person	hair	independent
245	285	NP	n	NN	bald person	person	forwardentailment
246	285	NP	n	n	bald person	blonde and flyaway hair	independent
247	285	VP	VBG	VBZ	playing	has	independent
248	285	phrasal	JJ	JJ	bald	blonde	disjoint
249	285	phrasal	JJ	JJ	bald	flyaway	disjoint
250	304	NP	NN	NN	paint	woman	disjoint
251	304	NP	NN	n	paint	young , topless woman	disjoint
252	304	NP	NN	NN	woman	paint	disjoint
253	304	NP	NN	n	woman	young , topless woman	reverseentailment
254	304	NP	n	NN	old , topless woman	paint	disjoint
255	304	NP	n	NN	old , topless woman	woman	independent
256	304	NP	n	n	old , topless woman	young , topless woman	disjoint
257	304	phrasal	JJ	JJ	old	topless	disjoint
258	304	phrasal	JJ	JJ	old	young	disjoint
259	304	phrasal	JJ	pp	old	in paint	disjoint
260	304	phrasal	JJ	JJ	topless	young	disjoint
261	304	phrasal	JJ	pp	topless	in paint	disjoint
262	304	phrasal	pp	JJ	in paint	topless	disjoint
263	304	phrasal	pp	JJ	in paint	young	disjoint
264	317	NP	NN	NN	gate	crowd	disjoint
265	317	NP	NN	NN	gate	water	disjoint
266	317	NP	NN	NNS	gate	people	disjoint
267	317	NP	NN	n	gate	crowd of people	disjoint
268	317	NP	NN	NN	group	crowd	synonym
269	317	NP	NN	NN	group	water	disjoint
270	317	NP	NN	NNS	group	people	independent
271	317	NP	NN	n	group	crowd of people	synonym
272	317	NP	NN	NN	mother	crowd	disjoint
273	317	NP	NN	NN	mother	water	disjoint
274	317	NP	NN	NNS	mother	people	independent
275	317	NP	NN	n	mother	crowd of people	disjoint
276	317	NP	NN	NN	one	crowd	disjoint
277	317	NP	NN	NN	one	water	independent
278	317	NP	NN	NNS	one	people	independent
279	317	NP	NN	n	one	crowd of people	disjoint
280	317	NP	NNS	NN	children	crowd	disjoint
281	317	NP	NNS	NN	children	water	disjoint
282	317	NP	NNS	NNS	children	people	forwardentailment
283	317	NP	NNS	n	children	crowd of people	forwardentailment
284	317	NP	NNS	NN	uniforms	crowd	disjoint
285	317	NP	NNS	NN	uniforms	water	disjoint
286	317	NP	NNS	NNS	uniforms	people	independent
287	317	NP	NNS	n	uniforms	crowd of people	disjoint
288	317	NP	n	NN	children in uniforms	crowd	disjoint
289	317	NP	n	NN	children in uniforms	water	disjoint
290	317	NP	n	NNS	children in uniforms	people	forwardentailment
291	317	NP	n	n	children in uniforms	crowd of people	disjoint
292	317	NP	n	NN	one kissing the mother	crowd	disjoint
293	317	NP	n	NN	one kissing the mother	water	disjoint
294	317	NP	n	NNS	one kissing the mother	people	disjoint
295	317	NP	n	n	one kissing the mother	crowd of people	disjoint
296	317	phrasal	pp	pp	at a gate	near the water	independent
297	382	NP	NN	NN	dog	grass	independent
298	382	NP	NN	n	dog	brown and white dog	independent
299	382	NP	NN	n	dog	wild grass	independent
300	382	NP	NN	NN	grass	dog	independent
301	382	NP	NN	n	grass	brown and white dog	independent
302	382	NP	NN	n	grass	wild grass	reverseentailment
303	382	NP	n	NN	brown and white dog	dog	forwardentailment
304	382	NP	n	NN	brown and white dog	grass	independent
305	382	NP	n	n	brown and white dog	wild grass	independent
306	382	NP	n	NN	tall grass	dog	disjoint
307	382	NP	n	NN	tall grass	grass	synonym
308	382	NP	n	n	tall grass	brown and white dog	independent
309	382	NP	n	n	tall grass	wild grass	reverseentailment
310	382	VP	VBG	VBG	running	moving	forwardentailment
311	382	phrasal	(s:dcl\np)\(s:dcl\np)	(s:ng\np)\(s:ng\np)	through the tall grass	through the wild grass	synonym
312	382	phrasal	(s:dcl\np)\(s:dcl\np)	JJ	through the tall grass	brown	independent
313	382	phrasal	(s:dcl\np)\(s:dcl\np)	JJ	through the tall grass	white	independent
314	382	phrasal	(s:dcl\np)\(s:dcl\np)	JJ	through the tall grass	wild	disjoint
315	382	phrasal	JJ	(s:ng\np)\(s:ng\np)	brown	through the wild grass	independent
316	382	phrasal	JJ	JJ	brown	white	disjoint
317	382	phrasal	JJ	JJ	brown	wild	disjoint
318	382	phrasal	JJ	(s:ng\np)\(s:ng\np)	tall	through the wild grass	disjoint
319	382	phrasal	JJ	JJ	tall	brown	disjoint
320	382	phrasal	JJ	JJ	tall	white	independent
321	382	phrasal	JJ	JJ	tall	wild	disjoint
322	382	phrasal	JJ	(s:ng\np)\(s:ng\np)	white	through the wild grass	independent
323	382	phrasal	JJ	JJ	white	brown	disjoint
324	382	phrasal	JJ	JJ	white	wild	disjoint
325	384	NP	NN	NN	dog	field	disjoint
326	384	NP	NN	n	dog	white and tan dog	reverseentailment
327	384	NP	NN	NN	grass	dog	independent
328	384	NP	NN	NN	grass	field	reverseentailment
329	384	NP	NN	n	grass	white and tan dog	independent
330	384	NP	n	NN	tall and green grass	dog	independent
331	384	NP	n	NN	tall and green grass	field	independent
332	384	NP	n	n	tall and green grass	white and tan dog	independent
333	384	NP	n	NN	white and tan dog	dog	forwardentailment
334	384	NP	n	NN	white and tan dog	field	disjoint
335	384	phrasal	JJ	(s:dcl\np)\(s:dcl\np)	green	through a field	independent
336	384	phrasal	JJ	JJ	green	tan	independent
337	384	phrasal	JJ	JJ	green	white	disjoint
338	384	phrasal	JJ	(s:dcl\np)\(s:dcl\np)	tall	through a field	independent
339	384	phrasal	JJ	JJ	tall	tan	disjoint
340	384	phrasal	JJ	JJ	tall	white	independent
341	384	phrasal	JJ	(s:dcl\np)\(s:dcl\np)	tan	through a field	disjoint
342	384	phrasal	JJ	JJ	tan	white	disjoint
343	384	phrasal	JJ	(s:dcl\np)\(s:dcl\np)	white	through a field	independent
344	384	phrasal	JJ	JJ	white	tan	disjoint
345	394	NP	NN	NN	bike	man	disjoint
346	394	NP	NN	NN	bike	paper	disjoint
347	394	NP	NN	NN	bike	piece	disjoint
348	394	NP	NN	n	bike	piece paper	disjoint
349	394	NP	NN	NN	man	bike	disjoint
350	394	NP	NN	NN	man	paper	disjoint
351	394	NP	NN	NN	man	piece	disjoint
352	394	NP	NN	n	man	piece paper	disjoint
353	394	NP	NN	NN	note	bike	disjoint
354	394	NP	NN	NN	note	man	disjoint
355	394	NP	NN	NN	note	paper	synonym
356	394	NP	NN	NN	note	piece	synonym
357	394	NP	NN	n	note	piece paper	synonym
358	394	VP	VBG	VBG	sitting	standing	disjoint
359	394	VP	VBG	VBG	sitting	writing	disjoint
360	394	VP	VBG	VBG	writing	standing	disjoint
361	394	phrasal	(s:dcl\np)\(s:dcl\np)	pp	near a bike	on a piece paper	disjoint
362	402	NP	NN	NN	grass	group	disjoint
363	402	NP	NN	NNS	grass	explorers	disjoint
364	402	NP	NN	n	grass	group of explorers	disjoint
365	402	NP	NN	NN	group	grass	disjoint
366	402	NP	NN	NNS	group	explorers	reverseentailment
367	402	NP	NN	n	group	group of explorers	reverseentailment
368	402	NP	NNS	NN	scouts	grass	disjoint
369	402	NP	NNS	NN	scouts	group	forwardentailment
370	402	NP	NNS	NNS	scouts	explorers	forwardentailment
371	402	NP	NNS	n	scouts	group of explorers	forwardentailment
372	402	NP	n	NN	group of scouts	grass	disjoint
373	402	NP	n	NN	group of scouts	group	forwardentailment
374	402	NP	n	NNS	group of scouts	explorers	forwardentailment
375	402	NP	n	n	group of scouts	group of explorers	forwardentailment
376	402	VP	VBG	VBG	hiking	walking	forwardentailment
377	417	NP	NN	NN	break	road	disjoint
378	417	NP	NN	NN	break	side	forwardentailment
379	417	NP	NN	NNS	break	cars	independent
380	417	NP	NN	NNS	break	men	disjoint
381	417	NP	NN	n	break	Two men with cars	disjoint
382	417	NP	NN	n	break	snowy road	disjoint
383	417	NP	NN	NN	road	side	independent
384	417	NP	NN	NNS	road	cars	independent
385	417	NP	NN	NNS	road	men	disjoint
386	417	NP	NN	n	road	Two men with cars	independent
387	417	NP	NN	n	road	snowy road	reverseentailment
388	417	NP	NN	NN	trip	road	synonym
389	417	NP	NN	NN	trip	side	disjoint
390	417	NP	NN	NNS	trip	cars	disjoint
391	417	NP	NN	NNS	trip	men	disjoint
392	417	NP	NN	n	trip	Two men with cars	independent
393	417	NP	NN	n	trip	snowy road	independent
394	417	NP	NNS	NN	men	road	disjoint
395	417	NP	NNS	NN	men	side	disjoint
396	417	NP	NNS	NNS	men	cars	disjoint
397	417	NP	NNS	n	men	Two men with cars	independent
398	417	NP	NNS	n	men	snowy road	disjoint
399	417	NP	n	NN	Two men	road	disjoint
400	417	NP	n	NN	Two men	side	independent
401	417	NP	n	NNS	Two men	cars	independent
402	417	NP	n	NNS	Two men	men	forwardentailment
403	417	NP	n	n	Two men	Two men with cars	independent
404	417	NP	n	n	Two men	snowy road	disjoint
405	417	NP	n	NN	snowy road	road	disjoint
406	417	NP	n	NN	snowy road	side	disjoint
407	417	NP	n	NNS	snowy road	cars	independent
408	417	NP	n	NNS	snowy road	men	disjoint
409	417	NP	n	n	snowy road	Two men with cars	disjoint
410	417	phrasal	(s:dcl\np)\(s:dcl\np)	JJ	on a snowy road	snowy	synonym
411	417	phrasal	pp	JJ	from a trip	snowy	disjoint
412	450	NP	NN	NN	lady	girl	forwardentailment
413	450	NP	NN	NNS	lady	waves	disjoint
414	450	NP	NN	n	lady	blond girl	reverseentailment
415	450	NP	NN	NN	wave	girl	disjoint
416	450	NP	NN	NNS	wave	waves	synonym
417	450	NP	NN	n	wave	blond girl	disjoint
418	450	VP	VBG	VBG	riding	looking	disjoint
419	450	VP	VBG	VBG	surfing	looking	disjoint
420	520	NP	NN	NN	bike	riding	independent
421	520	NP	NN	NN	bike	scarf	independent
422	520	NP	NN	NNP	bike	Pink	disjoint
423	520	NP	NN	NNS	bike	bellbottoms	disjoint
424	520	NP	NN	NNS	bike	pants	disjoint
425	520	NP	NN	NNS	bike	people	disjoint
426	520	NP	NN	NNS	bike	women	disjoint
427	520	NP	NN	n	bike	Pink bellbottoms	disjoint
428	520	NP	NN	n	bike	bike riding people	synonym
429	520	NP	NN	n	bike	pink scarf	disjoint
430	520	NP	NN	n	bike	silver pants	disjoint
431	520	NP	NN	NN	scarf	bike	disjoint
432	520	NP	NN	NN	scarf	riding	independent
433	520	NP	NN	NNP	scarf	Pink	independent
434	520	NP	NN	NNS	scarf	bellbottoms	independent
435	520	NP	NN	NNS	scarf	pants	disjoint
436	520	NP	NN	NNS	scarf	people	independent
437	520	NP	NN	NNS	scarf	women	independent
438	520	NP	NN	n	scarf	Pink bellbottoms	independent
439	520	NP	NN	n	scarf	bike riding people	independent
440	520	NP	NN	n	scarf	pink scarf	disjoint
441	520	NP	NN	n	scarf	silver pants	disjoint
442	520	NP	NN	NN	silver	bike	disjoint
443	520	NP	NN	NN	silver	riding	disjoint
444	520	NP	NN	NN	silver	scarf	independent
445	520	NP	NN	NNP	silver	Pink	disjoint
446	520	NP	NN	NNS	silver	bellbottoms	independent
447	520	NP	NN	NNS	silver	pants	independent
448	520	NP	NN	NNS	silver	people	disjoint
449	520	NP	NN	NNS	silver	women	disjoint
450	520	NP	NN	n	silver	Pink bellbottoms	independent
451	520	NP	NN	n	silver	bike riding people	disjoint
452	520	NP	NN	n	silver	pink scarf	disjoint
453	520	NP	NN	n	silver	silver pants	independent
454	520	NP	NN	NN	woman	bike	independent
455	520	NP	NN	NN	woman	riding	disjoint
456	520	NP	NN	NN	woman	scarf	independent
457	520	NP	NN	NNP	woman	Pink	reverseentailment
458	520	NP	NN	NNS	woman	bellbottoms	disjoint
459	520	NP	NN	NNS	woman	pants	independent
460	520	NP	NN	NNS	woman	people	forwardentailment
461	520	NP	NN	NNS	woman	women	independent
462	520	NP	NN	n	woman	Pink bellbottoms	disjoint
463	520	NP	NN	n	woman	bike riding people	independent
464	520	NP	NN	n	woman	pink scarf	independent
465	520	NP	NN	n	woman	silver pants	independent
466	520	NP	NNS	NN	bellbottoms	bike	disjoint
467	520	NP	NNS	NN	bellbottoms	riding	disjoint
468	520	NP	NNS	NN	bellbottoms	scarf	independent
469	520	NP	NNS	NNP	bellbottoms	Pink	disjoint
470	520	NP	NNS	NNS	bellbottoms	pants	disjoint
471	520	NP	NNS	NNS	bellbottoms	people	disjoint
472	520	NP	NNS	NNS	bellbottoms	women	disjoint
473	520	NP	NNS	n	bellbottoms	Pink bellbottoms	disjoint
474	520	NP	NNS	n	bellbottoms	bike riding people	disjoint
475	520	NP	NNS	n	bellbottoms	pink scarf	independent
476	520	NP	NNS	n	bellbottoms	silver pants	disjoint
477	520	NP	NNS	NN	pants	bike	disjoint
478	520	NP	NNS	NN	pants	riding	disjoint
479	520	NP	NNS	NN	pants	scarf	disjoint
480	520	NP	NNS	NNP	pants	Pink	independent
481	520	NP	NNS	NNS	pants	bellbottoms	disjoint
482	520	NP	NNS	NNS	pants	people	independent
483	520	NP	NNS	NNS	pants	women	independent
484	520	NP	NNS	n	pants	Pink bellbottoms	disjoint
485	520	NP	NNS	n	pants	bike riding people	disjoint
486	520	NP	NNS	n	pants	pink scarf	disjoint
487	520	NP	NNS	n	pants	silver pants	synonym
488	520	NP	n	NN	pink bellbottoms	bike	disjoint
489	520	NP	n	NN	pink bellbottoms	riding	disjoint
490	520	NP	n	NN	pink bellbottoms	scarf	independent
491	520	NP	n	NNP	pink bellbottoms	Pink	disjoint
492	520	NP	n	NNS	pink bellbottoms	bellbottoms	disjoint
493	520	NP	n	NNS	pink bellbottoms	pants	disjoint
494	520	NP	n	NNS	pink bellbottoms	people	disjoint
495	520	NP	n	NNS	pink bellbottoms	women	disjoint
496	520	NP	n	n	pink bellbottoms	Pink bellbottoms	disjoint
497	520	NP	n	n	pink bellbottoms	bike riding people	disjoint
498	520	NP	n	n	pink bellbottoms	pink scarf	disjoint
499	520	NP	n	n	pink bellbottoms	silver pants	disjoint
500	520	NP	n	NN	pink scarf	bike	disjoint
501	520	NP	n	NN	pink scarf	riding	independent
502	520	NP	n	NN	pink scarf	scarf	disjoint
503	520	NP	n	NNP	pink scarf	Pink	independent
504	520	NP	n	NNS	pink scarf	bellbottoms	independent
505	520	NP	n	NNS	pink scarf	pants	disjoint
506	520	NP	n	NNS	pink scarf	people	independent
507	520	NP	n	NNS	pink scarf	women	independent
508	520	NP	n	n	pink scarf	Pink bellbottoms	independent
509	520	NP	n	n	pink scarf	bike riding people	independent
510	520	NP	n	n	pink scarf	silver pants	disjoint
511	520	NP	n	NN	silver pants	bike	disjoint
512	520	NP	n	NN	silver pants	riding	disjoint
513	520	NP	n	NN	silver pants	scarf	disjoint
514	520	NP	n	NNP	silver pants	Pink	disjoint
515	520	NP	n	NNS	silver pants	bellbottoms	disjoint
516	520	NP	n	NNS	silver pants	pants	synonym
517	520	NP	n	NNS	silver pants	people	independent
518	520	NP	n	NNS	silver pants	women	independent
519	520	NP	n	n	silver pants	Pink bellbottoms	disjoint
520	520	NP	n	n	silver pants	bike riding people	disjoint
521	520	NP	n	n	silver pants	pink scarf	disjoint
522	520	VP	VBG	VBN	riding	worn	disjoint
523	520	VP	VBG	VBN	wearing	worn	synonym
524	520	phrasal	JJ	JJ	pink	silver	disjoint
525	526	NP	NN	NN	bike	boa	disjoint
526	526	NP	NN	NN	bike	woman	disjoint
