CombID	SenID	merge_tag	W1_tag	W2_tag	W1	W2	pred
202	18	NP	NNS	NNS	pants	dogs	disjoint
203	18	NP	NNS	n	pants	Two dogs	disjoint
204	18	NP	n	NNS	brown dog	dogs	forwardentailment
205	18	NP	n	n	brown dog	Two dogs	forwardentailment
206	18	NP	n	NNS	front of the man	dogs	disjoint
207	18	NP	n	n	front of the man	Two dogs	disjoint
208	18	VP	VBG	VBG	attacking	hugging	disjoint
209	18	VP	VBG	VBG	attacking	wrestling	reverseentailment
210	25	NP	NN	NN	bicycle	jacket	disjoint
211	25	NP	NN	NN	bicycle	motorbike	disjoint
212	25	NP	NN	NN	bicycle	person	independent
213	25	NP	NN	NNS	bicycle	tricks	independent
214	25	NP	NN	n	bicycle	black jacket	disjoint
215	25	NP	NN	NN	wheel	jacket	disjoint
216	25	NP	NN	NN	wheel	motorbike	independent
217	25	NP	NN	NN	wheel	person	disjoint
218	25	NP	NN	NNS	wheel	tricks	forwardentailment
219	25	NP	NN	n	wheel	black jacket	disjoint
220	25	NP	n	NN	one wheel	jacket	disjoint
221	25	NP	n	NN	one wheel	motorbike	independent
222	25	NP	n	NN	one wheel	person	independent
223	25	NP	n	NNS	one wheel	tricks	disjoint
224	25	NP	n	n	one wheel	black jacket	disjoint
225	25	VP	VBG	VBG	riding	doing	forwardentailment
226	25	phrasal	(s:ng\np)\(s:ng\np)	JJ	on one wheel	black	disjoint
227	25	phrasal	(s:ng\np)\(s:ng\np)	pp	on one wheel	on a motorbike	independent
228	26	NP	NN	NN	bicycle	jacket	disjoint
229	26	NP	NN	NN	bicycle	man	disjoint
230	26	NP	NN	NN	bicycle	motorbike	disjoint
231	26	NP	NN	NNS	bicycle	tricks	independent
232	26	NP	NN	n	bicycle	black jacket	disjoint
233	26	NP	NN	NN	person	jacket	independent
234	26	NP	NN	NN	person	man	reverseentailment
235	26	NP	NN	NN	person	motorbike	reverseentailment
236	26	NP	NN	NNS	person	tricks	independent
237	26	NP	NN	n	person	black jacket	independent
238	26	NP	NN	NN	wheel	jacket	disjoint
239	26	NP	NN	NN	wheel	man	disjoint
240	26	NP	NN	NN	wheel	motorbike	independent
241	26	NP	NN	NNS	wheel	tricks	forwardentailment
242	26	NP	NN	n	wheel	black jacket	disjoint
243	26	NP	n	NN	one wheel	jacket	disjoint
244	26	NP	n	NN	one wheel	man	disjoint
245	26	NP	n	NN	one wheel	motorbike	independent
246	26	NP	n	NNS	one wheel	tricks	disjoint
247	26	NP	n	n	one wheel	black jacket	disjoint
248	26	VP	VBG	VBG	riding	doing	forwardentailment
249	26	phrasal	(s:ng\np)\(s:ng\np)	JJ	on one wheel	black	disjoint
250	26	phrasal	(s:ng\np)\(s:ng\np)	pp	on one wheel	on a motorbike	independent
251	28	NP	NN	NN	jacket	bicycle	disjoint
252	28	NP	NN	NN	jacket	person	independent
253	28	NP	NN	NN	jacket	wheel	disjoint
254	28	NP	NN	n	jacket	one wheel	disjoint
255	28	NP	NN	NN	motorbike	bicycle	disjoint
256	28	NP	NN	NN	motorbike	person	disjoint
257	28	NP	NN	NN	motorbike	wheel	disjoint
258	28	NP	NN	n	motorbike	one wheel	disjoint
259	28	NP	NN	NN	person	bicycle	independent
260	28	NP	NN	NN	person	wheel	independent
261	28	NP	NN	n	person	one wheel	independent
262	28	NP	NNS	NN	tricks	bicycle	independent
263	28	NP	NNS	NN	tricks	person	independent
264	28	NP	NNS	NN	tricks	wheel	reverseentailment
265	28	NP	NNS	n	tricks	one wheel	disjoint
266	28	NP	n	NN	black motorbike	bicycle	disjoint
267	28	NP	n	NN	black motorbike	person	forwardentailment
268	28	NP	n	NN	black motorbike	wheel	independent
269	28	NP	n	n	black motorbike	one wheel	independent
270	28	VP	VBG	VBG	doing	riding	reverseentailment
271	28	phrasal	JJ	(s:ng\np)\(s:ng\np)	black	on one wheel	disjoint
272	28	phrasal	pp	(s:ng\np)\(s:ng\np)	with a jacket	on one wheel	disjoint
273	30	NP	NN	NN	ball	basketball	synonym
274	30	NP	NN	NN	ball	game	forwardentailment
275	30	NP	NN	NN	ball	jersey	disjoint
276	30	NP	NN	NN	ball	man	disjoint
277	30	NP	NN	n	ball	basketball game	forwardentailment
278	30	NP	NN	n	ball	man with a jersey	disjoint
279	30	NP	NN	NN	basketball	ball	synonym
280	30	NP	NN	NN	basketball	game	forwardentailment
281	30	NP	NN	NN	basketball	jersey	disjoint
282	30	NP	NN	NN	basketball	man	disjoint
283	30	NP	NN	n	basketball	basketball game	forwardentailment
284	30	NP	NN	n	basketball	man with a jersey	disjoint
285	30	NP	NN	NN	game	ball	reverseentailment
286	30	NP	NN	NN	game	basketball	reverseentailment
287	30	NP	NN	NN	game	jersey	reverseentailment
288	30	NP	NN	NN	game	man	disjoint
289	30	NP	NN	n	game	basketball game	reverseentailment
290	30	NP	NN	n	game	man with a jersey	independent
291	30	NP	NN	NN	jersey	ball	disjoint
292	30	NP	NN	NN	jersey	basketball	disjoint
293	30	NP	NN	NN	jersey	game	independent
294	30	NP	NN	NN	jersey	man	independent
295	30	NP	NN	n	jersey	basketball game	independent
296	30	NP	NN	n	jersey	man with a jersey	independent
297	30	NP	NN	NN	man	ball	disjoint
298	30	NP	NN	NN	man	basketball	disjoint
299	30	NP	NN	NN	man	game	disjoint
300	30	NP	NN	NN	man	jersey	independent
301	30	NP	NN	n	man	basketball game	disjoint
302	30	NP	NN	n	man	man with a jersey	independent
303	30	NP	n	NN	basketball game	ball	reverseentailment
304	30	NP	n	NN	basketball game	basketball	synonym
305	30	NP	n	NN	basketball game	game	forwardentailment
306	30	NP	n	NN	basketball game	jersey	independent
307	30	NP	n	NN	basketball game	man	disjoint
308	30	NP	n	n	basketball game	man with a jersey	independent
309	30	NP	n	NN	man with a jersey	ball	disjoint
310	30	NP	n	NN	man with a jersey	basketball	disjoint
311	30	NP	n	NN	man with a jersey	game	independent
312	30	NP	n	NN	man with a jersey	jersey	disjoint
313	30	NP	n	NN	man with a jersey	man	independent
314	30	NP	n	n	man with a jersey	basketball game	independent
315	30	VP	VBG	VBG	dunking	being	forwardentailment
316	30	VP	VBG	VBN	dunking	dunked	forwardentailment
317	35	NP	NN	NN	ball	background	disjoint
318	35	NP	NN	NN	ball	basketball	synonym
319	35	NP	NN	NN	ball	crowd	disjoint
320	35	NP	NN	NN	ball	man	disjoint
321	35	NP	NN	NN	ball	net	disjoint
322	35	NP	NN	NNS	ball	dunks	reverseentailment
323	35	NP	NN	NN	basketball	background	disjoint
324	35	NP	NN	NN	basketball	crowd	disjoint
325	35	NP	NN	NN	basketball	man	disjoint
326	35	NP	NN	NN	basketball	net	disjoint
327	35	NP	NN	NNS	basketball	dunks	reverseentailment
328	35	NP	NN	NN	game	background	independent
329	35	NP	NN	NN	game	basketball	reverseentailment
330	35	NP	NN	NN	game	crowd	independent
331	35	NP	NN	NN	game	man	disjoint
332	35	NP	NN	NN	game	net	reverseentailment
333	35	NP	NN	NNS	game	dunks	reverseentailment
334	35	NP	NN	NN	jersey	background	independent
335	35	NP	NN	NN	jersey	basketball	disjoint
336	35	NP	NN	NN	jersey	crowd	disjoint
337	35	NP	NN	NN	jersey	man	independent
338	35	NP	NN	NN	jersey	net	independent
339	35	NP	NN	NNS	jersey	dunks	independent
340	35	NP	NN	NN	man	background	disjoint
341	35	NP	NN	NN	man	basketball	disjoint
342	35	NP	NN	NN	man	crowd	disjoint
343	35	NP	NN	NN	man	net	disjoint
344	35	NP	NN	NNS	man	dunks	independent
345	35	NP	n	NN	basketball game	background	independent
346	35	NP	n	NN	basketball game	basketball	synonym
347	35	NP	n	NN	basketball game	crowd	independent
348	35	NP	n	NN	basketball game	man	disjoint
349	35	NP	n	NN	basketball game	net	independent
350	35	NP	n	NNS	basketball game	dunks	reverseentailment
351	35	NP	n	NN	man with a jersey	background	independent
352	35	NP	n	NN	man with a jersey	basketball	disjoint
353	35	NP	n	NN	man with a jersey	crowd	disjoint
354	35	NP	n	NN	man with a jersey	man	independent
355	35	NP	n	NN	man with a jersey	net	disjoint
356	35	NP	n	NNS	man with a jersey	dunks	independent
357	35	VP	VBG	VBG	dunking	playing	forwardentailment
358	35	phrasal	(s:ng\np)\(s:ng\np)	pp	at a basketball game	in background	disjoint
359	40	NP	NN	NN	background	ball	disjoint
360	40	NP	NN	NN	background	basketball	disjoint
361	40	NP	NN	NN	background	game	independent
362	40	NP	NN	NN	background	jersey	independent
363	40	NP	NN	NN	background	man	disjoint
364	40	NP	NN	n	background	basketball game	independent
365	40	NP	NN	n	background	man with a jersey	independent
366	40	NP	NN	NN	basketball	ball	synonym
367	40	NP	NN	NN	basketball	game	forwardentailment
368	40	NP	NN	NN	basketball	jersey	disjoint
369	40	NP	NN	NN	basketball	man	disjoint
370	40	NP	NN	n	basketball	basketball game	forwardentailment
371	40	NP	NN	n	basketball	man with a jersey	disjoint
372	40	NP	NN	NN	crowd	ball	disjoint
373	40	NP	NN	NN	crowd	basketball	disjoint
374	40	NP	NN	NN	crowd	game	independent
375	40	NP	NN	NN	crowd	jersey	disjoint
376	40	NP	NN	NN	crowd	man	disjoint
377	40	NP	NN	n	crowd	basketball game	independent
378	40	NP	NN	n	crowd	man with a jersey	disjoint
379	40	NP	NN	NN	net	ball	disjoint
380	40	NP	NN	NN	net	basketball	disjoint
381	40	NP	NN	NN	net	game	forwardentailment
382	40	NP	NN	NN	net	jersey	independent
383	40	NP	NN	NN	net	man	disjoint
384	40	NP	NN	n	net	basketball game	forwardentailment
385	40	NP	NN	n	net	man with a jersey	disjoint
386	40	NP	NN	NN	player	ball	reverseentailment
387	40	NP	NN	NN	player	basketball	reverseentailment
388	40	NP	NN	NN	player	game	independent
389	40	NP	NN	NN	player	jersey	independent
390	40	NP	NN	NN	player	man	disjoint
391	40	NP	NN	n	player	basketball game	reverseentailment
392	40	NP	NN	n	player	man with a jersey	independent
393	40	phrasal	pp	(s:ng\np)\(s:ng\np)	in background	at a basketball game	disjoint
394	40	phrasal	pp	(s:ng\np)\(s:ng\np)	into the net	at a basketball game	disjoint
395	42	NP	NNS	NNS	people	spectators	reverseentailment
396	42	NP	NNS	n	people	Two people	reverseentailment
397	42	NP	NNS	NNS	spectators	people	forwardentailment
398	42	NP	NNS	n	spectators	Two people	independent
399	42	NP	n	NNS	Two people	people	forwardentailment
400	42	NP	n	NNS	Two people	spectators	reverseentailment
401	42	VP	VBG	VBG	kickboxing	watching	forwardentailment
402	42	VP	VBG	VBG	watching	kickboxing	reverseentailment
403	44	NP	NN	NN	fight	kickboxing	reverseentailment
404	44	NP	NN	NN	fight	match	synonym
405	44	NP	NN	NNS	fight	women	disjoint
406	44	NP	NN	n	fight	Two women	disjoint
407	44	NP	NN	n	fight	kickboxing match	reverseentailment
408	44	NP	NN	NN	kickboxing	match	forwardentailment
409	44	NP	NN	NNS	kickboxing	women	independent
410	44	NP	NN	n	kickboxing	Two women	independent
411	44	NP	NN	n	kickboxing	kickboxing match	forwardentailment
412	44	NP	NNS	NN	women	kickboxing	independent
413	44	NP	NNS	NN	women	match	independent
414	44	NP	NNS	n	women	Two women	independent
415	44	NP	NNS	n	women	kickboxing match	independent
416	44	NP	n	NN	Two young women	kickboxing	independent
417	44	NP	n	NN	Two young women	match	disjoint
418	44	NP	n	NNS	Two young women	women	synonym
419	44	NP	n	n	Two young women	Two women	synonym
420	44	NP	n	n	Two young women	kickboxing match	independent
421	44	NP	n	NN	kickboxing fight	kickboxing	forwardentailment
422	44	NP	n	NN	kickboxing fight	match	forwardentailment
423	44	NP	n	NNS	kickboxing fight	women	independent
424	44	NP	n	n	kickboxing fight	Two women	independent
425	44	NP	n	n	kickboxing fight	kickboxing match	forwardentailment
426	44	phrasal	(s:ng\np)\(s:ng\np)	pp	in a kickboxing fight	in a kickboxing match	forwardentailment
427	44	phrasal	JJ	pp	young	in a kickboxing match	disjoint
428	45	NP	NN	NN	fight	kickboxing	reverseentailment
429	45	NP	NN	NN	fight	match	synonym
430	45	NP	NN	NNS	fight	women	disjoint
431	45	NP	NN	n	fight	Two women	disjoint
432	45	NP	NN	n	fight	kickboxing match	reverseentailment
433	45	NP	NN	NN	kickboxing	match	forwardentailment
434	45	NP	NN	NNS	kickboxing	women	independent
435	45	NP	NN	n	kickboxing	Two women	independent
436	45	NP	NN	n	kickboxing	kickboxing match	forwardentailment
437	45	NP	NNS	NN	women	kickboxing	independent
438	45	NP	NNS	NN	women	match	independent
439	45	NP	NNS	n	women	Two women	independent
440	45	NP	NNS	n	women	kickboxing match	independent
441	45	NP	n	NN	Two young women	kickboxing	independent
442	45	NP	n	NN	Two young women	match	disjoint
443	45	NP	n	NNS	Two young women	women	synonym
444	45	NP	n	n	Two young women	Two women	synonym
445	45	NP	n	n	Two young women	kickboxing match	independent
446	45	NP	n	NN	kickboxing fight	kickboxing	forwardentailment
447	45	NP	n	NN	kickboxing fight	match	forwardentailment
448	45	NP	n	NNS	kickboxing fight	women	independent
449	45	NP	n	n	kickboxing fight	Two women	independent
450	45	NP	n	n	kickboxing fight	kickboxing match	forwardentailment
451	45	phrasal	(s:ng\np)\(s:ng\np)	pp	in a kickboxing fight	in a kickboxing match	forwardentailment
452	45	phrasal	JJ	pp	young	in a kickboxing match	disjoint
453	47	NP	NNS	NN	people	fight	independent
454	47	NP	NNS	NN	people	kickboxing	reverseentailment
455	47	NP	NNS	NNS	people	women	reverseentailment
456	47	NP	NNS	n	people	Two young women	reverseentailment
457	47	NP	NNS	n	people	kickboxing fight	reverseentailment
458	47	NP	NNS	NN	spectators	fight	disjoint
459	47	NP	NNS	NN	spectators	kickboxing	reverseentailment
460	47	NP	NNS	NNS	spectators	women	independent
461	47	NP	NNS	n	spectators	Two young women	disjoint
462	47	NP	NNS	n	spectators	kickboxing fight	reverseentailment
463	47	NP	n	NN	Two people	fight	independent
464	47	NP	n	NN	Two people	kickboxing	independent
465	47	NP	n	NNS	Two people	women	independent
466	47	NP	n	n	Two people	Two young women	reverseentailment
467	47	NP	n	n	Two people	kickboxing fight	independent
468	47	VP	VBG	VBG	kickboxing	sparring	forwardentailment
469	47	VP	VBG	VBG	watching	sparring	reverseentailment
470	49	NP	NN	NNS	kickboxing	people	forwardentailment
471	49	NP	NN	NNS	kickboxing	spectators	disjoint
472	49	NP	NN	n	kickboxing	Two people	independent
473	49	NP	NN	NNS	match	people	disjoint
474	49	NP	NN	NNS	match	spectators	disjoint
475	49	NP	NN	n	match	Two people	disjoint
476	49	NP	NNS	NNS	women	people	forwardentailment
477	49	NP	NNS	NNS	women	spectators	disjoint
478	49	NP	NNS	n	women	Two people	independent
479	49	NP	n	NNS	Two women	people	forwardentailment
480	49	NP	n	NNS	Two women	spectators	independent
481	49	NP	n	n	Two women	Two people	forwardentailment
482	49	NP	n	NNS	kickboxing match	people	independent
483	49	NP	n	NNS	kickboxing match	spectators	forwardentailment
484	49	NP	n	n	kickboxing match	Two people	independent
485	49	VP	VBG	VBG	sparring	kickboxing	reverseentailment
486	49	VP	VBG	VBG	sparring	watching	forwardentailment
487	55	NP	NNS	NNS	boys	kids	forwardentailment
488	55	NP	NNS	NNS	boys	leaves	disjoint
489	55	NP	NNS	n	boys	Three kids	forwardentailment
490	55	NP	NNS	NNS	leaves	kids	disjoint
491	55	NP	NNS	n	leaves	Three kids	disjoint
492	55	NP	n	NNS	Three boys	kids	forwardentailment
493	55	NP	n	NNS	Three boys	leaves	disjoint
494	55	NP	n	n	Three boys	Three kids	forwardentailment
495	56	NP	NNS	NNS	kids	leaves	disjoint
496	56	NP	NNS	n	kids	Three kids	synonym
497	56	NP	NNS	NNS	leaves	kids	disjoint
498	56	NP	NNS	n	leaves	Three kids	disjoint
499	56	NP	n	NNS	Three kids	kids	synonym
500	56	NP	n	NNS	Three kids	leaves	disjoint
501	56	VP	VBG	VBG	sitting	jumping	disjoint
502	58	NP	NNS	NNS	Children	kids	synonym
503	58	NP	NNS	NNS	Children	leaves	disjoint
504	58	NP	NNS	n	Children	Three kids	reverseentailment
505	58	NP	NNS	NNS	leaves	kids	disjoint
506	58	NP	NNS	n	leaves	Three kids	disjoint
507	58	NP	NNS	NNS	shirts	kids	independent
508	58	NP	NNS	NNS	shirts	leaves	independent
509	58	NP	NNS	n	shirts	Three kids	independent
510	58	NP	n	NNS	Children in red shirts	kids	independent
511	58	NP	n	NNS	Children in red shirts	leaves	disjoint
512	58	NP	n	n	Children in red shirts	Three kids	independent
513	58	NP	n	NNS	red shirts	kids	independent
514	58	NP	n	NNS	red shirts	leaves	independent
515	58	NP	n	n	red shirts	Three kids	independent
516	58	VP	VBG	VBG	playing	sitting	disjoint
517	58	phrasal	JJ	pp	red	in the leaves	independent
518	62	NP	NNS	NNS	Children	kids	synonym
519	62	NP	NNS	NNS	Children	leaves	disjoint
520	62	NP	NNS	n	Children	Three kids	reverseentailment
521	62	NP	NNS	NNS	leaves	kids	disjoint
522	62	NP	NNS	n	leaves	Three kids	disjoint
523	62	NP	NNS	NNS	shirts	kids	independent
524	62	NP	NNS	NNS	shirts	leaves	independent
525	62	NP	NNS	n	shirts	Three kids	independent
526	62	NP	n	NNS	Children in red shirts	kids	independent
527	62	NP	n	NNS	Children in red shirts	leaves	disjoint
528	62	NP	n	n	Children in red shirts	Three kids	independent
529	62	NP	n	NNS	red shirts	kids	independent
530	62	NP	n	NNS	red shirts	leaves	independent
531	62	NP	n	n	red shirts	Three kids	independent
532	62	VP	VBG	VBG	playing	jumping	reverseentailment
533	62	phrasal	JJ	(s:ng\np)\(s:ng\np)	red	in the leaves	independent
534	65	NP	NN	NNS	snow	angels	disjoint
