CombID	SenID	templatenum	prem	hyp	label	top1	top1_score	top2	top2_score	top3	top3_score
2	2	7	A green frog buys a adults worldwide from a stand.	There is a green frog buying a child	alternation	entailment	0.5462855696678162	contradiction	0.37409907579421997	neutral	0.07961543649435043
2	2	7	A green frog buys a child from a stand.	There is a green frog buying a adults worldwide	alternation	neutral	0.6042267084121704	contradiction	0.3374779224395752	entailment	0.05829538404941559
2	2	8	A adults worldwide	A child	alternation	contradiction	0.9982092380523682	neutral	0.001391720026731491	entailment	0.00039909861516207457
2	2	8	A child	A adults worldwide	alternation	contradiction	0.9961209893226624	neutral	0.0025343603920191526	entailment	0.0013446068624034524
3	3	0	The adult is photographed with a camera	There is a mother present	reverseentailment	neutral	0.9929865002632141	entailment	0.005186503753066063	contradiction	0.0018269179854542017
3	3	0	The mother is photographed with a camera	There is a adult present	reverseentailment	entailment	0.9914120435714722	neutral	0.008378619328141212	contradiction	0.00020930344180669636
3	3	1	The adult is in the water	The mother is wet	reverseentailment	neutral	0.83744215965271	entailment	0.16246922314167023	contradiction	8.867837459547445e-05
3	3	1	The mother is in the water	The adult is wet	reverseentailment	entailment	0.9942988157272339	neutral	0.0056037288159132	contradiction	9.741711983224377e-05
3	3	2	A adult is outside near a campfire at night	There is a mother outside	reverseentailment	neutral	0.9991121888160706	entailment	0.0006554825231432915	contradiction	0.00023238893481902778
3	3	2	A mother is outside near a campfire at night	There is a adult outside	reverseentailment	entailment	0.9942941069602966	neutral	0.005456534214317799	contradiction	0.00024939922150224447
3	3	3	A young woman is looking at a adult with a binocular	A mother is looked at by a woman	reverseentailment	neutral	0.984259307384491	entailment	0.015170613303780556	contradiction	0.0005700229667127132
3	3	3	A young woman is looking at a mother with a binocular	A adult is looked at by a woman	reverseentailment	entailment	0.9775880575180054	neutral	0.020315302535891533	contradiction	0.0020966806914657354
3	3	4	Several people are moving towards the adult	There is a group of people near the mother	reverseentailment	neutral	0.9233766198158264	entailment	0.07603801786899567	contradiction	0.0005853789625689387
3	3	4	Several people are moving towards the mother	There is a group of people near the adult	reverseentailment	entailment	0.9825191497802734	neutral	0.016040416434407234	contradiction	0.001440449501387775
3	3	5	A bald man standing to the side of a adult	The man stands near a mother.	reverseentailment	neutral	0.9747278094291687	entailment	0.023850152269005775	contradiction	0.0014220037264749408
3	3	5	A bald man standing to the side of a mother	The man stands near a adult.	reverseentailment	entailment	0.9815260171890259	neutral	0.017099613323807716	contradiction	0.0013743548188358545
3	3	6	A kid fetches a adult by a tree in the yard.	a kid gets a mother	reverseentailment	neutral	0.9689608216285706	entailment	0.02876809425652027	contradiction	0.002271051751449704
3	3	6	A kid fetches a mother by a tree in the yard.	a kid gets a adult	reverseentailment	entailment	0.9858126640319824	neutral	0.012285413220524788	contradiction	0.0019018866587430239
3	3	7	A green frog buys a adult from a stand.	There is a green frog buying a mother	reverseentailment	entailment	0.6675811409950256	neutral	0.30074989795684814	contradiction	0.03166897967457771
3	3	7	A green frog buys a mother from a stand.	There is a green frog buying a adult	reverseentailment	entailment	0.9758495688438416	neutral	0.0127134770154953	contradiction	0.011436892673373222
3	3	8	A adult	A mother	reverseentailment	neutral	0.9297332167625427	entailment	0.06926217675209045	contradiction	0.0010046266252174973
3	3	8	A mother	A adult	reverseentailment	entailment	0.9702572226524353	neutral	0.029359471052885056	contradiction	0.0003833216323982924
4	4	0	The aircraft is photographed with a camera	There is a base present	disjoint	neutral	0.9405562877655029	entailment	0.0321972593665123	contradiction	0.02724643610417843
4	4	0	The base is photographed with a camera	There is a aircraft present	disjoint	neutral	0.9475740790367126	entailment	0.03344044089317322	contradiction	0.018985474482178688
4	4	1	The aircraft is in the water	The base is wet	disjoint	neutral	0.7192610502243042	entailment	0.2755410671234131	contradiction	0.005197874270379543
4	4	1	The base is in the water	The aircraft is wet	disjoint	neutral	0.5840631723403931	entailment	0.40273451805114746	contradiction	0.013202276080846786
4	4	2	A aircraft is outside near a campfire at night	There is a base outside	disjoint	neutral	0.890123724937439	entailment	0.07163748145103455	contradiction	0.03823880851268768
4	4	2	A base is outside near a campfire at night	There is a aircraft outside	disjoint	neutral	0.8926565647125244	entailment	0.09104334563016891	contradiction	0.016300160437822342
4	4	3	A young woman is looking at a aircraft with a binocular	A base is looked at by a woman	disjoint	neutral	0.6623247265815735	entailment	0.25876951217651367	contradiction	0.07890578359365463
4	4	3	A young woman is looking at a base with a binocular	A aircraft is looked at by a woman	disjoint	neutral	0.6312080025672913	entailment	0.3278863728046417	contradiction	0.040905632078647614
4	4	4	Several people are moving towards the aircraft	There is a group of people near the base	disjoint	neutral	0.5728841423988342	entailment	0.4235765337944031	contradiction	0.003539277007803321
4	4	4	Several people are moving towards the base	There is a group of people near the aircraft	disjoint	neutral	0.8933486342430115	entailment	0.0977349579334259	contradiction	0.008916459046304226
4	4	5	A bald man standing to the side of a aircraft	The man stands near a base.	disjoint	neutral	0.8632579445838928	entailment	0.11561186611652374	contradiction	0.021130217239260674
4	4	5	A bald man standing to the side of a base	The man stands near a aircraft.	disjoint	neutral	0.8716164827346802	entailment	0.10976669192314148	contradiction	0.01861678436398506
4	4	6	A kid fetches a aircraft by a tree in the yard.	a kid gets a base	disjoint	neutral	0.6389841437339783	contradiction	0.2698536515235901	entailment	0.09116218239068985
4	4	6	A kid fetches a base by a tree in the yard.	a kid gets a aircraft	disjoint	contradiction	0.5291374325752258	neutral	0.3916619122028351	entailment	0.07920065522193909
4	4	7	A green frog buys a aircraft from a stand.	There is a green frog buying a base	disjoint	contradiction	0.8514161109924316	neutral	0.10399983823299408	entailment	0.04458408057689667
4	4	7	A green frog buys a base from a stand.	There is a green frog buying a aircraft	disjoint	contradiction	0.8772146701812744	neutral	0.09668237715959549	entailment	0.02610301971435547
4	4	8	A aircraft	A base	disjoint	contradiction	0.8997282385826111	neutral	0.0973372831940651	entailment	0.0029344544745981693
4	4	8	A base	A aircraft	disjoint	contradiction	0.9331977367401123	neutral	0.06440997123718262	entailment	0.002392207272350788
5	4	0	The aircraft is photographed with a camera	There is a power bases present	disjoint	contradiction	0.5527323484420776	neutral	0.4176584482192993	entailment	0.029609201475977898
5	4	0	The power bases is photographed with a camera	There is a aircraft present	disjoint	contradiction	0.7287538051605225	neutral	0.2629106938838959	entailment	0.008335457183420658
5	4	1	The aircraft is in the water	The power bases is wet	disjoint	neutral	0.8367778062820435	contradiction	0.15110862255096436	entailment	0.012113540433347225
5	4	1	The power bases is in the water	The aircraft is wet	disjoint	neutral	0.8551216125488281	contradiction	0.08447016775608063	entailment	0.060408204793930054
5	4	2	A aircraft is outside near a campfire at night	There is a power bases outside	disjoint	contradiction	0.8821108937263489	neutral	0.1127144917845726	entailment	0.005174580961465836
5	4	2	A power bases is outside near a campfire at night	There is a aircraft outside	disjoint	contradiction	0.7248196005821228	neutral	0.25997617840766907	entailment	0.015204244293272495
5	4	3	A young woman is looking at a aircraft with a binocular	A power bases is looked at by a woman	disjoint	contradiction	0.9522513747215271	neutral	0.040926847606897354	entailment	0.0068217492662370205
5	4	3	A young woman is looking at a power bases with a binocular	A aircraft is looked at by a woman	disjoint	contradiction	0.7195979356765747	neutral	0.22836852073669434	entailment	0.05203349143266678
5	4	4	Several people are moving towards the aircraft	There is a group of people near the power bases	disjoint	contradiction	0.9185595512390137	neutral	0.08043640106916428	entailment	0.0010040774941444397
5	4	4	Several people are moving towards the power bases	There is a group of people near the aircraft	disjoint	contradiction	0.8804029822349548	neutral	0.11608727276325226	entailment	0.003509772475808859
5	4	5	A bald man standing to the side of a aircraft	The man stands near a power bases.	disjoint	contradiction	0.8109565377235413	neutral	0.17419618368148804	entailment	0.014847274869680405
5	4	5	A bald man standing to the side of a power bases	The man stands near a aircraft.	disjoint	contradiction	0.7693564295768738	neutral	0.2006509155035019	entailment	0.02999262884259224
5	4	6	A kid fetches a aircraft by a tree in the yard.	a kid gets a power bases	disjoint	contradiction	0.9257083535194397	neutral	0.0459677018225193	entailment	0.028323983773589134
5	4	6	A kid fetches a power bases by a tree in the yard.	a kid gets a aircraft	disjoint	contradiction	0.9844058156013489	neutral	0.011500947177410126	entailment	0.004093302879482508
5	4	7	A green frog buys a aircraft from a stand.	There is a green frog buying a power bases	disjoint	contradiction	0.9907258152961731	neutral	0.004802842624485493	entailment	0.004471375606954098
5	4	7	A green frog buys a power bases from a stand.	There is a green frog buying a aircraft	disjoint	contradiction	0.9950652718544006	neutral	0.0032226170878857374	entailment	0.0017121352721005678
5	4	8	A aircraft	A power bases	disjoint	contradiction	0.993130624294281	neutral	0.004908983130007982	entailment	0.0019603664986789227
5	4	8	A power bases	A aircraft	disjoint	contradiction	0.9946156144142151	neutral	0.004287938587367535	entailment	0.0010964157991111279
6	5	0	The aircraft is photographed with a camera	There is a plane present	reverseentailment	entailment	0.9796631932258606	neutral	0.01966089941561222	contradiction	0.0006759513635188341
6	5	0	The plane is photographed with a camera	There is a aircraft present	reverseentailment	entailment	0.9822689294815063	neutral	0.016632135957479477	contradiction	0.0010989061556756496
6	5	1	The aircraft is in the water	The plane is wet	reverseentailment	entailment	0.9956023693084717	neutral	0.004133153706789017	contradiction	0.0002644011110533029
6	5	1	The plane is in the water	The aircraft is wet	reverseentailment	entailment	0.9965322017669678	neutral	0.0032168892212212086	contradiction	0.0002508657344151288
6	5	2	A aircraft is outside near a campfire at night	There is a plane outside	reverseentailment	entailment	0.9799612164497375	neutral	0.019626392051577568	contradiction	0.0004123288672417402
6	5	2	A plane is outside near a campfire at night	There is a aircraft outside	reverseentailment	entailment	0.9931208491325378	neutral	0.006467403378337622	contradiction	0.00041172761120833457
6	5	3	A young woman is looking at a aircraft with a binocular	A plane is looked at by a woman	reverseentailment	entailment	0.9920712113380432	neutral	0.0077237715013325214	contradiction	0.00020491656323429197
6	5	3	A young woman is looking at a plane with a binocular	A aircraft is looked at by a woman	reverseentailment	entailment	0.9938955903053284	neutral	0.005765132140368223	contradiction	0.00033929894561879337
6	5	4	Several people are moving towards the aircraft	There is a group of people near the plane	reverseentailment	entailment	0.9582830667495728	neutral	0.040942009538412094	contradiction	0.0007749192882329226
6	5	4	Several people are moving towards the plane	There is a group of people near the aircraft	reverseentailment	entailment	0.9636973738670349	neutral	0.03548702225089073	contradiction	0.0008155317045748234
6	5	5	A bald man standing to the side of a aircraft	The man stands near a plane.	reverseentailment	entailment	0.9696642160415649	neutral	0.02964901737868786	contradiction	0.0006867215852253139
6	5	5	A bald man standing to the side of a plane	The man stands near a aircraft.	reverseentailment	entailment	0.9826922416687012	neutral	0.01628490909934044	contradiction	0.0010228101164102554
6	5	6	A kid fetches a aircraft by a tree in the yard.	a kid gets a plane	reverseentailment	entailment	0.9633787274360657	neutral	0.03219129517674446	contradiction	0.004430037923157215
6	5	6	A kid fetches a plane by a tree in the yard.	a kid gets a aircraft	reverseentailment	entailment	0.9832295775413513	neutral	0.012580158188939095	contradiction	0.004190276376903057
6	5	7	A green frog buys a aircraft from a stand.	There is a green frog buying a plane	reverseentailment	entailment	0.9908607006072998	neutral	0.008894596248865128	contradiction	0.00024479173589497805
6	5	7	A green frog buys a plane from a stand.	There is a green frog buying a aircraft	reverseentailment	entailment	0.9942623376846313	neutral	0.005290926434099674	contradiction	0.0004467351536732167
6	5	8	A aircraft	A plane	reverseentailment	entailment	0.9789627194404602	neutral	0.01810367777943611	contradiction	0.0029336893931031227
6	5	8	A plane	A aircraft	reverseentailment	entailment	0.986268162727356	neutral	0.009893788024783134	contradiction	0.00383798498660326
7	5	0	The aircraft is photographed with a camera	There is a spy plane present	reverseentailment	neutral	0.9977333545684814	contradiction	0.0014791513094678521	entailment	0.0007874389993958175
7	5	0	The spy plane is photographed with a camera	There is a aircraft present	reverseentailment	entailment	0.98521488904953	neutral	0.013257533311843872	contradiction	0.001527669606730342
7	5	1	The aircraft is in the water	The spy plane is wet	reverseentailment	neutral	0.9662906527519226	entailment	0.03366611897945404	contradiction	4.3143863877048716e-05
7	5	1	The spy plane is in the water	The aircraft is wet	reverseentailment	entailment	0.9952314496040344	neutral	0.004598274827003479	contradiction	0.00017030340677592903
7	5	2	A aircraft is outside near a campfire at night	There is a spy plane outside	reverseentailment	neutral	0.9938138723373413	contradiction	0.005408667493611574	entailment	0.0007773846737109125
7	5	2	A spy plane is outside near a campfire at night	There is a aircraft outside	reverseentailment	entailment	0.9939100742340088	neutral	0.005675290245562792	contradiction	0.0004146354040130973
7	5	3	A young woman is looking at a aircraft with a binocular	A spy plane is looked at by a woman	reverseentailment	neutral	0.9952240586280823	entailment	0.004178883507847786	contradiction	0.0005971394712105393
7	5	3	A young woman is looking at a spy plane with a binocular	A aircraft is looked at by a woman	reverseentailment	entailment	0.9932860732078552	neutral	0.006266279146075249	contradiction	0.00044755966519005597
7	5	4	Several people are moving towards the aircraft	There is a group of people near the spy plane	reverseentailment	neutral	0.9975683093070984	entailment	0.002257063053548336	contradiction	0.00017453718464821577
7	5	4	Several people are moving towards the spy plane	There is a group of people near the aircraft	reverseentailment	entailment	0.9605458378791809	neutral	0.0384654700756073	contradiction	0.0009887329069897532
7	5	5	A bald man standing to the side of a aircraft	The man stands near a spy plane.	reverseentailment	neutral	0.9958947896957397	entailment	0.0031605353578925133	contradiction	0.0009445974719710648
7	5	5	A bald man standing to the side of a spy plane	The man stands near a aircraft.	reverseentailment	entailment	0.9842405915260315	neutral	0.01455645076930523	contradiction	0.0012028516503050923
7	5	6	A kid fetches a aircraft by a tree in the yard.	a kid gets a spy plane	reverseentailment	neutral	0.9494118094444275	contradiction	0.04707890748977661	entailment	0.0035091773606836796
7	5	6	A kid fetches a spy plane by a tree in the yard.	a kid gets a aircraft	reverseentailment	entailment	0.9888901710510254	neutral	0.008954229764640331	contradiction	0.002155688125640154
7	5	7	A green frog buys a aircraft from a stand.	There is a green frog buying a spy plane	reverseentailment	neutral	0.9950573444366455	contradiction	0.003840081626549363	entailment	0.0011026286520063877
7	5	7	A green frog buys a spy plane from a stand.	There is a green frog buying a aircraft	reverseentailment	entailment	0.9951075315475464	neutral	0.0045176479034125805	contradiction	0.0003749110037460923
7	5	8	A aircraft	A spy plane	reverseentailment	neutral	0.9703779816627502	entailment	0.02765841968357563	contradiction	0.0019636740908026695
7	5	8	A spy plane	A aircraft	reverseentailment	entailment	0.987043559551239	neutral	0.010804644785821438	contradiction	0.002151747699826956
8	6	0	The air is photographed with a camera	There is a airplane present	disjoint	neutral	0.9548702836036682	entailment	0.038834769278764725	contradiction	0.006295040715485811
8	6	0	The airplane is photographed with a camera	There is a air present	disjoint	entailment	0.8853123188018799	neutral	0.09724988043308258	contradiction	0.01743769831955433
8	6	1	The air is in the water	The airplane is wet	disjoint	neutral	0.7007153034210205	entailment	0.29154524207115173	contradiction	0.0077394600957632065
8	6	1	The airplane is in the water	The air is wet	disjoint	entailment	0.9262675642967224	neutral	0.07162272930145264	contradiction	0.002109639113768935
8	6	2	A air is outside near a campfire at night	There is a airplane outside	disjoint	contradiction	0.6474695801734924	neutral	0.33892732858657837	entailment	0.01360309962183237
8	6	2	A airplane is outside near a campfire at night	There is a air outside	disjoint	entailment	0.9196016192436218	neutral	0.060637831687927246	contradiction	0.019760534167289734
8	6	3	A young woman is looking at a air with a binocular	A airplane is looked at by a woman	disjoint	neutral	0.870841383934021	entailment	0.11991791427135468	contradiction	0.009240674786269665
8	6	3	A young woman is looking at a airplane with a binocular	A air is looked at by a woman	disjoint	entailment	0.9707513451576233	neutral	0.01813843846321106	contradiction	0.011110151186585426
8	6	4	Several people are moving towards the air	There is a group of people near the airplane	disjoint	neutral	0.9186819791793823	entailment	0.07893849164247513	contradiction	0.002379549201577902
8	6	4	Several people are moving towards the airplane	There is a group of people near the air	disjoint	entailment	0.9059342741966248	neutral	0.08828678727149963	contradiction	0.00577895250171423
8	6	5	A bald man standing to the side of a air	The man stands near a airplane.	disjoint	neutral	0.8744015693664551	entailment	0.1107158437371254	contradiction	0.014882626011967659
8	6	5	A bald man standing to the side of a airplane	The man stands near a air.	disjoint	entailment	0.9321553111076355	neutral	0.043751318007707596	contradiction	0.024093324318528175
8	6	6	A kid fetches a air by a tree in the yard.	a kid gets a airplane	disjoint	contradiction	0.3471387028694153	neutral	0.34054744243621826	entailment	0.31231385469436646
8	6	6	A kid fetches a airplane by a tree in the yard.	a kid gets a air	disjoint	entailment	0.720382571220398	neutral	0.16946466267108917	contradiction	0.11015277355909348
8	6	7	A green frog buys a air from a stand.	There is a green frog buying a airplane	disjoint	contradiction	0.510046660900116	neutral	0.3702222406864166	entailment	0.11973107606172562
8	6	7	A green frog buys a airplane from a stand.	There is a green frog buying a air	disjoint	entailment	0.9549157023429871	contradiction	0.02730928361415863	neutral	0.017775002866983414
8	6	8	A air	A airplane	disjoint	neutral	0.6803447008132935	contradiction	0.18216489255428314	entailment	0.13749036192893982
8	6	8	A airplane	A air	disjoint	neutral	0.38743528723716736	contradiction	0.3345890939235687	entailment	0.27797558903694153
9	6	0	The airplane home is photographed with a camera	There is a air present	disjoint	entailment	0.9192097783088684	neutral	0.06349033117294312	contradiction	0.017299899831414223
9	6	0	The air is photographed with a camera	There is a airplane home present	disjoint	neutral	0.9493417739868164	entailment	0.0377197228372097	contradiction	0.01293852087110281
9	6	1	The airplane home is in the water	The air is wet	disjoint	entailment	0.9280645847320557	neutral	0.06966931372880936	contradiction	0.0022661532275378704
9	6	1	The air is in the water	The airplane home is wet	disjoint	neutral	0.9398912191390991	entailment	0.05835723876953125	contradiction	0.0017515440704301
9	6	2	A airplane home is outside near a campfire at night	There is a air outside	disjoint	entailment	0.8850528597831726	neutral	0.09182136505842209	contradiction	0.02312580868601799
9	6	2	A air is outside near a campfire at night	There is a airplane home outside	disjoint	neutral	0.5098588466644287	contradiction	0.4680011570453644	entailment	0.022139916196465492
9	6	3	A young woman is looking at a airplane home with a binocular	A air is looked at by a woman	disjoint	entailment	0.9680150151252747	neutral	0.01955925114452839	contradiction	0.012425770983099937
9	6	3	A young woman is looking at a air with a binocular	A airplane home is looked at by a woman	disjoint	neutral	0.9271000623703003	entailment	0.04707746580243111	contradiction	0.02582251839339733
9	6	4	Several people are moving towards the airplane home	There is a group of people near the air	disjoint	entailment	0.8940836191177368	neutral	0.09737880527973175	contradiction	0.008537594228982925
9	6	4	Several people are moving towards the air	There is a group of people near the airplane home	disjoint	neutral	0.9903979301452637	entailment	0.006583791691809893	contradiction	0.0030183109920471907
9	6	5	A bald man standing to the side of a airplane home	The man stands near a air.	disjoint	entailment	0.9330088496208191	neutral	0.039913665503263474	contradiction	0.027077414095401764
9	6	5	A bald man standing to the side of a air	The man stands near a airplane home.	disjoint	neutral	0.9453954100608826	entailment	0.02858058363199234	contradiction	0.026023972779512405
9	6	6	A kid fetches a airplane home by a tree in the yard.	a kid gets a air	disjoint	entailment	0.8128681182861328	contradiction	0.09474243223667145	neutral	0.09238939732313156
9	6	6	A kid fetches a air by a tree in the yard.	a kid gets a airplane home	disjoint	neutral	0.45560160279273987	contradiction	0.40866196155548096	entailment	0.13573648035526276
9	6	7	A green frog buys a airplane home from a stand.	There is a green frog buying a air	disjoint	entailment	0.9716864228248596	contradiction	0.015563901513814926	neutral	0.012749575078487396
9	6	7	A green frog buys a air from a stand.	There is a green frog buying a airplane home	disjoint	neutral	0.7115211486816406	contradiction	0.2510269284248352	entailment	0.037451885640621185
9	6	8	A airplane home	A air	disjoint	neutral	0.469047874212265	entailment	0.2752342224121094	contradiction	0.2557178735733032
9	6	8	A air	A airplane home	disjoint	neutral	0.8211350440979004	contradiction	0.12588831782341003	entailment	0.0529765747487545
10	8	0	The animal is photographed with a camera	There is a cat present	reverseentailment	neutral	0.9919171929359436	entailment	0.007110650185495615	contradiction	0.0009721172973513603
10	8	0	The cat is photographed with a camera	There is a animal present	reverseentailment	entailment	0.9927283525466919	neutral	0.006846555508673191	contradiction	0.0004250391502864659
10	8	1	The animal is in the water	The cat is wet	reverseentailment	neutral	0.5389144420623779	entailment	0.4609801173210144	contradiction	0.00010541985830059275
10	8	1	The cat is in the water	The animal is wet	reverseentailment	entailment	0.9963226318359375	neutral	0.0035964769776910543	contradiction	8.091689960565418e-05
10	8	2	A animal is outside near a campfire at night	There is a cat outside	reverseentailment	neutral	0.9987051486968994	entailment	0.0009976099245250225	contradiction	0.00029725400963798165
10	8	2	A cat is outside near a campfire at night	There is a animal outside	reverseentailment	entailment	0.9947921633720398	neutral	0.00509228091686964	contradiction	0.00011547319445526227
10	8	3	A young woman is looking at a animal with a binocular	A cat is looked at by a woman	reverseentailment	neutral	0.9974804520606995	entailment	0.0022569093853235245	contradiction	0.00026267353678122163
10	8	3	A young woman is looking at a cat with a binocular	A animal is looked at by a woman	reverseentailment	entailment	0.995511531829834	neutral	0.004298755899071693	contradiction	0.0001897106849355623
10	8	4	Several people are moving towards the animal	There is a group of people near the cat	reverseentailment	neutral	0.9919859170913696	entailment	0.00787828303873539	contradiction	0.0001357778237434104
10	8	4	Several people are moving towards the cat	There is a group of people near the animal	reverseentailment	entailment	0.9888240694999695	neutral	0.010928897187113762	contradiction	0.00024708660203032196
10	8	5	A bald man standing to the side of a animal	The man stands near a cat.	reverseentailment	neutral	0.9960643649101257	entailment	0.0027531934902071953	contradiction	0.0011823999229818583
10	8	5	A bald man standing to the side of a cat	The man stands near a animal.	reverseentailment	entailment	0.9806078672409058	neutral	0.018641263246536255	contradiction	0.0007508913986384869
10	8	6	A kid fetches a animal by a tree in the yard.	a kid gets a cat	reverseentailment	neutral	0.9977072477340698	contradiction	0.0013563635293394327	entailment	0.0009364188881590962
10	8	6	A kid fetches a cat by a tree in the yard.	a kid gets a animal	reverseentailment	entailment	0.9916476011276245	neutral	0.008101978339254856	contradiction	0.0002503737632650882
10	8	7	A green frog buys a animal from a stand.	There is a green frog buying a cat	reverseentailment	neutral	0.9929578304290771	contradiction	0.006520501803606749	entailment	0.0005216145073063672
10	8	7	A green frog buys a cat from a stand.	There is a green frog buying a animal	reverseentailment	entailment	0.9961274266242981	neutral	0.0037005802150815725	contradiction	0.000172043961356394
10	8	8	A animal	A cat	reverseentailment	neutral	0.9235126376152039	entailment	0.07601776719093323	contradiction	0.00046951434342190623
10	8	8	A cat	A animal	reverseentailment	entailment	0.9934919476509094	neutral	0.006275978870689869	contradiction	0.000232067090109922
11	9	0	The animal is photographed with a camera	There is a snake present	reverseentailment	neutral	0.9855048060417175	contradiction	0.007700207177549601	entailment	0.006795039866119623
11	9	0	The snake is photographed with a camera	There is a animal present	reverseentailment	entailment	0.9933400750160217	neutral	0.006040128879249096	contradiction	0.0006197646725922823
11	9	1	The animal is in the water	The snake is wet	reverseentailment	neutral	0.5743343234062195	entailment	0.4255523085594177	contradiction	0.00011334692680975422
11	9	1	The snake is in the water	The animal is wet	reverseentailment	entailment	0.9937799572944641	neutral	0.006128028966486454	contradiction	9.20620805118233e-05
11	9	2	A animal is outside near a campfire at night	There is a snake outside	reverseentailment	neutral	0.9971597194671631	contradiction	0.00151774229016155	entailment	0.0013225539587438107
