CombID	ProbID	merge_tag	W1_tag	W2_tag	W1	W2	L1	L2
71	5	NP	NN	NN	car	country	car	country
72	5	NP	NN	NN	car	road	car	road
73	5	NP	NN	NN	car	sunshine	car	sunshine
74	5	NP	NN	n	car	country road	car	country road
75	5	NP	NN	NN	sinking	truck	sinking	truck
76	5	NP	NN	NN	sinking	country	sinking	country
77	5	NP	NN	NN	sinking	road	sinking	road
78	5	NP	NN	NN	sinking	sunshine	sinking	sunshine
79	5	NP	NN	n	sinking	country road	sinking	country road
80	5	NP	NN	NN	water	truck	water	truck
81	5	NP	NN	NN	water	country	water	country
82	5	NP	NN	NN	water	road	water	road
83	5	NP	NN	NN	water	sunshine	water	sunshine
84	5	NP	NN	n	water	country road	water	country road
85	5	NP	n	NN	car sinking	truck	car sinking	truck
86	5	NP	n	NN	car sinking	country	car sinking	country
87	5	NP	n	NN	car sinking	road	car sinking	road
88	5	NP	n	NN	car sinking	sunshine	car sinking	sunshine
89	5	NP	n	n	car sinking	country road	car sinking	country road
90	5	phrasal_IN	np\np	(s:dcl\np)\(s:dcl\np)	in water	in the sunshine	in water	in the sunshine
91	6	NP	NNS	NNS	ladies	girls	lady	girl
92	6	NP	NNS	NN	ladies	movie	lady	movie
93	6	VP	VBG	VBG	reading	watching	read	watch
94	6	NP	NNS	NNS	binders	girls	binder	girl
95	6	NP	NNS	NN	binders	movie	binder	movie
96	6	NP	n	NNS	Two ladies	girls	two lady	girl
97	6	NP	n	NN	Two ladies	movie	two lady	movie
98	7	NP	NN	NN	man	sidewalk	man	sidewalk
99	7	NP	NN	NN	woman	sidewalk	woman	sidewalk
100	7	VP	VBG	VBG	holding	fighting	hold	fight
101	7	NP	NNS	NN	hands	couple	hand	couple
102	7	NP	NNS	NN	hands	sidewalk	hand	sidewalk
103	7	NP	NNS	n	hands	married couple	hand	married couple
104	7	VP	VBP	VBG	walk	fighting	walk	fight
105	7	NP	NN	NN	city	couple	city	couple
106	7	NP	NN	NN	city	sidewalk	city	sidewalk
107	7	NP	NN	n	city	married couple	city	married couple
108	7	NP	NN	NN	sidewalk	couple	sidewalk	couple
109	7	NP	NN	n	sidewalk	married couple	sidewalk	married couple
110	7	phrasal_IN	(s:dcl\np)\(s:dcl\np)	pp	along a city sidewalk	on the sidewalk	along a city sidewalk	on the sidewalk
111	7	NP	n	NN	city sidewalk	couple	city sidewalk	couple
112	7	NP	n	NN	city sidewalk	sidewalk	city sidewalk	sidewalk
113	7	NP	n	n	city sidewalk	married couple	city sidewalk	married couple
114	8	NP	NNS	NN	Tourists	walking	tourist	walking
115	8	NP	NNS	NN	Tourists	art	tourist	art
116	8	NP	NNS	NN	Tourists	museum	tourist	museum
117	8	NP	NNS	n	Tourists	Tourist walking	tourist	tourist walking
118	8	NP	NNS	n	Tourists	art museum	tourist	art museum
119	8	NP	NN	NN	train	walking	train	walking
120	8	NP	NN	NN	train	art	train	art
121	8	NP	NN	NN	train	museum	train	museum
122	8	NP	NN	n	train	Tourist walking	train	tourist walking
123	8	NP	NN	n	train	art museum	train	art museum
124	8	NP	NN	NN	stop	walking	stop	walking
125	8	NP	NN	NN	stop	art	stop	art
126	8	NP	NN	NN	stop	museum	stop	museum
127	8	NP	NN	n	stop	Tourist walking	stop	tourist walking
128	8	NP	NN	n	stop	art museum	stop	art museum
129	8	phrasal_IN	(s:ng\np)\(s:ng\np)	np\np	at a train stop	around an art museum	at a train stop	around an art museum
130	8	NP	n	NN	train stop	walking	train stop	walking
131	8	NP	n	NN	train stop	art	train stop	art
132	8	NP	n	NN	train stop	museum	train stop	museum
133	8	NP	n	n	train stop	Tourist walking	train stop	tourist walking
134	8	NP	n	n	train stop	art museum	train stop	art museum
135	9	NP	NN	NNS	doctor	boys	doctor	boy
136	9	phrasal_JJ	JJ	JJ	blue	angry	blue	angry
137	9	NP	NNS	NNS	scrubs	boys	scrub	boy
138	9	NP	NN	NNS	operation	boys	operation	boy
139	9	NP	NNS	NNS	men	boys	man	boy
140	9	NP	NN	NNS	woman	boys	woman	boy
141	9	NP	n	NNS	blue scrubs	boys	blue scrub	boy
142	9	NP	n	NNS	two men	boys	two man	boy
143	10	VP	VBG	VBG	looking	walking	look	walk
144	10	NP	NNS	NNS	firemen	Firemen	fireman	Fireman
145	10	NP	n	NNS	Exhausted looking firemen	Firemen	exhausted look fireman	Fireman
146	11	NP	NN	NN	boy	child	boy	child
147	11	NP	NN	NN	boy	swimming	boy	swimming
148	11	NP	NN	n	boy	child swimming	boy	child swimming
149	11	NP	NN	NN	underwater	child	underwater	child
150	11	NP	NN	NN	underwater	swimming	underwater	swimming
151	11	NP	NN	n	underwater	child swimming	underwater	child swimming
152	11	NP	n	NN	little boy	child	little boy	child
153	11	NP	n	NN	little boy	swimming	little boy	swimming
154	11	NP	n	n	little boy	child swimming	little boy	child swimming
155	12	NP	NN	NN	driver	track	driver	track
156	12	VP	VBG	VBN	racing	driven	race	drive
157	12	NP	NN	NN	vehicle	track	vehicle	track
158	12	NP	NN	NN	gravel	track	gravel	track
159	12	phrasal_IN	np\np	(s:pss\np)\(s:pss\np)	on a gravel track	on a track	on a gravel track	on a track
160	12	NP	n	NN	gravel track	track	gravel track	track
161	13	NP	NNS	NNS	Women	women	Woman	woman
162	13	NP	NN	NNS	woman	women	woman	woman
163	13	NP	NN	NNS	mat	women	mat	woman
164	13	NP	NN	NNS	outfit	women	outfit	woman
165	13	NP	n	NNS	one woman	women	one woman	woman
166	13	NP	n	NNS	green mat and black outfit	women	green mat and black outfit	woman
167	13	NP	n	NNS	black outfit	women	black outfit	woman
168	14	NP	NNS	NN	Students	yoga	student	yoga
169	14	NP	NNS	NN	Students	class	student	class
170	14	NP	NNS	NN	Students	progress	student	progress
171	14	NP	NNS	n	Students	yoga class	student	yoga class
172	14	NP	NN	NN	yoga	class	yoga	class
173	14	NP	NN	NN	yoga	progress	yoga	progress
174	14	NP	NN	n	yoga	yoga class	yoga	yoga class
175	14	NP	NN	NN	class	yoga	class	yoga
176	14	NP	NN	NN	class	progress	class	progress
177	14	NP	NN	n	class	yoga class	class	yoga class
178	14	NP	NN	NN	setting	yoga	setting	yoga
179	14	NP	NN	NN	setting	class	setting	class
180	14	NP	NN	NN	setting	progress	setting	progress
181	14	NP	NN	n	setting	yoga class	setting	yoga class
182	14	phrasal_IN	(s:ng\np)\(s:ng\np)	pp	in a class setting	in progress	in a class setting	in progress
183	14	NP	n	NN	class setting	yoga	class setting	yoga
184	14	NP	n	NN	class setting	class	class setting	class
185	14	NP	n	NN	class setting	progress	class setting	progress
186	14	NP	n	n	class setting	yoga class	class setting	yoga class
187	15	NP	NN	NNS	group	people	group	people
188	15	NP	NN	NN	group	sleep	group	sleep
189	15	NP	NNS	NN	people	sleep	people	sleep
190	15	NP	NN	NNS	yoga	people	yoga	people
191	15	NP	NN	NN	yoga	sleep	yoga	sleep
192	16	phrasal_JJ	JJ	JJ	young	black	young	black
193	16	NP	NN	NNS	woman	packs	woman	pack
194	16	NP	NN	NNS	woman	belongings	woman	belongings
195	16	NP	NN	NN	woman	luggage	woman	luggage
196	16	NP	NN	NN	woman	carrier	woman	carrier
197	16	NP	NN	n	woman	young woman packs belongings	woman	young woman pack belongings
198	16	NP	NN	n	woman	black luggage carrier	woman	black luggage carrier
199	16	NP	NNS	NN	packs	woman	pack	woman
200	16	NP	NNS	NNS	packs	belongings	pack	belongings
201	16	NP	NNS	NN	packs	luggage	pack	luggage
202	16	NP	NNS	NN	packs	carrier	pack	carrier
203	16	NP	NNS	n	packs	young woman packs belongings	pack	young woman pack belongings
204	16	NP	NNS	n	packs	black luggage carrier	pack	black luggage carrier
205	16	NP	NNS	NN	belongings	woman	belongings	woman
206	16	NP	NNS	NNS	belongings	packs	belongings	pack
207	16	NP	NNS	NN	belongings	luggage	belongings	luggage
208	16	NP	NNS	NN	belongings	carrier	belongings	carrier
209	16	NP	NNS	n	belongings	young woman packs belongings	belongings	young woman pack belongings
210	16	NP	NNS	n	belongings	black luggage carrier	belongings	black luggage carrier
211	16	phrasal_JJ	JJ	JJ	black	young	black	young
212	16	NP	NN	NN	suitcase	woman	suitcase	woman
213	16	NP	NN	NNS	suitcase	packs	suitcase	pack
214	16	NP	NN	NNS	suitcase	belongings	suitcase	belongings
215	16	NP	NN	NN	suitcase	luggage	suitcase	luggage
216	16	NP	NN	NN	suitcase	carrier	suitcase	carrier
217	16	NP	NN	n	suitcase	young woman packs belongings	suitcase	young woman pack belongings
218	16	NP	NN	n	suitcase	black luggage carrier	suitcase	black luggage carrier
219	16	NP	n	NN	young woman packs belongings	woman	young woman pack belongings	woman
220	16	NP	n	NNS	young woman packs belongings	packs	young woman pack belongings	pack
221	16	NP	n	NNS	young woman packs belongings	belongings	young woman pack belongings	belongings
222	16	NP	n	NN	young woman packs belongings	luggage	young woman pack belongings	luggage
223	16	NP	n	NN	young woman packs belongings	carrier	young woman pack belongings	carrier
224	16	NP	n	n	young woman packs belongings	black luggage carrier	young woman pack belongings	black luggage carrier
225	16	phrasal_IN	np\np	np\np	into a black suitcase	into a black luggage carrier	into a black suitcase	into a black luggage carrier
226	16	NP	n	NN	black suitcase	woman	black suitcase	woman
227	16	NP	n	NNS	black suitcase	packs	black suitcase	pack
228	16	NP	n	NNS	black suitcase	belongings	black suitcase	belongings
229	16	NP	n	NN	black suitcase	luggage	black suitcase	luggage
230	16	NP	n	NN	black suitcase	carrier	black suitcase	carrier
231	16	NP	n	n	black suitcase	young woman packs belongings	black suitcase	young woman pack belongings
232	16	NP	n	n	black suitcase	black luggage carrier	black suitcase	black luggage carrier
233	17	NP	NNS	NNS	People	people	people	people
234	17	NP	NNS	NNS	People	outdoors	people	outdoors
235	17	VP	VBG	VBG	going	walking	go	walk
236	17	NP	NN	NNS	walk	people	walk	people
237	17	NP	NN	NNS	walk	outdoors	walk	outdoors
238	17	NP	NNS	NNS	mountains	people	mountain	people
239	17	NP	NNS	NNS	mountains	outdoors	mountain	outdoors
240	17	NP	n	NNS	long walk	people	long walk	people
241	17	NP	n	NNS	long walk	outdoors	long walk	outdoors
242	19	NP	NN	NNS	man	people	man	people
243	19	NP	NN	n	man	two people	man	two people
244	19	NP	NN	NNS	lady	people	lady	people
245	19	NP	NN	n	lady	two people	lady	two people
246	19	NP	NN	NNS	floor	people	floor	people
247	19	NP	NN	n	floor	two people	floor	two people
248	19	NP	NN	NNS	picture	people	picture	people
249	19	NP	NN	n	picture	two people	picture	two people
250	19	NP	NN	NNS	movie	people	movie	people
251	19	NP	NN	n	movie	two people	movie	two people
252	19	NP	NNP	NNS	Toy	people	Toy	people
253	19	NP	NNP	n	Toy	two people	Toy	two people
254	19	NP	NNP	NNS	Story	people	Story	people
255	19	NP	NNP	n	Story	two people	Story	two people
256	19	NP	NN	NNS	screen	people	screen	people
257	19	NP	NN	n	screen	two people	screen	two people
258	19	NP	NN	NNS	background	people	background	people
259	19	NP	NN	n	background	two people	background	two people
260	19	NP	n	NNS	young man and young lady	people	young man and young lady	people
261	19	NP	n	n	young man and young lady	two people	young man and young lady	two people
262	19	NP	n	NNS	young lady	people	young lady	people
263	19	NP	n	n	young lady	two people	young lady	two people
264	19	NP	n	NNS	carpeted floor	people	carpeted floor	people
265	19	NP	n	n	carpeted floor	two people	carpeted floor	two people
266	19	NP	n	NNS	movie Toy Story	people	movie Toy Story	people
267	19	NP	n	n	movie Toy Story	two people	movie Toy Story	two people
268	19	NP	n	NNS	big screen	people	big screen	people
269	19	NP	n	n	big screen	two people	big screen	two people
270	20	NP	NN	NN	farmer	horse	farmer	horse
271	20	NP	NN	NN	farmer	wagon	farmer	wagon
272	20	NP	NN	n	farmer	horse wagon	farmer	horse wagon
273	20	NP	NN	NN	horse	farmer	horse	farmer
274	20	NP	NN	NN	horse	wagon	horse	wagon
275	20	NP	NN	n	horse	horse wagon	horse	horse wagon
276	20	NP	NN	NN	wagon	farmer	wagon	farmer
277	20	NP	NN	NN	wagon	horse	wagon	horse
278	20	NP	NN	n	wagon	horse wagon	wagon	horse wagon
279	20	NP	n	NN	english farmer	farmer	english farmer	farmer
280	20	NP	n	NN	english farmer	horse	english farmer	horse
281	20	NP	n	NN	english farmer	wagon	english farmer	wagon
282	20	NP	n	n	english farmer	horse wagon	english farmer	horse wagon
283	20	phrasal_IN	np\np	np\np	with a horse	with a horse wagon	with a horse	with a horse wagon
284	21	NP	NN	NNS	woman	outdoors	woman	outdoors
285	21	NP	NN	NN	marathon	woman	marathon	woman
286	21	NP	NN	NNS	marathon	outdoors	marathon	outdoors
287	21	NP	NN	NN	park	woman	park	woman
288	21	NP	NN	NNS	park	outdoors	park	outdoors
289	22	NP	NN	NN	woman	lake	woman	lake
290	22	NP	NN	NN	shirt	woman	shirt	woman
291	22	NP	NN	NN	shirt	lake	shirt	lake
292	22	VP	VBG	VBG	speaking	swimming	speak	swim
293	22	NP	NN	NN	table	woman	table	woman
294	22	NP	NN	NN	table	lake	table	lake
295	22	NP	NN	NN	room	woman	room	woman
296	22	NP	NN	NN	room	lake	room	lake
297	22	NP	NNS	NN	people	woman	people	woman
298	22	NP	NNS	NN	people	lake	people	lake
299	22	VP	VBG	VBG	listening	swimming	listen	swim
300	22	phrasal_IN	np\np	(s:ng\np)\(s:ng\np)	in a red shirt	in the lake	in a red shirt	in the lake
301	22	NP	n	NN	red shirt	woman	red shirt	woman
302	22	NP	n	NN	red shirt	lake	red shirt	lake
303	22	NP	n	NN	three other people	woman	three other people	woman
304	22	NP	n	NN	three other people	lake	three other people	lake
305	23	NP	NN	NN	child	milk	child	milk
306	23	NP	NN	NN	child	face	child	face
307	23	NP	NN	NN	cup	child	cup	child
308	23	NP	NN	NN	cup	milk	cup	milk
309	23	NP	NN	NN	cup	face	cup	face
310	23	NP	NN	NN	milk	child	milk	child
311	23	NP	NN	NN	milk	face	milk	face
312	23	NP	NN	NN	face	child	face	child
313	23	NP	NN	NN	face	milk	face	milk
314	23	NP	n	NN	yellow cup and milk	child	yellow cup and milk	child
315	23	NP	n	NN	yellow cup and milk	milk	yellow cup and milk	milk
316	23	NP	n	NN	yellow cup and milk	face	yellow cup and milk	face
317	24	VP	VBG	VBG	laughing	throwing	laugh	throw
318	24	NP	NN	NN	child	tantrum	child	tantrum
319	24	VP	VBG	VBG	sitting	throwing	sit	throw
320	24	NP	NN	NN	table	child	table	child
321	24	NP	NN	NN	table	tantrum	table	tantrum
322	24	VP	VBG	VBG	holding	throwing	hold	throw
323	24	NP	NN	NN	cup	tantrum	cup	tantrum
324	24	NP	n	NN	Small laughing child	child	small laugh child	child
325	24	NP	n	NN	Small laughing child	tantrum	small laugh child	tantrum
326	24	NP	n	NN	green sippy cup	child	green sippy cup	child
327	24	NP	n	NN	green sippy cup	tantrum	green sippy cup	tantrum
328	25	VP	VBG	VBN	running	pulled	run	pull
329	25	VP	VBN	VBN	dogsled	pulled	dogsle	pull
330	25	NP	NNS	NN	dogs	man	dog	man
331	25	phrasal_IN	(s:pss\np)\(s:pss\np)	(s:pss\np)\(s:pss\np)	by four dogs	by himself	by four dog	by himself
332	25	NP	n	NN	four dogs	man	four dog	man
333	26	NP	NN	NNS	man	dogs	man	dog
334	26	VP	VBN	VBG	dressed	swimming	dress	swim
335	26	NP	NN	NN	clothing	man	clothing	man
336	26	NP	NN	NNS	clothing	dogs	clothing	dog
337	26	NP	NNS	NN	sleds	man	sled	man
338	26	NP	NNS	NNS	sleds	dogs	sled	dog
339	26	NP	NN	NN	snow	man	snow	man
340	26	NP	NN	NNS	snow	dogs	snow	dog
341	26	phrasal_IN	(s:pss\np)\(s:pss\np)	pp	in warm clothing sleds	with his dogs	in warm clothing sled	with his dog
342	26	NP	n	NN	warm clothing sleds	man	warm clothing sled	man
343	26	NP	n	NNS	warm clothing sleds	dogs	warm clothing sled	dog
344	26	phrasal_IN	(s:pss\np)\(s:pss\np)	pp	behind four dogs	with his dogs	behind four dog	with his dog
345	26	NP	n	NNS	four dogs	dogs	four dog	dog
346	26	phrasal_IN	(s:pss\np)\(s:pss\np)	pp	in the snow	with his dogs	in the snow	with his dog
347	27	NP	NN	NN	woman	lady	woman	lady
348	27	NP	NN	NN	woman	playing	woman	playing
349	27	NP	NN	NN	woman	front	woman	front
350	27	NP	NN	NN	woman	capitol	woman	capitol
351	27	NP	NN	NN	woman	building	woman	building
352	27	NP	NN	n	woman	young lady playing	woman	young lady playing
353	27	NP	NN	n	woman	capitol building	woman	capitol building
354	27	NP	NN	NN	lawn	lady	lawn	lady
355	27	NP	NN	NN	lawn	playing	lawn	playing
356	27	NP	NN	NN	lawn	front	lawn	front
357	27	NP	NN	NN	lawn	capitol	lawn	capitol
358	27	NP	NN	NN	lawn	building	lawn	building
359	27	NP	NN	n	lawn	young lady playing	lawn	young lady playing
360	27	NP	NN	n	lawn	capitol building	lawn	capitol building
361	27	NP	NN	NN	front	lady	front	lady
362	27	NP	NN	NN	front	playing	front	playing
363	27	NP	NN	NN	front	capitol	front	capitol
364	27	NP	NN	NN	front	building	front	building
365	27	NP	NN	n	front	young lady playing	front	young lady playing
366	27	NP	NN	n	front	capitol building	front	capitol building
367	27	NP	NN	NN	building	lady	building	lady
368	27	NP	NN	NN	building	playing	building	playing
369	27	NP	NN	NN	building	front	building	front
370	27	NP	NN	NN	building	capitol	building	capitol
371	27	NP	NN	n	building	young lady playing	building	young lady playing
372	27	NP	NN	n	building	capitol building	building	capitol building
373	27	NP	n	NN	young woman	lady	young woman	lady
374	27	NP	n	NN	young woman	playing	young woman	playing
375	27	NP	n	NN	young woman	front	young woman	front
376	27	NP	n	NN	young woman	capitol	young woman	capitol
377	27	NP	n	NN	young woman	building	young woman	building
378	27	NP	n	n	young woman	young lady playing	young woman	young lady playing
379	27	NP	n	n	young woman	capitol building	young woman	capitol building
380	28	VP	VBG	VBG	sitting	sleeping	sit	sleep
381	28	VP	VBG	VBG	taking	sleeping	take	sleep
382	28	NP	NN	NN	picture	woman	picture	woman
383	29	NP	NN	NN	woman	cellphone	woman	cellphone
384	29	NP	NN	NN	shirt	cellphone	shirt	cellphone
385	29	VP	VBG	VBG	sitting	looking	sit	look
386	29	NP	NN	NN	table	cellphone	table	cellphone
387	29	NP	NN	NN	cellphone	woman	cellphone	woman
388	29	phrasal_IN	np\np	pp	in a blue shirt	at her cellphone	in a blue shirt	at her cellphone
389	29	NP	n	NN	blue shirt	woman	blue shirt	woman
390	29	NP	n	NN	blue shirt	cellphone	blue shirt	cellphone
391	29	phrasal_IN	(s:ng\np)\(s:ng\np)	pp	at a table	at her cellphone	at a table	at her cellphone
392	30	NP	NN	NN	girl	item	girl	item
393	30	NP	NN	NN	watermelon	girl	watermelon	girl
394	30	NP	NN	NN	watermelon	item	watermelon	item
395	30	NP	NN	NN	pile	girl	pile	girl
396	30	NP	NN	NN	pile	item	pile	item
397	30	NP	n	NN	little girl	girl	little girl	girl
398	30	NP	n	NN	little girl	item	little girl	item
399	31	VP	VBG	VBG	Overlooking	laying	overlook	lay
400	31	NP	NN	NN	street	shop	street	shop
401	31	NP	NN	NN	street	sign	street	sign
402	31	NP	NN	NN	street	sidewalk	street	sidewalk
403	31	NP	NN	n	street	shop sign	street	shop sign
404	31	NP	NN	NN	sign	shop	sign	shop
405	31	NP	NN	NN	sign	sidewalk	sign	sidewalk
406	31	NP	NN	n	sign	shop sign	sign	shop sign
407	31	NP	NNS	NN	shops	shop	shop	shop
408	31	NP	NNS	NN	shops	sign	shop	sign
409	31	NP	NNS	NN	shops	sidewalk	shop	sidewalk
410	31	NP	NNS	n	shops	shop sign	shop	shop sign
411	31	NP	NNS	NN	states	shop	state	shop
412	31	NP	NNS	NN	states	sign	state	sign
413	31	NP	NNS	NN	states	sidewalk	state	sidewalk
414	31	NP	NNS	n	states	shop sign	state	shop sign
415	31	VP	VBP	VBG	Welcome	laying	welcome	lay
416	32	NP	NNS	NNS	Mothers	mothers	mother	mother
417	32	NP	NNS	NNS	Mothers	conversations	mother	conversation
418	32	NP	NNS	NNS	children	mothers	child	mother
419	32	NP	NNS	NNS	children	conversations	child	conversation
420	32	NP	NN	NNS	gathering	mothers	gathering	mother
421	32	NP	NN	NNS	gathering	conversations	gathering	conversation
422	33	NP	NNS	NNS	women	children	woman	child
423	33	VP	VBG	VBD	embracing	left	embrace	leave
424	33	NP	NN	NNS	girl	women	girl	woman
425	33	NP	NN	NNS	girl	children	girl	child
426	33	VP	VB	VBD	catch	left	catch	leave
427	33	NP	NN	NNS	family	women	family	woman
428	33	NP	NN	NNS	family	children	family	child
429	33	NP	NN	NNS	gathering	women	gathering	woman
430	33	NP	NN	NNS	gathering	children	gathering	child
431	33	NP	n	NNS	Two women	women	two woman	woman
432	33	NP	n	NNS	Two women	children	two woman	child
433	33	NP	n	NNS	little girl	women	little girl	woman
434	33	NP	n	NNS	little girl	children	little girl	child
435	33	phrasal_IN	pp	s:dcl\np	at a small family gathering	left their children behind	at a small family gathering	leave their child behind
436	33	NP	n	NNS	small family gathering	women	small family gathering	woman
437	33	NP	n	NNS	small family gathering	children	small family gathering	child
438	34	VP	VBG	VBG	sitting	staring	sit	stare
439	34	NP	NN	NN	head	man	head	man
440	34	VP	VBG	VBG	facing	staring	face	stare
441	34	NP	NNS	NN	people	man	people	man
442	34	VP	VBG	VBG	looking	staring	look	stare
443	34	NP	NN	NN	direction	man	direction	man
444	34	NP	n	NN	other people	man	other people	man
445	35	NP	NN	NNS	child	children	child	child
446	35	NP	NN	NN	child	eating	child	eating
447	35	NP	NN	NN	child	lunch	child	lunch
448	35	NP	NN	n	child	eating lunch	child	eating lunch
449	35	NP	NN	NNS	kid	children	kid	child
450	35	NP	NN	NN	kid	eating	kid	eating
451	35	NP	NN	NN	kid	lunch	kid	lunch
452	35	NP	NN	n	kid	eating lunch	kid	eating lunch
453	35	NP	NN	NNS	wheeler	children	wheeler	child
454	35	NP	NN	NN	wheeler	eating	wheeler	eating
455	35	NP	NN	NN	wheeler	lunch	wheeler	lunch
456	35	NP	NN	n	wheeler	eating lunch	wheeler	eating lunch
457	35	NP	NN	NNS	top	children	top	child
458	35	NP	NN	NN	top	eating	top	eating
459	35	NP	NN	NN	top	lunch	top	lunch
460	35	NP	NN	n	top	eating lunch	top	eating lunch
461	35	NP	NN	NNS	cap	children	cap	child
462	35	NP	NN	NN	cap	eating	cap	eating
463	35	NP	NN	NN	cap	lunch	cap	lunch
464	35	NP	NN	n	cap	eating lunch	cap	eating lunch
465	35	NP	n	NNS	red top	children	red top	child
466	35	NP	n	NN	red top	eating	red top	eating
467	35	NP	n	NN	red top	lunch	red top	lunch
468	35	NP	n	n	red top	eating lunch	red top	eating lunch
469	36	NP	NN	NN	man	horse	man	horse
470	36	NP	NN	NN	vehicle	man	vehicle	man
471	36	NP	NN	NN	vehicle	horse	vehicle	horse
472	36	NP	NN	NN	feeding	man	feeding	man
473	36	NP	NN	NN	feeding	horse	feeding	horse
474	36	NP	NN	NN	sheep	man	sheep	man
475	36	NP	NN	NN	sheep	horse	sheep	horse
476	36	NP	n	NN	gray vehicle feeding sheep	man	gray vehicle feeding sheep	man
477	36	NP	n	NN	gray vehicle feeding sheep	horse	gray vehicle feeding sheep	horse
478	37	NP	NNS	NN	men	car	man	car
479	37	NP	NNS	n	men	Three men	man	three man
480	37	VP	VBG	VBG	wearing	looking	wear	look
481	37	NP	NNS	NNS	suits	men	suit	man
482	37	NP	NNS	NN	suits	car	suit	car
483	37	NP	NNS	n	suits	Three men	suit	three man
484	37	NP	NN	NNS	back	men	back	man
