CombID	SenID	templatenum	prem	hyp	top1	top1_score	top2	top2_score	top3	top3_score
2	4	0	The man is photographed with a camera	There is a outdoors present	entailment	0.6013226509094238	neutral	0.32503071427345276	contradiction	0.07364659011363983
2	4	0	The outdoors is photographed with a camera	There is a man present	neutral	0.5770412683486938	entailment	0.3269824683666229	contradiction	0.0959763377904892
2	4	1	The man is in the water	The outdoors is wet	entailment	0.8490104079246521	neutral	0.14117060601711273	contradiction	0.009818934835493565
2	4	1	The outdoors is in the water	The man is wet	neutral	0.52957683801651	entailment	0.4197668433189392	contradiction	0.050656311213970184
2	4	2	A man is outside near a campfire at night	There is a outdoors outside	entailment	0.937760055065155	neutral	0.06018316000699997	contradiction	0.0020567893516272306
2	4	2	A outdoors is outside near a campfire at night	There is a man outside	neutral	0.6453872323036194	entailment	0.35058319568634033	contradiction	0.0040295845828950405
2	4	3	A young woman is looking at a man with a binocular	A outdoors is looked at by a woman	entailment	0.8010056614875793	neutral	0.18714666366577148	contradiction	0.011847683228552341
2	4	3	A young woman is looking at a outdoors with a binocular	A man is looked at by a woman	neutral	0.5258412957191467	contradiction	0.35782381892204285	entailment	0.11633488535881042
2	4	4	Several people are moving towards the man	There is a group of people near the outdoors	neutral	0.5079863667488098	entailment	0.4678207337856293	contradiction	0.024192897602915764
2	4	4	Several people are moving towards the outdoors	There is a group of people near the man	neutral	0.8297504782676697	entailment	0.13507239520549774	contradiction	0.035177163779735565
2	4	5	A bald man standing to the side of a man	The man stands near a outdoors.	neutral	0.6845994591712952	entailment	0.2896255850791931	contradiction	0.025774924084544182
2	4	5	A bald man standing to the side of a outdoors	The man stands near a man.	neutral	0.8871366381645203	entailment	0.101319320499897	contradiction	0.011543989181518555
2	4	6	A kid fetches a man by a tree in the yard.	a kid gets a outdoors	entailment	0.8755301237106323	neutral	0.12043802440166473	contradiction	0.004031875170767307
2	4	6	A kid fetches a outdoors by a tree in the yard.	a kid gets a man	neutral	0.8133148550987244	contradiction	0.1417236477136612	entailment	0.04496157914400101
2	4	7	A green frog buys a man from a stand.	There is a green frog buying a outdoors	entailment	0.5981154441833496	neutral	0.3975697457790375	contradiction	0.004314794670790434
2	4	7	A green frog buys a outdoors from a stand.	There is a green frog buying a man	neutral	0.5773624777793884	contradiction	0.33609625697135925	entailment	0.0865413099527359
2	4	8	A man	A outdoors	neutral	0.5413491129875183	entailment	0.41697946190834045	contradiction	0.041671376675367355
2	4	8	A outdoors	A man	neutral	0.746160089969635	contradiction	0.18756620585918427	entailment	0.06627364456653595
3	4	0	The man is photographed with a camera	There is a boy playing outdoors present	contradiction	0.8041867613792419	neutral	0.1796790510416031	entailment	0.016134189441800117
3	4	0	The boy playing outdoors is photographed with a camera	There is a man present	neutral	0.5416029095649719	entailment	0.2550434470176697	contradiction	0.2033536732196808
3	4	1	The man is in the water	The boy playing outdoors is wet	neutral	0.7482457160949707	entailment	0.1925250142812729	contradiction	0.05922935903072357
3	4	1	The boy playing outdoors is in the water	The man is wet	entailment	0.5733687877655029	contradiction	0.2730327844619751	neutral	0.15359842777252197
3	4	2	A man is outside near a campfire at night	There is a boy playing outdoors outside	contradiction	0.5337472558021545	neutral	0.40519487857818604	entailment	0.06105785071849823
3	4	2	A boy playing outdoors is outside near a campfire at night	There is a man outside	entailment	0.6085454225540161	contradiction	0.2911728024482727	neutral	0.10028181225061417
3	4	3	A young woman is looking at a man with a binocular	A boy playing outdoors is looked at by a woman	neutral	0.8284957408905029	entailment	0.14562276005744934	contradiction	0.025881469249725342
3	4	3	A young woman is looking at a boy playing outdoors with a binocular	A man is looked at by a woman	entailment	0.6111461520195007	neutral	0.21287789940834045	contradiction	0.17597591876983643
3	4	4	Several people are moving towards the man	There is a group of people near the boy playing outdoors	neutral	0.6436325907707214	contradiction	0.32144585251808167	entailment	0.034921545535326004
3	4	4	Several people are moving towards the boy playing outdoors	There is a group of people near the man	entailment	0.9367472529411316	neutral	0.06168248504400253	contradiction	0.0015702598029747605
3	4	5	A bald man standing to the side of a man	The man stands near a boy playing outdoors.	contradiction	0.7109001874923706	neutral	0.2847122251987457	entailment	0.004387584049254656
3	4	5	A bald man standing to the side of a boy playing outdoors	The man stands near a man.	entailment	0.5193502306938171	neutral	0.3592298626899719	contradiction	0.12141988426446915
3	4	6	A kid fetches a man by a tree in the yard.	a kid gets a boy playing outdoors	neutral	0.6274965405464172	entailment	0.3435962200164795	contradiction	0.028907248750329018
3	4	6	A kid fetches a boy playing outdoors by a tree in the yard.	a kid gets a man	contradiction	0.4437501132488251	neutral	0.32461169362068176	entailment	0.2316381335258484
3	4	7	A green frog buys a man from a stand.	There is a green frog buying a boy playing outdoors	contradiction	0.9346505999565125	neutral	0.06102992221713066	entailment	0.004319429863244295
3	4	7	A green frog buys a boy playing outdoors from a stand.	There is a green frog buying a man	contradiction	0.5143427848815918	neutral	0.3278040587902069	entailment	0.1578531712293625
3	4	8	A man	A boy playing outdoors	contradiction	0.9759817719459534	neutral	0.0180906243622303	entailment	0.005927639082074165
3	4	8	A boy playing outdoors	A man	contradiction	0.8281626105308533	neutral	0.09139528125524521	entailment	0.0804421454668045
4	4	0	The man is photographed with a camera	There is a man smiling present	neutral	0.8977766036987305	entailment	0.06169002130627632	contradiction	0.04053334519267082
4	4	0	The man smiling is photographed with a camera	There is a man present	entailment	0.967902660369873	neutral	0.029671935364603996	contradiction	0.0024255048483610153
4	4	1	The man is in the water	The man smiling is wet	neutral	0.8853541016578674	entailment	0.10442168265581131	contradiction	0.010224247351288795
4	4	1	The man smiling is in the water	The man is wet	entailment	0.9427893757820129	neutral	0.05529779940843582	contradiction	0.0019128881394863129
4	4	2	A man is outside near a campfire at night	There is a man smiling outside	neutral	0.9804008603096008	entailment	0.009873930364847183	contradiction	0.009725186042487621
4	4	2	A man smiling is outside near a campfire at night	There is a man outside	entailment	0.9854243397712708	neutral	0.013960649259388447	contradiction	0.0006149452528916299
4	4	3	A young woman is looking at a man with a binocular	A man smiling is looked at by a woman	neutral	0.977665901184082	entailment	0.01959570311009884	contradiction	0.0027384047862142324
4	4	3	A young woman is looking at a man smiling with a binocular	A man is looked at by a woman	entailment	0.9739200472831726	neutral	0.025283794850111008	contradiction	0.0007962684612721205
4	4	4	Several people are moving towards the man	There is a group of people near the man smiling	neutral	0.9819862842559814	entailment	0.010816223919391632	contradiction	0.007197518367320299
4	4	4	Several people are moving towards the man smiling	There is a group of people near the man	entailment	0.9725658297538757	neutral	0.02652093395590782	contradiction	0.000913285999558866
4	4	5	A bald man standing to the side of a man	The man stands near a man smiling.	neutral	0.991926908493042	entailment	0.005135400220751762	contradiction	0.0029377155005931854
4	4	5	A bald man standing to the side of a man smiling	The man stands near a man.	entailment	0.9749791026115417	neutral	0.023751042783260345	contradiction	0.0012698485516011715
4	4	6	A kid fetches a man by a tree in the yard.	a kid gets a man smiling	neutral	0.9807963371276855	contradiction	0.011032490991055965	entailment	0.00817123707383871
4	4	6	A kid fetches a man smiling by a tree in the yard.	a kid gets a man	entailment	0.9663246273994446	neutral	0.03155599534511566	contradiction	0.002119367476552725
4	4	7	A green frog buys a man from a stand.	There is a green frog buying a man smiling	neutral	0.9656949043273926	entailment	0.028340250253677368	contradiction	0.005964965093880892
4	4	7	A green frog buys a man smiling from a stand.	There is a green frog buying a man	entailment	0.9600675106048584	neutral	0.03337721899151802	contradiction	0.006555244792252779
4	4	8	A man	A man smiling	neutral	0.9784767031669617	entailment	0.012141894549131393	contradiction	0.009381454437971115
4	4	8	A man smiling	A man	entailment	0.9525333642959595	neutral	0.043262649327516556	contradiction	0.004204002674669027
5	4	0	The boys is photographed with a camera	There is a boy present	entailment	0.9738898277282715	neutral	0.02435227297246456	contradiction	0.0017578883562237024
5	4	0	The boy is photographed with a camera	There is a boys present	entailment	0.82789146900177	neutral	0.12448323518037796	contradiction	0.047625280916690826
5	4	1	The boys is in the water	The boy is wet	entailment	0.9456101655960083	neutral	0.05274778604507446	contradiction	0.0016420623287558556
5	4	1	The boy is in the water	The boys is wet	entailment	0.9380360841751099	neutral	0.05999528616666794	contradiction	0.001968691824004054
5	4	2	A boys is outside near a campfire at night	There is a boy outside	entailment	0.9850696921348572	neutral	0.014239068143069744	contradiction	0.0006913405377417803
5	4	2	A boy is outside near a campfire at night	There is a boys outside	entailment	0.9663524627685547	neutral	0.032429616898298264	contradiction	0.0012178992619737983
5	4	3	A young woman is looking at a boys with a binocular	A boy is looked at by a woman	entailment	0.9718138575553894	neutral	0.027399646118283272	contradiction	0.0007865065708756447
5	4	3	A young woman is looking at a boy with a binocular	A boys is looked at by a woman	entailment	0.9668307900428772	neutral	0.032346922904253006	contradiction	0.0008222059113904834
5	4	4	Several people are moving towards the boys	There is a group of people near the boy	entailment	0.9763641357421875	neutral	0.022782130166888237	contradiction	0.0008537551620975137
5	4	4	Several people are moving towards the boy	There is a group of people near the boys	entailment	0.9701776504516602	neutral	0.028765300288796425	contradiction	0.0010571004822850227
5	4	5	A bald man standing to the side of a boys	The man stands near a boy.	entailment	0.979666531085968	neutral	0.01921537145972252	contradiction	0.0011181267909705639
5	4	5	A bald man standing to the side of a boy	The man stands near a boys.	entailment	0.9727301597595215	neutral	0.025791021063923836	contradiction	0.0014787610853090882
5	4	6	A kid fetches a boys by a tree in the yard.	a kid gets a boy	entailment	0.9694029092788696	neutral	0.029178543016314507	contradiction	0.0014185491017997265
5	4	6	A kid fetches a boy by a tree in the yard.	a kid gets a boys	entailment	0.9310778975486755	neutral	0.06476845592260361	contradiction	0.004153565503656864
5	4	7	A green frog buys a boys from a stand.	There is a green frog buying a boy	entailment	0.9660091400146484	neutral	0.02964167855679989	contradiction	0.004349176771938801
5	4	7	A green frog buys a boy from a stand.	There is a green frog buying a boys	entailment	0.9573265314102173	neutral	0.03763178363442421	contradiction	0.005041730590164661
5	4	8	A boys	A boy	entailment	0.9628812670707703	neutral	0.034093763679265976	contradiction	0.0030250358395278454
5	4	8	A boy	A boys	entailment	0.8997792601585388	neutral	0.08970096707344055	contradiction	0.010519715026021004
6	4	0	The boys is photographed with a camera	There is a man present	entailment	0.4589622914791107	neutral	0.3336554169654846	contradiction	0.20738224685192108
6	4	0	The man is photographed with a camera	There is a boys present	neutral	0.37983274459838867	contradiction	0.3564000427722931	entailment	0.26376721262931824
6	4	1	The boys is in the water	The man is wet	entailment	0.8241891860961914	neutral	0.1454821676015854	contradiction	0.030328670516610146
6	4	1	The man is in the water	The boys is wet	entailment	0.7627744078636169	neutral	0.21251830458641052	contradiction	0.024707220494747162
6	4	2	A boys is outside near a campfire at night	There is a man outside	entailment	0.9176989197731018	neutral	0.06222818046808243	contradiction	0.020072897896170616
6	4	2	A man is outside near a campfire at night	There is a boys outside	entailment	0.668409526348114	neutral	0.316968709230423	contradiction	0.014621686190366745
6	4	3	A young woman is looking at a boys with a binocular	A man is looked at by a woman	entailment	0.8308781385421753	neutral	0.14450855553150177	contradiction	0.02461335062980652
6	4	3	A young woman is looking at a man with a binocular	A boys is looked at by a woman	entailment	0.5529164671897888	neutral	0.3551093339920044	contradiction	0.09197424352169037
6	4	4	Several people are moving towards the boys	There is a group of people near the man	entailment	0.8370398879051208	neutral	0.13972270488739014	contradiction	0.023237327113747597
6	4	4	Several people are moving towards the man	There is a group of people near the boys	entailment	0.40667346119880676	neutral	0.36713939905166626	contradiction	0.22618718445301056
6	4	5	A bald man standing to the side of a boys	The man stands near a man.	entailment	0.8070151209831238	neutral	0.14712956547737122	contradiction	0.04585526883602142
6	4	5	A bald man standing to the side of a man	The man stands near a boys.	neutral	0.6457935571670532	contradiction	0.2550719678401947	entailment	0.0991344153881073
6	4	6	A kid fetches a boys by a tree in the yard.	a kid gets a man	entailment	0.5575186610221863	neutral	0.2963531017303467	contradiction	0.14612823724746704
6	4	6	A kid fetches a man by a tree in the yard.	a kid gets a boys	neutral	0.5186150670051575	entailment	0.3466891050338745	contradiction	0.13469582796096802
6	4	7	A green frog buys a boys from a stand.	There is a green frog buying a man	entailment	0.5919774174690247	neutral	0.3185557723045349	contradiction	0.08946683257818222
6	4	7	A green frog buys a man from a stand.	There is a green frog buying a boys	neutral	0.4975191056728363	entailment	0.3694538176059723	contradiction	0.13302704691886902
6	4	8	A boys	A man	contradiction	0.5893739461898804	entailment	0.2832290530204773	neutral	0.12739701569080353
6	4	8	A man	A boys	contradiction	0.7847160696983337	neutral	0.11362067610025406	entailment	0.10166321694850922
7	4	0	The boys is photographed with a camera	There is a outdoors present	entailment	0.6050397753715515	neutral	0.31359484791755676	contradiction	0.08136530965566635
7	4	0	The outdoors is photographed with a camera	There is a boys present	neutral	0.6397644877433777	entailment	0.2526971697807312	contradiction	0.10753833502531052
7	4	1	The boys is in the water	The outdoors is wet	entailment	0.84394770860672	neutral	0.14709146320819855	contradiction	0.008960848674178123
7	4	1	The outdoors is in the water	The boys is wet	neutral	0.6137385368347168	entailment	0.3376523554325104	contradiction	0.04860915243625641
7	4	2	A boys is outside near a campfire at night	There is a outdoors outside	entailment	0.9347804188728333	neutral	0.06321071088314056	contradiction	0.0020089426543563604
7	4	2	A outdoors is outside near a campfire at night	There is a boys outside	neutral	0.8905264735221863	entailment	0.10297781229019165	contradiction	0.006495622452348471
7	4	3	A young woman is looking at a boys with a binocular	A outdoors is looked at by a woman	entailment	0.7856758832931519	neutral	0.2050284892320633	contradiction	0.00929565355181694
7	4	3	A young woman is looking at a outdoors with a binocular	A boys is looked at by a woman	neutral	0.6678045392036438	contradiction	0.18270441889762878	entailment	0.1494911015033722
7	4	4	Several people are moving towards the boys	There is a group of people near the outdoors	entailment	0.5142472386360168	neutral	0.47570982575416565	contradiction	0.010042955167591572
7	4	4	Several people are moving towards the outdoors	There is a group of people near the boys	neutral	0.9195882081985474	entailment	0.06654772162437439	contradiction	0.013864130713045597
7	4	5	A bald man standing to the side of a boys	The man stands near a outdoors.	entailment	0.5312371253967285	neutral	0.4484655559062958	contradiction	0.02029733918607235
7	4	5	A bald man standing to the side of a outdoors	The man stands near a boys.	neutral	0.9739117622375488	contradiction	0.01933453418314457	entailment	0.006753704976290464
7	4	6	A kid fetches a boys by a tree in the yard.	a kid gets a outdoors	entailment	0.8613970279693604	neutral	0.13359689712524414	contradiction	0.0050060641951859
7	4	6	A kid fetches a outdoors by a tree in the yard.	a kid gets a boys	neutral	0.9451280832290649	contradiction	0.03411819040775299	entailment	0.02075379528105259
7	4	7	A green frog buys a boys from a stand.	There is a green frog buying a outdoors	entailment	0.535732090473175	neutral	0.45866063237190247	contradiction	0.005607272498309612
7	4	7	A green frog buys a outdoors from a stand.	There is a green frog buying a boys	neutral	0.8144537210464478	contradiction	0.1530410647392273	entailment	0.03250521048903465
7	4	8	A boys	A outdoors	neutral	0.5472497344017029	entailment	0.38309940695762634	contradiction	0.06965084373950958
7	4	8	A outdoors	A boys	neutral	0.4818015992641449	contradiction	0.4272337853908539	entailment	0.09096460044384003
8	4	0	The boys is photographed with a camera	There is a boy playing outdoors present	neutral	0.7476245164871216	entailment	0.15328431129455566	contradiction	0.09909109026193619
8	4	0	The boy playing outdoors is photographed with a camera	There is a boys present	entailment	0.8758454918861389	neutral	0.08832202106714249	contradiction	0.03583255037665367
8	4	1	The boys is in the water	The boy playing outdoors is wet	neutral	0.5610175728797913	entailment	0.43604594469070435	contradiction	0.002936441218480468
8	4	1	The boy playing outdoors is in the water	The boys is wet	entailment	0.9185810685157776	neutral	0.0789855569601059	contradiction	0.0024333845358341932
8	4	2	A boys is outside near a campfire at night	There is a boy playing outdoors outside	entailment	0.5933820605278015	neutral	0.4036014676094055	contradiction	0.003016507253050804
8	4	2	A boy playing outdoors is outside near a campfire at night	There is a boys outside	entailment	0.9602156281471252	neutral	0.03820257633924484	contradiction	0.0015817839885130525
8	4	3	A young woman is looking at a boys with a binocular	A boy playing outdoors is looked at by a woman	neutral	0.6595333814620972	entailment	0.33930033445358276	contradiction	0.0011663319310173392
8	4	3	A young woman is looking at a boy playing outdoors with a binocular	A boys is looked at by a woman	entailment	0.9688922166824341	neutral	0.03025141730904579	contradiction	0.0008563814917579293
8	4	4	Several people are moving towards the boys	There is a group of people near the boy playing outdoors	neutral	0.8290607929229736	entailment	0.16566035151481628	contradiction	0.005278814118355513
8	4	4	Several people are moving towards the boy playing outdoors	There is a group of people near the boys	entailment	0.9709441661834717	neutral	0.028079958632588387	contradiction	0.0009758082451298833
8	4	5	A bald man standing to the side of a boys	The man stands near a boy playing outdoors.	neutral	0.9352635741233826	entailment	0.06275489926338196	contradiction	0.001981584122404456
8	4	5	A bald man standing to the side of a boy playing outdoors	The man stands near a boys.	entailment	0.971070408821106	neutral	0.02745211124420166	contradiction	0.0014774075243622065
8	4	6	A kid fetches a boys by a tree in the yard.	a kid gets a boy playing outdoors	entailment	0.8113700151443481	neutral	0.18738174438476562	contradiction	0.0012482261518016458
8	4	6	A kid fetches a boy playing outdoors by a tree in the yard.	a kid gets a boys	entailment	0.932977020740509	neutral	0.06208614632487297	contradiction	0.0049368105828762054
8	4	7	A green frog buys a boys from a stand.	There is a green frog buying a boy playing outdoors	neutral	0.6035868525505066	entailment	0.2137804627418518	contradiction	0.1826326847076416
8	4	7	A green frog buys a boy playing outdoors from a stand.	There is a green frog buying a boys	entailment	0.927780270576477	neutral	0.05646210163831711	contradiction	0.015757575631141663
8	4	8	A boys	A boy playing outdoors	neutral	0.9537914395332336	entailment	0.04284551367163658	contradiction	0.003363028634339571
8	4	8	A boy playing outdoors	A boys	entailment	0.8555311560630798	neutral	0.12977084517478943	contradiction	0.014698042534291744
9	4	0	The boys is photographed with a camera	There is a man smiling present	neutral	0.7296218276023865	contradiction	0.22856934368610382	entailment	0.0418088473379612
9	4	0	The man smiling is photographed with a camera	There is a boys present	neutral	0.4449916183948517	contradiction	0.370052307844162	entailment	0.18495610356330872
9	4	1	The boys is in the water	The man smiling is wet	neutral	0.784995436668396	entailment	0.11146950721740723	contradiction	0.10353509336709976
9	4	1	The man smiling is in the water	The boys is wet	entailment	0.7648500204086304	neutral	0.20859917998313904	contradiction	0.026550833135843277
9	4	2	A boys is outside near a campfire at night	There is a man smiling outside	neutral	0.8823524713516235	contradiction	0.08252212405204773	entailment	0.03512534871697426
9	4	2	A man smiling is outside near a campfire at night	There is a boys outside	entailment	0.6490254998207092	neutral	0.33180108666419983	contradiction	0.019173434004187584
9	4	3	A young woman is looking at a boys with a binocular	A man smiling is looked at by a woman	neutral	0.9536618590354919	entailment	0.023974744603037834	contradiction	0.02236333116889
9	4	3	A young woman is looking at a man smiling with a binocular	A boys is looked at by a woman	entailment	0.5608102083206177	neutral	0.3460439443588257	contradiction	0.09314583986997604
9	4	4	Several people are moving towards the boys	There is a group of people near the man smiling	neutral	0.8806314468383789	contradiction	0.0928642675280571	entailment	0.026504289358854294
9	4	4	Several people are moving towards the man smiling	There is a group of people near the boys	neutral	0.4171600937843323	entailment	0.39463838934898376	contradiction	0.18820159137248993
9	4	5	A bald man standing to the side of a boys	The man stands near a man smiling.	neutral	0.90602046251297	contradiction	0.08645372092723846	entailment	0.007525735534727573
9	4	5	A bald man standing to the side of a man smiling	The man stands near a boys.	neutral	0.6327192187309265	contradiction	0.21999390423297882	entailment	0.14728686213493347
9	4	6	A kid fetches a boys by a tree in the yard.	a kid gets a man smiling	neutral	0.8331220746040344	contradiction	0.14551801979541779	entailment	0.02135985903441906
9	4	6	A kid fetches a man smiling by a tree in the yard.	a kid gets a boys	neutral	0.5151882767677307	entailment	0.34278398752212524	contradiction	0.14202776551246643
9	4	7	A green frog buys a boys from a stand.	There is a green frog buying a man smiling	neutral	0.9236644506454468	contradiction	0.04267902299761772	entailment	0.03365642949938774
9	4	7	A green frog buys a man smiling from a stand.	There is a green frog buying a boys	neutral	0.3994777500629425	contradiction	0.3055078387260437	entailment	0.2950143814086914
9	4	8	A boys	A man smiling	contradiction	0.7423551082611084	neutral	0.22309371829032898	entailment	0.034551236778497696
9	4	8	A man smiling	A boys	contradiction	0.844815731048584	entailment	0.08711857348680496	neutral	0.06806563585996628
10	4	0	The outdoors is photographed with a camera	There is a boy present	neutral	0.6855431795120239	entailment	0.2401731163263321	contradiction	0.07428372651338577
10	4	0	The boy is photographed with a camera	There is a outdoors present	entailment	0.6202791929244995	neutral	0.29815396666526794	contradiction	0.08156685531139374
10	4	1	The outdoors is in the water	The boy is wet	neutral	0.6242327094078064	entailment	0.3315104842185974	contradiction	0.04425670579075813
10	4	1	The boy is in the water	The outdoors is wet	entailment	0.8379831910133362	neutral	0.15201452374458313	contradiction	0.010002323426306248
10	4	2	A outdoors is outside near a campfire at night	There is a boy outside	neutral	0.883077085018158	entailment	0.11337484419345856	contradiction	0.003548042383044958
10	4	2	A boy is outside near a campfire at night	There is a outdoors outside	entailment	0.9372515082359314	neutral	0.06077143922448158	contradiction	0.0019770602229982615
10	4	3	A young woman is looking at a outdoors with a binocular	A boy is looked at by a woman	neutral	0.6552273035049438	contradiction	0.23514506220817566	entailment	0.10962768644094467
10	4	3	A young woman is looking at a boy with a binocular	A outdoors is looked at by a woman	entailment	0.8243064880371094	neutral	0.16601110994815826	contradiction	0.00968236941844225
10	4	4	Several people are moving towards the outdoors	There is a group of people near the boy	neutral	0.8681637644767761	entailment	0.10908110439777374	contradiction	0.02275514230132103
10	4	4	Several people are moving towards the boy	There is a group of people near the outdoors	neutral	0.5155859589576721	entailment	0.4685884118080139	contradiction	0.015825573354959488
10	4	5	A bald man standing to the side of a outdoors	The man stands near a boy.	neutral	0.9810117483139038	contradiction	0.016254086047410965	entailment	0.002734171925112605
10	4	5	A bald man standing to the side of a boy	The man stands near a outdoors.	neutral	0.5943912863731384	entailment	0.37261298298835754	contradiction	0.03299576789140701
10	4	6	A kid fetches a outdoors by a tree in the yard.	a kid gets a boy	neutral	0.9481761455535889	contradiction	0.03225313872098923	entailment	0.019570695236325264
10	4	6	A kid fetches a boy by a tree in the yard.	a kid gets a outdoors	entailment	0.8778956532478333	neutral	0.117683045566082	contradiction	0.004421290475875139
10	4	7	A green frog buys a outdoors from a stand.	There is a green frog buying a boy	neutral	0.6353175044059753	contradiction	0.3284547030925751	entailment	0.03622778505086899
10	4	7	A green frog buys a boy from a stand.	There is a green frog buying a outdoors	entailment	0.5830197930335999	neutral	0.41246944665908813	contradiction	0.004510756116360426
10	4	8	A outdoors	A boy	neutral	0.7682185769081116	contradiction	0.17693862318992615	entailment	0.0548427551984787
10	4	8	A boy	A outdoors	neutral	0.5285471081733704	entailment	0.4157719016075134	contradiction	0.05568099021911621
11	4	0	The outdoors is photographed with a camera	There is a man present	neutral	0.5770412683486938	entailment	0.3269824683666229	contradiction	0.0959763377904892
11	4	0	The man is photographed with a camera	There is a outdoors present	entailment	0.6013226509094238	neutral	0.32503071427345276	contradiction	0.07364659011363983
11	4	1	The outdoors is in the water	The man is wet	neutral	0.52957683801651	entailment	0.4197668433189392	contradiction	0.050656311213970184
11	4	1	The man is in the water	The outdoors is wet	entailment	0.8490104079246521	neutral	0.14117060601711273	contradiction	0.009818934835493565
11	4	2	A outdoors is outside near a campfire at night	There is a man outside	neutral	0.6453872323036194	entailment	0.35058319568634033	contradiction	0.0040295845828950405
11	4	2	A man is outside near a campfire at night	There is a outdoors outside	entailment	0.937760055065155	neutral	0.06018316000699997	contradiction	0.0020567893516272306
11	4	3	A young woman is looking at a outdoors with a binocular	A man is looked at by a woman	neutral	0.5258412957191467	contradiction	0.35782381892204285	entailment	0.11633488535881042
11	4	3	A young woman is looking at a man with a binocular	A outdoors is looked at by a woman	entailment	0.8010056614875793	neutral	0.18714666366577148	contradiction	0.011847683228552341
11	4	4	Several people are moving towards the outdoors	There is a group of people near the man	neutral	0.8297504782676697	entailment	0.13507239520549774	contradiction	0.035177163779735565
11	4	4	Several people are moving towards the man	There is a group of people near the outdoors	neutral	0.5079863667488098	entailment	0.4678207337856293	contradiction	0.024192897602915764
11	4	5	A bald man standing to the side of a outdoors	The man stands near a man.	neutral	0.8871366381645203	entailment	0.10131935030221939	contradiction	0.011543989181518555
11	4	5	A bald man standing to the side of a man	The man stands near a outdoors.	neutral	0.6845995187759399	entailment	0.2896255552768707	contradiction	0.025774914771318436
11	4	6	A kid fetches a outdoors by a tree in the yard.	a kid gets a man	neutral	0.8133144974708557	contradiction	0.14172379672527313	entailment	0.04496167227625847
11	4	6	A kid fetches a man by a tree in the yard.	a kid gets a outdoors	entailment	0.8755301237106323	neutral	0.12043802440166473	contradiction	0.004031876567751169
11	4	7	A green frog buys a outdoors from a stand.	There is a green frog buying a man	neutral	0.5773624777793884	contradiction	0.33609625697135925	entailment	0.0865413099527359
11	4	7	A green frog buys a man from a stand.	There is a green frog buying a outdoors	entailment	0.5981154441833496	neutral	0.3975697457790375	contradiction	0.004314794670790434
11	4	8	A outdoors	A man	neutral	0.746160089969635	contradiction	0.18756620585918427	entailment	0.06627364456653595
11	4	8	A man	A outdoors	neutral	0.541349470615387	entailment	0.4169791042804718	contradiction	0.04167142137885094
12	4	0	The outdoors is photographed with a camera	There is a boy playing outdoors present	neutral	0.9529792070388794	contradiction	0.025796910747885704	entailment	0.021223781630396843
12	4	0	The boy playing outdoors is photographed with a camera	There is a outdoors present	entailment	0.8880884051322937	neutral	0.09196493029594421	contradiction	0.01994667947292328
