moth	leg	independent	bless | mero	NOUN
water	river	independent	eval | MadeOf	NOUN
wisent	animal	forwardentailment	khn | hypo	NOUN
creature	goat	reverseentailment	bless | hyper	NOUN
twin	alligator	independent	bless | random	NOUN
water	fruit	independent	eval | HasA	NOUN
spear	lipoprotein	independent	bless | random	NOUN
human	evil	independent	eval | HasProperty	ADJ
darkness	night	synonym	cog | SYN	NOUN
terrapin	turtle	disjoint	bless | coord	NOUN
quench	extinguish	synonym	eval | Synonym	NOUN
ember	sparrow	independent	bless | random	NOUN
label	goldfish	independent	bless | random	NOUN
collembolan	ant	disjoint	khn | sibl	NOUN
animal	hinny	reverseentailment	khn | hypo	NOUN
anapsid	chordate	forwardentailment	khn | hypo	NOUN
bird	claw	independent	eval | HasA	NOUN
increase	revolver	independent	bless | random	NOUN
author	image	disjoint	cog | RANDOM	NOUN
creese	bull	disjoint	khn | false	NOUN
antique	modern	disjoint	cog | ANT	ADJ
springbok	bovid	forwardentailment	khn | hypo	NOUN
bounce	ink	disjoint	cog | RANDOM	VERB
tomtit	refinery	disjoint	khn | false	NOUN
tangerine	elm	disjoint	khn | sibl	NOUN
servomechanism	impala	disjoint	khn | false	NOUN
swede	rutabaga	disjoint	khn | mero	NOUN
box	mug	disjoint	bless | coord	NOUN
fish	scale	independent	eval | HasA	NOUN
corkscrew	knife	disjoint	bless | coord	NOUN
helicopter	motorcycle	disjoint	bless | coord	NOUN
accord	cod	independent	bless | random	NOUN
jet	artifact	forwardentailment	root | HYPER	NOUN
kill	squirrel	independent	bless | event	VERB
uncle	friendly	independent	eval | HasProperty	ADJ
mare	stallion	disjoint	khn | sibl	NOUN
battleship	artifact	forwardentailment	bless | hyper	NOUN
scarf	septicaemia	independent	bless | random	NOUN
spot	independence	disjoint	cog | RANDOM	NOUN
archosaur	colonnade	disjoint	khn | false	NOUN
gadoid	racquetball	disjoint	khn | false	NOUN
tomato	sundew	disjoint	khn | sibl	NOUN
review	refinery	disjoint	khn | false	NOUN
climb	descend	disjoint	cog | ANT	VERB
distress	ocean	disjoint	cog | RANDOM	NOUN
hot	pepper	independent	eval | HasProperty	ADJ
flower	angiosperm	forwardentailment	khn | hypo	NOUN
chordate	ungulate	reverseentailment	khn | hypo	NOUN
christian	right	independent	eval | HasProperty	NOUN
desert	sea	disjoint	eval | Antonym	NOUN
wardrobe	chair	disjoint	bless | coord	NOUN
marten	brand	disjoint	khn | false	NOUN
hostility	iron	disjoint	cog | RANDOM	NOUN
spoon	retro-utopianism	independent	bless | random	NOUN
forsythia	refinery	disjoint	khn | false	NOUN
marry	bark	disjoint	cog | RANDOM	NOUN
cover	hide	forwardentailment	root | HYPER	VERB
commodity	robe	reverseentailment	bless | hyper	NOUN
sparrow	likely	independent	bless | random	ADJ
devolve	backtrack	forwardentailment	root | HYPER	NOUN
king	queen	disjoint	eval | Antonym	NOUN
trout	background-color	independent	bless | random	NOUN
castle	share	independent	bless | random	NOUN
car	glider	disjoint	bless | coord	NOUN
carrot	fennel	disjoint	khn | sibl	NOUN
cucumber	onion	disjoint	bless | coord	NOUN
finger	index	reverseentailment	cog | HYPER	NOUN
animal	termite	reverseentailment	khn | hypo	NOUN
come	approach	reverseentailment	cog | HYPER	VERB
slow	rapid	disjoint	eval | Antonym	ADJ
jacket	pulse	independent	bless | random	NOUN
mix	combine	synonym	cog | SYN	NOUN
mean	generous	disjoint	cog | ANT	VERB
fan	blade	independent	cog | PART_OF	NOUN
talk	cry	disjoint	eval | Antonym	VERB
fee	payment	forwardentailment	root | HYPER	NOUN
traffic	road	independent	eval | HasA	NOUN
shirt	bat	independent	bless | random	NOUN
dislike	nose	disjoint	cog | RANDOM	NOUN
magazine	article	independent	eval | HasA	NOUN
annoy	kitten	independent	eval | HasProperty	NOUN
elapid	animal	forwardentailment	khn | hypo	NOUN
hoopo	vertebrate	forwardentailment	khn | hypo	NOUN
jewison	refinery	disjoint	khn | false	NOUN
cotoneaster	plant	forwardentailment	khn | hypo	NOUN
clean	clear	synonym	cog | SYN	ADJ
pomegranate	elm	disjoint	khn | sibl	NOUN
waistcloth	pasang	disjoint	khn | false	NOUN
person	machine	disjoint	eval | Antonym	NOUN
hope	raise	disjoint	cog | RANDOM	VERB
mouse	paint	disjoint	cog | RANDOM	VERB
restaurant	waitress	independent	bless | mero	NOUN
machine	justice	disjoint	cog | RANDOM	NOUN
refinery	nectarine	disjoint	khn | false	NOUN
spouse	husband	reverseentailment	cog | HYPER	NOUN
dirty	spoon	independent	bless | attri	ADJ
lion	donkey	disjoint	bless | coord	NOUN
pot	cannabis	forwardentailment	root | HYPER	NOUN
eat	cottage	independent	bless | event	VERB
echinoderm	invertebrate	forwardentailment	khn | hypo	NOUN
stove	license	independent	bless | random	VERB
foot	sheep	independent	bless | mero	NOUN
alsatian	refinery	disjoint	khn | false	NOUN
animal	vole	reverseentailment	khn | hypo	NOUN
wake	rest	disjoint	eval | Antonym	NOUN
armadillo	vertebrate	forwardentailment	khn | hypo	NOUN
auto	mint	disjoint	khn | false	NOUN
detail	complex	synonym	eval | Synonym	ADJ
sandpit	lamb	disjoint	khn | false	NOUN
placental	rodent	reverseentailment	khn | hypo	NOUN
submissiveness	spade	independent	bless | random	NOUN
water	stream	independent	eval | HasA	NOUN
arnica	tobacco	disjoint	khn | sibl	NOUN
container	spoon	reverseentailment	bless | hyper	NOUN
gimmick	frigate	independent	bless | random	NOUN
corn	mullein	disjoint	khn | sibl	NOUN
pedal	wave	disjoint	cog | RANDOM	NOUN
scarf	throw	independent	bless | event	NOUN
cell	body	independent	cog | PART_OF	NOUN
play	tease	reverseentailment	root | HYPER	VERB
temperature	bat	disjoint	cog | RANDOM	NOUN
barbiturate	mint	disjoint	khn | false	NOUN
maximum	high	forwardentailment	root | HYPER	ADJ
crash	car	independent	bless | event	NOUN
refinery	tamarillo	disjoint	khn | false	NOUN
i	they	disjoint	eval | Antonym	PRON
software	hardware	disjoint	eval | Antonym	NOUN
dress	senior	independent	bless | random	ADJ
funded	paid	forwardentailment	root | HYPER	VERB
ascend	understand	disjoint	cog | RANDOM	VERB
refinery	gemsbok	disjoint	khn | false	NOUN
member	look	disjoint	cog | RANDOM	NOUN
deer	mutuality	independent	bless | random	NOUN
mouth	lip	independent	eval | HasA	NOUN
strawflower	zinnia	disjoint	khn | sibl	NOUN
oxali	coreopsis	disjoint	khn | sibl	NOUN
bill	admire	disjoint	cog | RANDOM	NOUN
member	trunk	disjoint	cog | RANDOM	NOUN
homosexual	human	forwardentailment	cog | HYPER	ADJ
perennial	plant	forwardentailment	khn | hypo	NOUN
go_up	decrease	disjoint	eval | Antonym	NOUN
lead	boil	disjoint	cog | RANDOM	VERB
cavendish	refinery	disjoint	khn | false	NOUN
pickerelweed	lupine	disjoint	khn | sibl	NOUN
camisole	mint	disjoint	khn | false	NOUN
film	driver	reverseentailment	root | HYPER	NOUN
deposit	blouse	independent	bless | random	NOUN
miss	catch	disjoint	cog | ANT	VERB
personal	basketball	disjoint	cog | RANDOM	ADJ
thoroughbred	mammoth	disjoint	khn | sibl	ADJ
arm	sentence	disjoint	cog | RANDOM	NOUN
cephalopod	squid	reverseentailment	khn | hypo	NOUN
refinery	avaram	disjoint	khn | false	NOUN
ignition	nymphalid	disjoint	khn | false	NOUN
blackfish	alley	disjoint	khn | false	NOUN
thistle	weed	forwardentailment	khn | hypo	NOUN
matter	disgust	disjoint	cog | RANDOM	NOUN
validate	villa	independent	bless | random	NOUN
refinery	atomizer	disjoint	khn | false	NOUN
answer	document	disjoint	cog | RANDOM	NOUN
shrub	sumac	reverseentailment	khn | hypo	NOUN
matter	see	disjoint	cog | RANDOM	VERB
effectiveness	villa	independent	bless | random	NOUN
music	song	independent	cog | PART_OF	NOUN
dance	art	forwardentailment	root | HYPER	NOUN
large	beetle	independent	bless | attri	ADJ
jacket	affect	independent	bless | random	VERB
hold	fork	independent	bless | event	VERB
goat	jump	independent	bless | event	VERB
build	garden	reverseentailment	root | HYPER	VERB
glider	pinnacle	independent	bless | random	NOUN
decorate	battle	disjoint	cog | RANDOM	NOUN
turtle	slow	independent	eval | HasProperty	ADJ
saltwort	jimsonweed	disjoint	khn | sibl	NOUN
cypress	French-language	independent	bless | random	NOUN
silver	silverware	synonym	eval | Synonym	NOUN
person	slider	reverseentailment	root | HYPER	NOUN
useful	energy	independent	eval | HasProperty	NOUN
herb	coreopsis	reverseentailment	khn | hypo	NOUN
growth	culture	reverseentailment	root | HYPER	NOUN
wed	benefit	disjoint	cog | RANDOM	NOUN
verbena	snapdragon	disjoint	khn | sibl	NOUN
satisfy	bin	disjoint	cog | RANDOM	NOUN
swinger	refinery	disjoint	khn | false	NOUN
tool	pick	reverseentailment	root | HYPER	VERB
sheep	fundamental	independent	bless | random	ADJ
yacht	bomber	disjoint	bless | coord	NOUN
gorilla	bear	disjoint	bless | coord	NOUN
bias	wife	disjoint	cog | RANDOM	NOUN
horse	foot	independent	eval | HasA	NOUN
invertebrate	annelid	reverseentailment	khn | hypo	NOUN
full	part	disjoint	eval | Antonym	NOUN
frame	van	independent	bless | mero	NOUN
chapter	destroy	disjoint	cog | RANDOM	VERB
train	viewpoint	independent	bless | random	NOUN
substance	matter	reverseentailment	root | HYPER	NOUN
annual	frogbit	disjoint	khn | sibl	ADJ
color	chocolate	reverseentailment	root | HYPER	VERB
hawk	crankshaft	disjoint	khn | false	NOUN
please	beak	disjoint	cog | RANDOM	VERB
daphne	cotoneaster	disjoint	khn | sibl	NOUN
township	settlement	forwardentailment	root | HYPER	NOUN
bed	frame	independent	eval | PartOf	NOUN
bright	day	independent	eval | HasProperty	NOUN
person	hair	independent	eval | HasA	NOUN
bean	lettuce	disjoint	bless | coord	NOUN
placental	genet	reverseentailment	khn | hypo	NOUN
pub	caution	independent	bless | random	NOUN
accident	error	forwardentailment	cog | HYPER	NOUN
volume	television	independent	eval | PartOf	NOUN
magnolia	mango	disjoint	khn | sibl	NOUN
cool	fun	independent	eval | HasProperty	ADJ
adventure	think	disjoint	cog | RANDOM	VERB
songbird	osprey	disjoint	khn | sibl	NOUN
mug	object	forwardentailment	bless | hyper	NOUN
trombone	saxophone	disjoint	bless | coord	NOUN
hatchet	chisel	disjoint	bless | coord	NOUN
violin	life	independent	bless | random	NOUN
lion	aggressive	independent	bless | attri	ADJ
medication	alleviation	reverseentailment	root | HYPER	NOUN
politician	corrupt	independent	eval | HasProperty	ADJ
dirty	new_jersey	independent	eval | HasProperty	ADJ
silverfish	butterfly	disjoint	bless | coord	NOUN
anemone	sunflower	disjoint	khn | sibl	NOUN
work	axe	independent	bless | event	NOUN
calf	leaf	disjoint	cog | RANDOM	NOUN
vertebrate	ichthyosaur	reverseentailment	khn | hypo	NOUN
refinery	cavendish	disjoint	khn | false	NOUN
china	country	forwardentailment	cog | HYPER	NOUN
moth	butterfly	disjoint	bless | coord	NOUN
hazelnut	tree	forwardentailment	khn | hypo	NOUN
join	leave	disjoint	cog | ANT	VERB
crop	amarylli	disjoint	khn | sibl	NOUN
water	wave	independent	eval | HasProperty	NOUN
raie	animal	forwardentailment	khn | hypo	NOUN
bomber	offer	independent	bless | random	NOUN
animal	gerbil	reverseentailment	khn | hypo	NOUN
implement	shovel	reverseentailment	root | HYPER	VERB
mug	signal	independent	bless | random	VERB
oil	bus	independent	bless | mero	NOUN
kenaf	currant	disjoint	khn | sibl	NOUN
pistol	Kalashnikov	disjoint	bless | coord	NOUN
movie	show	forwardentailment	cog | HYPER	NOUN
waste	garbage	synonym	eval | Synonym	NOUN
mint	herb	forwardentailment	khn | hypo	NOUN
street	house	independent	eval | PartOf	NOUN
water	pot	independent	eval | HasA	NOUN
mortal	jump	disjoint	cog | RANDOM	VERB
mate	boss	synonym	eval | Synonym	NOUN
bleak	coat	independent	bless | random	NOUN
movement	flow	reverseentailment	root | HYPER	NOUN
radio	artefact	forwardentailment	bless | hyper	NOUN
redbud	soursop	disjoint	khn | sibl	NOUN
box	open	independent	bless | event	ADJ
pale	assemble	disjoint	cog | RANDOM	VERB
jet	hang	independent	bless | random	NOUN
pincer	fork	disjoint	bless | coord	NOUN
sit	van	independent	bless | event	NOUN
long	shirt	independent	bless | attri	ADJ
watercress	wheat	disjoint	khn | sibl	NOUN
calypso	cab	disjoint	khn | false	NOUN
ruminant	eland	reverseentailment	khn | hypo	NOUN
refinery	jat	disjoint	khn | false	NOUN
cedar	plant	forwardentailment	bless | hyper	NOUN
feature	face	independent	eval | PartOf	VERB
art	professor	disjoint	cog | RANDOM	NOUN
melt	solid	disjoint	eval | Antonym	ADJ
narcissus	plant	forwardentailment	khn | hypo	NOUN
refinery	rachel	disjoint	khn | false	NOUN
hover	helicopter	independent	bless | event	NOUN
noise	rear	disjoint	cog | RANDOM	ADJ
pika	mammal	forwardentailment	khn | hypo	NOUN
acacia	limb	independent	bless | mero	NOUN
handcart	grip	disjoint	khn | mero	NOUN
villa	cottage	disjoint	bless | coord	NOUN
stair	step	synonym	eval | Synonym	NOUN
rabbit	behave	independent	bless | random	NOUN
shrew	insectivore	forwardentailment	khn | hypo	NOUN
refinery	shunt	disjoint	khn | false	NOUN
person	heterosexual	reverseentailment	cog | HYPER	NOUN
refinery	pipet	disjoint	khn | false	NOUN
screwdriver	rake	disjoint	bless | coord	NOUN
olive	beech	disjoint	khn | sibl	NOUN
hotel	alteration	independent	bless | random	NOUN
hair	cat	independent	eval | HasA	NOUN
oospore	muskrat	disjoint	khn | false	NOUN
child	small	independent	eval | HasProperty	ADJ
tree	magnolia	reverseentailment	khn | hypo	NOUN
dog	hound	reverseentailment	khn | hypo	NOUN
powerful	frigate	independent	bless | attri	ADJ
celery	cabbage	disjoint	bless | coord	NOUN
artifact	knife	reverseentailment	root | HYPER	NOUN
busy	insect	disjoint	cog | RANDOM	NOUN
tiger	roar	independent	bless | event	NOUN
puffin	bird	forwardentailment	khn | hypo	NOUN
grus	dolphin	disjoint	khn | false	NOUN
conch	invertebrate	forwardentailment	khn | hypo	NOUN
color	tan	reverseentailment	root | HYPER	VERB
cut	chop	reverseentailment	cog | HYPER	VERB
heat	cold	disjoint	eval | Antonym	ADJ
double	multiple	forwardentailment	root | HYPER	ADJ
store	shop	reverseentailment	root | HYPER	VERB
rat	coyote	disjoint	bless | coord	NOUN
aid	cave	disjoint	cog | RANDOM	NOUN
car	reverse	independent	eval | PartOf	NOUN
rifle	transcend	independent	bless | random	NOUN
mantle	house	forwardentailment	root | HYPER	NOUN
yak	hinny	disjoint	khn | sibl	NOUN
gear	reverse	reverseentailment	root | HYPER	NOUN
park	write	disjoint	cog | RANDOM	NOUN
beech	neem	disjoint	khn | sibl	NOUN
aisle	store	independent	cog | PART_OF	VERB
palm	plant	forwardentailment	khn | hypo	NOUN
apricot	produce	forwardentailment	root | HYPER	VERB
primate	macaque	reverseentailment	khn | hypo	NOUN
person	divine	reverseentailment	root | HYPER	NOUN
helicopter	ferry	disjoint	bless | coord	NOUN
wolf	coyote	disjoint	bless | coord	NOUN
fridge	television	disjoint	bless | coord	NOUN
cello	search	independent	bless | random	NOUN
restrict	tie	reverseentailment	root | HYPER	NOUN
orbital	revolving	forwardentailment	root | HYPER	NOUN
pain	joy	disjoint	cog | ANT	NOUN
birth	weapon	disjoint	cog | RANDOM	NOUN
walk	sidewalk	synonym	eval | Synonym	VERB
bright	mature	disjoint	cog | RANDOM	VERB
perch	hovel	disjoint	khn | false	NOUN
roof	cathedral	independent	bless | mero	NOUN
scale	dragon	independent	eval | MadeOf	NOUN
refinery	switcher	disjoint	khn | false	NOUN
dolphin	partition	independent	bless | random	NOUN
motorcycle	bomber	disjoint	bless | coord	NOUN
work	idle	disjoint	cog | ANT	NOUN
uterine	maternal	forwardentailment	root | HYPER	NOUN
obtain	scarf	independent	bless | random	VERB
commodity	sweater	reverseentailment	bless | hyper	NOUN
cock	haddock	disjoint	khn | sibl	NOUN
animal	arachnid	reverseentailment	khn | hypo	NOUN
horse	stomach	independent	bless | mero	NOUN
oats	celery	disjoint	khn | sibl	NOUN
shower	house	independent	eval | PartOf	NOUN
dress	dresser	independent	bless | mero	NOUN
war	great	independent	eval | HasProperty	ADJ
bug	grasshopper	reverseentailment	root | HYPER	NOUN
conservatory	pelican	disjoint	khn | false	NOUN
murder	tall	disjoint	cog | RANDOM	NOUN
rye	barley	disjoint	khn | sibl	NOUN
trouser	pant	synonym	eval | Synonym	NOUN
cumin	horseradish	disjoint	khn | sibl	NOUN
herb	cabbage	reverseentailment	khn | hypo	NOUN
trouble	help	disjoint	eval | Antonym	VERB
strike	carrot	independent	bless | random	NOUN
cob	pigboat	disjoint	khn | false	NOUN
branch	division	forwardentailment	cog | HYPER	NOUN
carnivore	stoat	reverseentailment	khn | hypo	NOUN
good	music	independent	eval | HasProperty	ADJ
truck	possible	independent	bless | random	ADJ
refinery	parent	disjoint	khn | false	NOUN
bomber	light	independent	bless | mero	ADJ
goby	gear	disjoint	khn | false	NOUN
he	ugly	independent	eval | HasProperty	PRON
mint	hairbrush	disjoint	khn | false	NOUN
blouse	apron	disjoint	bless | coord	NOUN
become	wrench	independent	bless | random	VERB
taste	change	disjoint	cog | RANDOM	NOUN
pine	evergreen	forwardentailment	bless | hyper	VERB
spade	pliers	disjoint	bless | coord	NOUN
cloth	lace	reverseentailment	cog | HYPER	NOUN
unpleasant	bad	independent	eval | HasProperty	ADJ
plant	blackthorn	reverseentailment	khn | hypo	NOUN
cauliflower	parsley	disjoint	bless | coord	NOUN
other	bus	independent	bless | random	ADJ
placental	jaguarundi	reverseentailment	khn | hypo	NOUN
grenade	cannon	disjoint	bless | coord	NOUN
cassava	lavender	disjoint	khn | sibl	NOUN
runner	sledge	disjoint	khn | mero	NOUN
copper	iron	disjoint	eval | Antonym	NOUN
boy	wrench	independent	bless | random	NOUN
frogbit	teff	disjoint	khn | sibl	NOUN
lotus	hellebore	disjoint	khn | sibl	NOUN
sainfoin	arnica	disjoint	khn | sibl	NOUN
opossum	poodle	disjoint	khn | sibl	NOUN
refinery	slovak	disjoint	khn | false	NOUN
equine	mare	reverseentailment	khn | hypo	NOUN
itch	sheep	independent	bless | random	NOUN
melt	snow	disjoint	eval | Antonym	NOUN
beaver	series	independent	bless | random	NOUN
spiritual	mystical	reverseentailment	root | HYPER	NOUN
clarinet	learn	independent	bless | event	VERB
hornpout	refinery	disjoint	khn | false	NOUN
jabot	blower	disjoint	khn | false	NOUN
teacher	accident	disjoint	cog | RANDOM	NOUN
gossip	refinery	disjoint	khn | false	NOUN
writer	chair	disjoint	cog | RANDOM	NOUN
cook	turtle	independent	bless | event	NOUN
seat	stand	disjoint	eval | Antonym	VERB
tuna	platypus	disjoint	khn | sibl	NOUN
glider	transport	forwardentailment	root | HYPER	NOUN
cessation	banana	independent	bless | random	NOUN
monarda	grain	disjoint	khn | sibl	NOUN
passerine	robin	reverseentailment	khn | hypo	NOUN
mental	toaster	independent	bless | random	ADJ
compact	expand	disjoint	eval | Antonym	VERB
shrub	pyracantha	reverseentailment	khn | hypo	NOUN
cacomistle	telefilm	disjoint	khn | false	NOUN
bad	depression	independent	eval | HasProperty	ADJ
grasshopper	bee	disjoint	bless | coord	NOUN
wheat	watercress	disjoint	khn | sibl	NOUN
library	computer	independent	bless | mero	NOUN
pliers	rake	disjoint	bless | coord	NOUN
animal	fish	reverseentailment	khn | hypo	NOUN
line	curve	reverseentailment	root | HYPER	NOUN
kookaburra	chordate	forwardentailment	khn | hypo	NOUN
sambar	deer	forwardentailment	khn | hypo	NOUN
organ	pedal	independent	eval | PartOf	NOUN
photocopy	python	disjoint	khn | false	VERB
truck	interior	independent	bless | mero	NOUN
scombroid	vertebrate	forwardentailment	khn | hypo	NOUN
mouse	jail	disjoint	cog | RANDOM	NOUN
ward	hospital	independent	bless | mero	VERB
baseball_bat	bat	synonym	eval | Synonym	NOUN
dress	bodice	independent	bless | mero	NOUN
vehicle	jeep	reverseentailment	khn | hypo	NOUN
gibbon	ape	forwardentailment	khn | hypo	NOUN
paw	foot	synonym	eval | Synonym	NOUN
trouble	life	independent	eval | PartOf	NOUN
conveyance	bomber	reverseentailment	bless | hyper	NOUN
haman	refinery	disjoint	khn | false	NOUN
steam	water	disjoint	eval | Antonym	NOUN
vest	artifact	forwardentailment	root | HYPER	NOUN
create	break	disjoint	cog | ANT	VERB
dock	plant	forwardentailment	khn | hypo	NOUN
town	country	disjoint	eval | Antonym	NOUN
vessel	canoe	reverseentailment	khn | hypo	NOUN
currant	banksia	disjoint	khn | sibl	NOUN
field	mouse	forwardentailment	root | HYPER	NOUN
vulture	eagle	disjoint	bless | coord	NOUN
puppy	kitten	disjoint	cog | ANT	NOUN
bushbuck	snowboard	disjoint	khn | false	NOUN
judge	log	disjoint	cog | RANDOM	NOUN
desk	artefact	forwardentailment	bless | hyper	NOUN
shrimp	lobster	disjoint	khn | sibl	NOUN
grapefruit	tangerine	disjoint	bless | coord	NOUN
leek	turnip	disjoint	khn | sibl	NOUN
beach	stock	disjoint	cog | RANDOM	NOUN
goose	annual	independent	bless | random	ADJ
