associative	relational	forwardentailment	root | HYPER
view	news	disjoint	cog | RANDOM
confer	oppose	disjoint	syn_ant | ANT
bark	cypress	independent	bless | mero
gauge	estimate	disjoint	syn_ant | ANT
todus	mint	disjoint	khn | false
take	pass	disjoint	cog | ANT
musket	artifact	forwardentailment	root | HYPER
commitment	detachment	disjoint	syn_ant | ANT
distribution	consolidation	disjoint	syn_ant | ANT
pitch	play	forwardentailment	root | HYPER
harmonica	clarinet	disjoint	bless | coord
foxglove	sage	disjoint	khn | sibl
illness	person	independent	eval | HasA
conduct	knife	independent	bless | random
contradiction	argument	forwardentailment	root | HYPER
music	trombone	reverseentailment	root | HYPER
knife	keep	independent	bless | event
bat	raccoon	disjoint	khn | sibl
tank	store	forwardentailment	root | HYPER
vertebrate	aardvark	reverseentailment	khn | hypo
steady	alleviation	disjoint	syn_ant | ANT
good	beer	independent	eval | HasProperty
tool	slider	reverseentailment	root | HYPER
repair	car	independent	bless | event
save	mississippi	disjoint	cog | RANDOM
lazy	story	disjoint	cog | RANDOM
puppy	heading	disjoint	khn | false
place	core	reverseentailment	root | HYPER
cormorant	posthouse	disjoint	khn | false
flash	light	forwardentailment	root | HYPER
inferior	superior	disjoint	eval | Antonym
activity	dagger	independent	bless | random
book	volume	synonym	cog | SYN
hearse	streetcar	disjoint	khn | sibl
sequel	encore	synonym	syn_ant | SYN
mint	workings	disjoint	khn | false
gear	goby	disjoint	khn | false
white	sweater	independent	bless | attri
sensory	perceptible	synonym	syn_ant | SYN
sex	intercourse	synonym	syn_ant | SYN
mule	siliqua	disjoint	khn | false
weed	thistle	reverseentailment	khn | hypo
eyeglass	approach	disjoint	cog | RANDOM
freezer	fund	independent	bless | random
matter	content	synonym	syn_ant | SYN
lock	jail	independent	eval | HasA
dirty	truck	independent	bless | attri
placental	racehorse	reverseentailment	khn | hypo
agamid	lizard	forwardentailment	khn | hypo
cut	cucumber	independent	bless | event
chosen	scarf	independent	bless | random
ocean	liquid	forwardentailment	cog | HYPER
rattlesnake	snake	forwardentailment	khn | hypo
shrimp	animal	forwardentailment	khn | hypo
men	lady	disjoint	eval | Antonym
string	kite	independent	eval | PartOf
ferry	transport	independent	bless | event
spot	independence	disjoint	cog | RANDOM
ape	excuse	disjoint	khn | false
rottweiler	songbird	disjoint	khn | sibl
pachyderm	cithern	disjoint	khn | false
sugarcane	turmeric	disjoint	khn | sibl
whale	racing	independent	bless | random
lawn	garden	independent	eval | HasA
live	mouse	disjoint	cog | RANDOM
rabbit	provocation	independent	bless | random
radio	switch	independent	bless | event
platypus	prototherian	forwardentailment	khn | hypo
assemble	pale	disjoint	cog | RANDOM
animal	kangaroo	reverseentailment	khn | hypo
parrot	macaw	reverseentailment	khn | hypo
build	glider	independent	bless | event
depress	lift	disjoint	cog | ANT
jacket	lively	independent	bless | random
frame	paint	independent	eval | HasA
ungulate	cattle	reverseentailment	khn | hypo
gill	catfish	independent	bless | mero
game	japan	disjoint	cog | RANDOM
deceive	lunch	disjoint	cog | RANDOM
sell	deer	independent	bless | random
accentor	cowbird	disjoint	khn | sibl
placental	badger	reverseentailment	khn | hypo
chordate	caracal	reverseentailment	khn | hypo
creeper	oscine	forwardentailment	khn | hypo
appliance	phone	reverseentailment	bless | hyper
evidence	miss	disjoint	syn_ant | ANT
bowl	receive	independent	bless | random
top	bookcase	independent	bless | mero
real	pretend	disjoint	eval | Antonym
table	bookcase	disjoint	bless | coord
paper	pencil	disjoint	cog | RANDOM
little	demand	disjoint	cog | RANDOM
beaver	horse	disjoint	bless | coord
musket	self-help	independent	bless | random
rat	cow	disjoint	bless | coord
carry	powerful	disjoint	cog | RANDOM
mint	gasterophilus	disjoint	khn | false
injector	mint	disjoint	khn | false
chordate	phalanger	reverseentailment	khn | hypo
sainfoin	sesame	disjoint	khn | sibl
dove	blackbird	disjoint	bless | coord
bop	dance	synonym	syn_ant | SYN
lift	get_up	synonym	eval | Synonym
innovation	dress	independent	bless | random
diatom	plant	forwardentailment	khn | hypo
alfalfa	medic	forwardentailment	khn | hypo
tuna	welcome	independent	bless | random
arrange	structure	synonym	syn_ant | SYN
sax	flute	disjoint	bless | coord
currycomb	beluga	disjoint	khn | false
boil	freeze	disjoint	cog | ANT
sword	l	independent	bless | random
ear	cat	independent	eval | HasA
pokeweed	rosemary	disjoint	khn | sibl
drawer	box	disjoint	bless | coord
sensory	receive	forwardentailment	root | HYPER
toaster	fridge	disjoint	bless | coord
please	clean	disjoint	cog | RANDOM
cirriped	showcase	disjoint	khn | false
gain	guitar	independent	bless | random
reptile	saurian	reverseentailment	khn | hypo
conveyance	bomber	reverseentailment	bless | hyper
jump	mountain	disjoint	cog | RANDOM
robe	stocking	disjoint	bless | coord
constrict	unbind	disjoint	syn_ant | ANT
hatch	bull	independent	bless | random
thespian	refinery	disjoint	khn | false
mistake	right	disjoint	cog | ANT
cottage	door	independent	bless | mero
canna	plant	forwardentailment	khn | hypo
bat	leopard	disjoint	khn | sibl
matter	class	disjoint	cog | RANDOM
dinner	eat	synonym	eval | Synonym
villa	inside	independent	bless | mero
cell	freedom	disjoint	eval | Antonym
back	face	disjoint	eval | Antonym
van	unload	independent	bless | event
placental	porcupine	reverseentailment	khn | hypo
frigate	powerful	independent	bless | attri
animal	jack	reverseentailment	khn | hypo
barnacle	animal	forwardentailment	khn | hypo
fox	tiger	disjoint	bless | coord
lid	mammal	disjoint	cog | RANDOM
spade	rake	disjoint	bless | coord
sugar	bark	disjoint	cog | RANDOM
loggia	oxen	disjoint	khn | false
wasp	vote	independent	bless | random
solve	understand	forwardentailment	root | HYPER
robin	mange	independent	bless | random
stallion	placental	forwardentailment	khn | hypo
tanker	propeller	independent	bless | mero
future	milk	disjoint	cog | RANDOM
go	fighter	independent	bless | event
weather	snowball	reverseentailment	root | HYPER
artifact	dresser	reverseentailment	bless | hyper
quadruplicate	jaguar	disjoint	khn | false
plant	turnip	independent	bless | event
freezer	microphone	independent	bless | random
glass	jar	disjoint	bless | coord
chordate	nilgai	reverseentailment	khn | hypo
mollusk	octopod	reverseentailment	khn | hypo
villa	lodging	forwardentailment	bless | hyper
ling	crocus	disjoint	khn | sibl
decorate	battle	disjoint	cog | RANDOM
run	idle	disjoint	cog | ANT
tarsier	world	disjoint	khn | sibl
hot	steam	independent	eval | HasProperty
road	traffic	independent	eval | HasA
man	mane	disjoint	khn | mero
team	independence	disjoint	cog | RANDOM
vertebrate	mouse	reverseentailment	khn | hypo
delphinium	pink	disjoint	khn | sibl
grenade	cannon	disjoint	bless | coord
abuse	harm	forwardentailment	root | HYPER
writer	art	disjoint	cog | RANDOM
acacia	connexion	independent	bless | random
placental	bear	reverseentailment	khn | hypo
juke	falcon	disjoint	khn | false
private	share	disjoint	eval | Antonym
feline	jaguarundi	reverseentailment	khn | hypo
recoverable	reparable	synonym	syn_ant | SYN
pheasant	partition	independent	bless | random
mystical	unworldly	synonym	syn_ant | SYN
ratel	hen	disjoint	khn | sibl
separate	space	synonym	eval | Synonym
mate	pencil	disjoint	cog | RANDOM
washer	soap	independent	bless | mero
centaury	subshrub	forwardentailment	khn | hypo
characid	crossbench	disjoint	khn | false
intoxicate	dull	disjoint	syn_ant | ANT
mollusk	breathalyser	disjoint	khn | false
fish	tail	independent	eval | HasA
galago	animal	forwardentailment	khn | hypo
lady	ideology	disjoint	cog | RANDOM
refinery	riley	disjoint	khn | false
washer	impact	independent	bless | random
affect	contaminate	reverseentailment	root | HYPER
feel	big	disjoint	cog | RANDOM
train	spearhead	independent	bless | random
importunity	hammer	independent	bless | random
schoenberg	refinery	disjoint	khn | false
gun	continental	independent	bless | random
good	cheese	independent	eval | HasProperty
blue	ring	independent	eval | HasProperty
shrub	marijuana	reverseentailment	khn | hypo
coupe	vehicle	forwardentailment	khn | hypo
increase	bathroom	disjoint	cog | RANDOM
backtrack	devolve	reverseentailment	root | HYPER
squirrel	chordate	forwardentailment	bless | hyper
moon	ireland	disjoint	cog | RANDOM
keyboard	plastic	independent	eval | MadeOf
helicopter	heavy	independent	bless | attri
safflower	celery	disjoint	khn | sibl
cholla	mescal	disjoint	khn | sibl
jar	local	independent	bless | random
em	whale	independent	bless | random
balance	sell	disjoint	cog | RANDOM
grebe	refinery	disjoint	khn | false
ramp	hellebore	disjoint	khn | sibl
expensive	stereo	independent	bless | attri
yard	house	independent	eval | HasA
move	stable	disjoint	eval | Antonym
displease	artist	disjoint	cog | RANDOM
shark	thoroughbred	disjoint	khn | sibl
rest	tire	disjoint	eval | Antonym
refinery	jazzman	disjoint	khn | false
blouse	covering	forwardentailment	bless | hyper
shivaist	cycle	disjoint	khn | false
grapefruit	vitamin	independent	bless | mero
homo	axe	disjoint	khn | false
pant	cloak	disjoint	bless | coord
snake	nest	independent	bless | event
anger	happy	disjoint	eval | Antonym
foot	sheep	independent	bless | mero
diagnose	identify	synonym	syn_ant | SYN
decalcomania	mouse	disjoint	khn | false
hare	lagomorph	forwardentailment	khn | hypo
art	play	forwardentailment	root | HYPER
dragonfly	grasshopper	disjoint	bless | coord
become	yacht	independent	bless | random
horse	foot	independent	eval | HasA
animal	groundhog	reverseentailment	khn | hypo
celery	food	forwardentailment	bless | hyper
color	clear	disjoint	eval | Antonym
beaver	trimer	disjoint	khn | false
back	rear	synonym	cog | SYN
stone	wood	disjoint	eval | Antonym
stove	license	independent	bless | random
tanker	skeleton	independent	bless | mero
gazelle	ruminant	forwardentailment	khn | hypo
musket	unplug	independent	bless | random
baby	entertain	independent	eval | HasProperty
duckweed	lotus	disjoint	khn | sibl
bag	accessory	forwardentailment	root | HYPER
parsley	cabbage	disjoint	bless | coord
schooner	refinery	disjoint	khn | false
software	hardware	disjoint	eval | Antonym
cyprinodont	chordate	forwardentailment	khn | hypo
device	fridge	reverseentailment	bless | hyper
helm	command	synonym	syn_ant | SYN
honeybee	resistor	disjoint	khn | false
parsnip	licorice	disjoint	khn | sibl
refinery	shute	disjoint	khn | false
van	tank	independent	bless | mero
turtle	alive	independent	eval | HasProperty
refinery	hornbill	disjoint	khn | false
plane	fast	independent	eval | HasProperty
brachiopod	mantis	disjoint	khn | sibl
john	man	synonym	eval | Synonym
slump	bulge	reverseentailment	root | HYPER
collection	set	synonym	eval | Synonym
mint	parasitaxus	disjoint	khn | false
sharp	artist	disjoint	cog | RANDOM
peach	lime	disjoint	bless | coord
monstera	vine	forwardentailment	khn | hypo
saw	strong	independent	bless | attri
falcon	redo	independent	bless | random
bulge	thin	disjoint	syn_ant | ANT
bar	plot	disjoint	cog | RANDOM
warthog	shark	disjoint	khn | sibl
home	house	forwardentailment	cog | HYPER
consolidate	amalgamate	synonym	syn_ant | SYN
hammer	know	independent	bless | random
adventure	bright	disjoint	cog | RANDOM
eelgrass	snowberry	disjoint	khn | sibl
haddock	poodle	disjoint	khn | sibl
rocket	oats	disjoint	khn | sibl
accessory	bag	reverseentailment	root | HYPER
big	little	disjoint	cog | ANT
animal	marmoset	reverseentailment	khn | hypo
join	humility	disjoint	cog | RANDOM
hello	goodbye	disjoint	syn_ant | ANT
marine	sea	synonym	eval | Synonym
join	separation	disjoint	eval | Antonym
ibex	lip	disjoint	khn | false
fruit	banana	reverseentailment	root | HYPER
coalface	cimarron	disjoint	khn | false
violence	bad	independent	eval | HasProperty
rifle	trigger	independent	bless | mero
jet	plane	forwardentailment	bless | hyper
vital	necessary	forwardentailment	root | HYPER
beast	elephant	reverseentailment	bless | hyper
lory	chordate	forwardentailment	khn | hypo
pine	old	independent	bless | attri
home	outside	disjoint	eval | Antonym
parsnip	horseradish	disjoint	khn | sibl
cat	plant	forwardentailment	khn | hypo
bomber	light	independent	bless | mero
pub	restaurant	disjoint	bless | coord
cranberry	berry	forwardentailment	root | HYPER
allegation	assertion	synonym	syn_ant | SYN
praise	sweet	independent	eval | HasProperty
achieve	accomplish	forwardentailment	root | HYPER
lemongrass	ling	disjoint	khn | sibl
increase	growth	synonym	eval | Synonym
aircraft	blimp	reverseentailment	khn | hypo
child	young	independent	eval | HasProperty
wolffish	chordate	forwardentailment	khn | hypo
pig	rabbit	disjoint	bless | coord
unrefined	pure	disjoint	syn_ant | ANT
fogy	refinery	disjoint	khn | false
friendly	enemy	disjoint	eval | Antonym
great	piano	independent	bless | random
strawberry	immunity	independent	bless | random
vertebrate	nilgai	reverseentailment	khn | hypo
clear	television	disjoint	cog | RANDOM
refinery	palfrey	disjoint	khn | false
world	america	independent	cog | PART_OF
roebuck	vertebrate	forwardentailment	khn | hypo
leafhopper	ophiuchus	disjoint	khn | false
accurate	gun	independent	bless | attri
deer	rachet	disjoint	khn | false
yak	mammoth	disjoint	khn | sibl
pyracantha	tea	disjoint	khn | sibl
scroll	cello	independent	bless | mero
beet	bean	disjoint	bless | coord
belladonna	turmeric	disjoint	khn | sibl
body	cavity	independent	eval | PartOf
glutton	animal	forwardentailment	khn | hypo
arum	plant	forwardentailment	khn | hypo
pheasant	creature	forwardentailment	bless | hyper
chordate	whiting	reverseentailment	khn | hypo
gorilla	ogive	disjoint	khn | false
table	column	independent	eval | PartOf
stove	reformulate	independent	bless | random
section	onion	independent	bless | random
redbud	pomegranate	disjoint	khn | sibl
rabbit	pass	independent	bless | random
coin	note	disjoint	eval | Antonym
mollusk	conch	reverseentailment	khn | hypo
phone	good	independent	bless | attri
eat	bull	independent	bless | event
foal	flashbulb	disjoint	khn | false
skin	peach	independent	bless | mero
head	eagle	independent	bless | mero
ungulate	gemsbok	reverseentailment	khn | hypo
buy	cloak	independent	bless | event
cannon	bow	disjoint	bless | coord
unhappy	satisfaction	disjoint	eval | Antonym
bird	woodpecker	reverseentailment	bless | hyper
old	good	disjoint	cog | RANDOM
aunt	refinery	disjoint	khn | false
cottage	bedroom	independent	bless | mero
cardamom	rocket	disjoint	khn | sibl
cod	lay	independent	bless | event
byrd	refinery	disjoint	khn | false
fog	weather	independent	eval | PartOf
artifact	motorcycle	reverseentailment	root | HYPER
round	peach	independent	bless | attri
geologic	terrestrial	forwardentailment	root | HYPER
gecko	saurian	forwardentailment	khn | hypo
van	glider	disjoint	bless | coord
bloodroot	grain	disjoint	khn | sibl
craft	kayak	reverseentailment	khn | hypo
ibex	longhorn	disjoint	khn | sibl
cauliflower	beet	disjoint	bless | coord
ireland	moon	disjoint	cog | RANDOM
dresser	table	disjoint	bless | coord
bus	music	independent	bless | random
teak	tree	forwardentailment	khn | hypo
lung	rise	disjoint	cog | RANDOM
cryptocoryne	lentil	disjoint	khn | sibl
robin	small	independent	bless | attri
animal	isopod	reverseentailment	khn | hypo
zebra	conservatory	disjoint	khn | false
gnu	ungulate	forwardentailment	khn | hypo
snake	python	reverseentailment	khn | hypo
saw	artefact	forwardentailment	bless | hyper
stable	shrewmouse	disjoint	khn | false
adventure	skin	disjoint	cog | RANDOM
moth	pollinator	disjoint	khn | sibl
quiet	loud	disjoint	cog | ANT
wombat	chordate	forwardentailment	khn | hypo
groundhog	placental	forwardentailment	khn | hypo
tuatara	harem	disjoint	khn | false
pornography	lemon	independent	bless | random
mesquite	indigo	disjoint	khn | sibl
government	hornet	independent	bless | random
sandpit	lamb	disjoint	khn | false
schizocarp	refinery	disjoint	khn | false
act	sidewalk	disjoint	cog | RANDOM
common	lose	disjoint	cog | RANDOM
screwdriver	iron	independent	bless | mero
arm	person	independent	cog | PART_OF
hat	fun	independent	eval | HasProperty
religion	bad	independent	eval | HasProperty
tiger	jaguar	disjoint	bless | coord
stretch	ferry	independent	bless | random
class	recess	disjoint	eval | Antonym
funded	subsidized	synonym	syn_ant | SYN
child	girl	synonym	eval | Synonym
mystical	spiritual	forwardentailment	root | HYPER
abalone	invertebrate	forwardentailment	khn | hypo
peanut	hydrillum	disjoint	khn | sibl
raft	battleship	disjoint	bless | coord
music	entertain	independent	eval | HasProperty
sieve	od	independent	bless | random
carry	know	disjoint	cog | RANDOM
jet	rocket	disjoint	bless | coord
speak	listen	disjoint	cog | ANT
maximum	complete	forwardentailment	root | HYPER
weird	person	independent	eval | HasProperty
kill	bad	independent	eval | HasProperty
craft	ship	reverseentailment	khn | hypo
peony	cineraria	disjoint	khn | sibl
cloak	coat	disjoint	bless | coord
offspring	beat	disjoint	cog | RANDOM
apricot	electric	independent	bless | random
creature	butterfly	reverseentailment	bless | hyper
cauliflower	che	independent	bless | random
equine	zebra	reverseentailment	khn | hypo
hen	animal	forwardentailment	khn | hypo
revolver	bullet	independent	bless | mero
lemon	oval	independent	bless | attri
independence	corn	disjoint	cog | RANDOM
woman	level	disjoint	cog | RANDOM
woodpecker	red	independent	bless | attri
burner	refinery	disjoint	khn | false
centerpiece	predator	disjoint	khn | false
terminal	eventual	synonym	syn_ant | SYN
turtle	reptile	forwardentailment	bless | hyper
rhubarb	belladonna	disjoint	khn | sibl
gill	cod	independent	bless | mero
goose	vertebrate	forwardentailment	bless | hyper
counterweight	newt	disjoint	khn | false
freezer	remedy	independent	bless | random
clam	flower	disjoint	syn_ant | ANT
calf	axone	disjoint	khn | false
animal	sturgeon	reverseentailment	khn | hypo
gross	total	synonym	syn_ant | SYN
teff	plant	forwardentailment	khn | hypo
jackass	jacket	disjoint	khn | false
herbivore	rabbit	reverseentailment	root | HYPER
plant	frogbit	reverseentailment	khn | hypo
arnica	tobacco	disjoint	khn | sibl
crocus	annual	disjoint	khn | sibl
bright	wife	disjoint	cog | RANDOM
mint	triode	disjoint	khn | false
braiding	wildebeest	disjoint	khn | false
mayfly	ctenophore	disjoint	khn | sibl
judge	test	disjoint	cog | RANDOM
willowherb	refinery	disjoint	khn | false
war	artist	disjoint	cog | RANDOM
bit	donkey	independent	bless | mero
rhetoric	washer	independent	bless | random
all	part	disjoint	cog | ANT
false	true	disjoint	eval | Antonym
robe	stockings	disjoint	bless | coord
pin	ferry	independent	bless | random
interior	ambulance	independent	bless | mero
cuttlefish	cephalopod	forwardentailment	khn | hypo
animal	cetacean	reverseentailment	khn | hypo
saltbush	forsythia	disjoint	khn | sibl
stone	high	synonym	eval | Synonym
congestion	saturation	synonym	syn_ant | SYN
organism	order	disjoint	cog | RANDOM
constrictor	shrine	disjoint	khn | false
legume	bean	reverseentailment	khn | hypo
monarda	flax	disjoint	khn | sibl
cotton	wool	disjoint	eval | Antonym
large	tall	independent	eval | HasProperty
important	nature	independent	eval | HasProperty
bowl	hollow	independent	eval | HasProperty
sofa	chair	disjoint	eval | Antonym
refinery	screwdriver	disjoint	khn | false
moth	beetle	disjoint	bless | coord
bindweed	pepper	disjoint	khn | sibl
death	pen	disjoint	cog | RANDOM
technique	symbolism	reverseentailment	root | HYPER
beech	tangerine	disjoint	khn | sibl
intercourse	disconnection	disjoint	syn_ant | ANT
lotus	chive	disjoint	khn | sibl
coleus	mandrake	disjoint	khn | sibl
plant	thrift	reverseentailment	khn | hypo
cow	rabbit	disjoint	bless | coord
mole	chordate	forwardentailment	khn | hypo
truck	jumper	independent	bless | random
keep	hatchet	independent	bless | event
helm	rear	disjoint	syn_ant | ANT
diagnose	forget	disjoint	syn_ant | ANT
low	depress	synonym	eval | Synonym
demand	beef	disjoint	cog | RANDOM
deer	elephant	disjoint	bless | coord
kiang	mammal	forwardentailment	khn | hypo
head	boss	synonym	cog | SYN
banana	peel	independent	eval | HasA
lunge	spring	synonym	syn_ant | SYN
stereo	woofer	independent	bless | mero
slowpoke	refinery	disjoint	khn | false
clothing	pocket	reverseentailment	root | HYPER
grenade	bomb	disjoint	bless | coord
dictionary	movie	disjoint	cog | RANDOM
member	trunk	disjoint	cog | RANDOM
critique	guess	disjoint	syn_ant | ANT
goldfish	fish	forwardentailment	bless | hyper
wrench	utensil	forwardentailment	root | HYPER
plant	marijuana	reverseentailment	khn | hypo
accounting	lemon	independent	bless | random
Mormonism	chair	independent	bless | random
small	spoon	independent	bless | attri
cathedral	punk	independent	bless | random
mnemonic	screwdriver	independent	bless | random
archosaur	colonnade	disjoint	khn | false
human	machine	disjoint	cog | ANT
bean	carrot	disjoint	bless | coord
trash	can	independent	eval | HasA
mineral	rock	independent	eval | MadeOf
mantle	cape	synonym	syn_ant | SYN
down	chocolate	disjoint	cog | RANDOM
mint	crinoidea	disjoint	khn | false
cloak	sock	disjoint	bless | coord
plan	joint	disjoint	cog | RANDOM
cardamom	chicory	disjoint	khn | sibl
recoverable	injured	forwardentailment	root | HYPER
shirt	underpant	disjoint	bless | coord
perfect	mouse	disjoint	cog | RANDOM
touch	feel	synonym	eval | Synonym
please	beak	disjoint	cog | RANDOM
aim	musket	independent	bless | event
revolver	barrel	independent	bless | mero
stand	duck	disjoint	eval | Antonym
ink	right	disjoint	cog | RANDOM
lion	squirrel	disjoint	bless | coord
hotel	cosy	independent	bless | attri
jay	armoury	disjoint	khn | false
lion	poach	independent	bless | event
edit	include	disjoint	syn_ant | ANT
hollow	something	disjoint	cog | RANDOM
primate	macaque	reverseentailment	khn | hypo
vehicle	vessel	reverseentailment	khn | hypo
assertion	claim	synonym	syn_ant | SYN
passionflower	pepper	disjoint	khn | sibl
firefly	hodometer	disjoint	khn | false
bird	nuthatch	reverseentailment	khn | hypo
mint	hairbrush	disjoint	khn | false
ling	lemongrass	disjoint	khn | sibl
chair	half	independent	bless | random
longhorn	animal	forwardentailment	khn | hypo
digestive	internal	forwardentailment	root | HYPER
